evaluation_stage	variant	trial_id	fold	training_members	heldout_members	training_rows	heldout_rows	training_weight_rescale_factor	weighted_roc_auc	raw_roc_auc	weighted_average_precision	raw_average_precision	training_time_seconds	prediction_time_seconds	member_leakage	fit_status	failure_reason
hyperparameter_search	explicit_dijet_mass_plane_blind	3	1	232	58	45504	11822	1.0026857730649654	0.727881703095032	0.7639573779437212	0.7571628359985496	0.45835329586478524	0.4776062899036333	0.0038775360444560647	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	3	2	231	59	46147	11179	0.9785203482756778	0.7186609435463585	0.7750349418835163	0.6693583709781317	0.3828649538946407	0.4237262790556997	0.003330820007249713	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	3	3	227	63	45756	11570	1.047112520024319	0.7040496674473427	0.7904656907462	0.6760015007532376	0.4806439801997112	0.49224162905011326	0.003369846032001078	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	3	4	238	52	46338	10988	0.9763888110014965	0.7115858092901685	0.7422142114634473	0.6783948243486574	0.35201692362954373	0.30122586607467383	0.0033042189897969365	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	4	0	232	58	45559	11767	0.9989684781992881	0.7197747074934884	0.777322090663071	0.7575520710396038	0.46099939082106556	0.2857769640395418	0.0033226050436496735	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	4	1	232	58	45504	11822	1.0026857730649654	0.718884943580595	0.7630116590235497	0.743251820816172	0.45425372746968556	0.44054276193492115	0.0037453219993039966	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	4	2	231	59	46147	11179	0.9785203482756778	0.7207960312699193	0.7709870312810656	0.6700158548220567	0.379369754770172	0.311229906976223	0.00348473503254354	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	4	3	227	63	45756	11570	1.047112520024319	0.6948454175402253	0.7877877108919639	0.6750175536124103	0.47108203260302717	0.32995803200174123	0.007319286931306124	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	4	4	238	52	46338	10988	0.9763888110014965	0.7177185374058168	0.7473680926503433	0.6863046505051001	0.3601026575648478	0.4294701950857416	0.0033612889237701893	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	5	0	232	58	45559	11767	0.9989684781992881	0.7188857329498841	0.776545541939617	0.75123184910562	0.45938607790837505	0.43313186697196215	0.0035832629073411226	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	5	1	232	58	45504	11822	1.0026857730649654	0.7241989475595338	0.7631857314780555	0.7525198636164542	0.45806820228895445	0.46571782405953854	0.003610654966905713	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	5	2	231	59	46147	11179	0.9785203482756778	0.7215046823720918	0.7730175504826837	0.672545297763159	0.38401057126018623	0.35931638500187546	0.003677783999592066	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	5	3	227	63	45756	11570	1.047112520024319	0.6989193664618426	0.7879889044660604	0.6758921532194442	0.47599719474759916	0.4396388529567048	0.00575743499211967	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	5	4	238	52	46338	10988	0.9763888110014965	0.7138682097710001	0.7413724063667522	0.6829341891384071	0.34967445124910623	0.42069330404046923	0.0032985389698296785	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	6	0	232	58	45559	11767	0.9989684781992881	0.7501095775648697	0.789287813075147	0.7854476406747508	0.48292764057661236	0.5679115980165079	0.004873668076470494	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	6	1	232	58	45504	11822	1.0026857730649654	0.734025944564724	0.772075947167188	0.7638194566863706	0.46691440326653555	1.086891554063186	0.0048177000135183334	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	6	2	231	59	46147	11179	0.9785203482756778	0.741448410342829	0.7804295971203734	0.6985387245083704	0.3964574315290416	0.620494001894258	0.005371487932279706	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	6	3	227	63	45756	11570	1.047112520024319	0.7019838089108704	0.7954104051238227	0.6728034604512272	0.48578366314207405	0.5166197989601642	0.004166846978478134	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	6	4	238	52	46338	10988	0.9763888110014965	0.7204422925943239	0.7504938645650004	0.6909856412168802	0.36680682504635026	0.4582861120579764	0.004107143031433225	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	7	0	232	58	45559	11767	0.9989684781992881	0.7546694287107529	0.7894613823552369	0.7875241659258838	0.48377240226199336	0.6599991529947147	0.005516665056347847	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	7	1	232	58	45504	11822	1.0026857730649654	0.7466918210182738	0.772998867547961	0.7649680685875078	0.4692690261212999	0.6045905119972304	0.004882905050180852	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	7	2	231	59	46147	11179	0.9785203482756778	0.7391713278935423	0.78298064813791	0.6993388776523246	0.4009445948301005	0.6196687669726089	0.0046602500369772315	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	7	3	227	63	45756	11570	1.047112520024319	0.7053838987643305	0.7967348834752883	0.6911187563057551	0.4915269580882967	0.6057469609659165	0.005407196003943682	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	7	4	238	52	46338	10988	0.9763888110014965	0.7194667089993285	0.7483955432220747	0.6851424667517644	0.36308134222067845	0.6463227160274982	0.004120909026823938	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	8	0	232	58	45559	11767	0.9989684781992881	0.7400229969693054	0.7917584121123408	0.7802071981274428	0.48714176733794196	0.7579733380116522	0.005305762053467333	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	8	1	232	58	45504	11822	1.0026857730649654	0.7346551208002734	0.7756687493693027	0.7586577615639444	0.4752878631137438	0.5617409650003538	0.009475013939663768	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	8	2	231	59	46147	11179	0.9785203482756778	0.7282885746397212	0.7839751354937414	0.6742136967327927	0.40292371525817794	0.675263031036593	0.005672852974385023	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	8	3	227	63	45756	11570	1.047112520024319	0.6963898593423898	0.7958305326432432	0.6788684296124322	0.4869480749634493	0.6584728779271245	0.005683682975359261	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	8	4	238	52	46338	10988	0.9763888110014965	0.7196619380697014	0.7522527042743488	0.6867495150317475	0.36770573165031417	0.674271787982434	0.006042929016984999	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	9	0	232	58	45559	11767	0.9989684781992881	0.7306766675195238	0.7977631314999515	0.7758627274908045	0.49852722937806826	0.5062735719839111	0.00551993097178638	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	9	1	232	58	45504	11822	1.0026857730649654	0.7540153983376694	0.7784234950160898	0.7674944235138711	0.4718880338106505	0.6943428969243541	0.006669827038422227	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	9	2	231	59	46147	11179	0.9785203482756778	0.7312556218810657	0.7837564785858152	0.6958138547847375	0.40036222251467835	0.5679525770246983	0.006055644014850259	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	9	3	227	63	45756	11570	1.047112520024319	0.7193839879738412	0.7975683208342537	0.6973549593299104	0.5009560215120346	0.672277788980864	0.006244615069590509	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	9	4	238	52	46338	10988	0.9763888110014965	0.7160100644931443	0.7488866417595537	0.6809848972394346	0.36732459424419117	0.7278809230774641	0.005195121979340911	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	10	0	232	58	45559	11767	0.9989684781992881	0.7187238343003491	0.7577492968617731	0.7291133206280482	0.419729435130572	0.4212007330497727	0.0037490089889615774	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	10	1	232	58	45504	11822	1.0026857730649654	0.7040130585221205	0.7421727662103221	0.7233055846020043	0.4116117779102111	0.5092673180624843	0.004078969010151923	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	10	2	231	59	46147	11179	0.9785203482756778	0.6913496992752524	0.7530097499241039	0.6413700800800528	0.35750732276438574	0.6394242719979957	0.004326823051087558	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	10	3	227	63	45756	11570	1.047112520024319	0.6809983690165231	0.7700415542389644	0.6485300862303328	0.4407412275042256	0.6376978139160201	0.006099018035456538	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	10	4	238	52	46338	10988	0.9763888110014965	0.6940848413471247	0.7279074487191364	0.6553796243339811	0.329958244518921	0.5751241518883035	0.003990079974755645	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	11	0	232	58	45559	11767	0.9989684781992881	0.7082665748339112	0.7720803219711324	0.7521187895164048	0.45246419131099924	0.616600746056065	0.0051688700914382935	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	11	1	232	58	45504	11822	1.0026857730649654	0.715315543639526	0.7546736304992132	0.745948614216734	0.43345749802687006	0.6036899319151416	0.004217404057271779	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	11	2	231	59	46147	11179	0.9785203482756778	0.7400202064056767	0.7662082537547769	0.6839960614882997	0.3703932907197504	0.45115055702626705	0.003586017992347479	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	11	3	227	63	45756	11570	1.047112520024319	0.7018725766171097	0.7868868169116872	0.6708872433285838	0.4690617928252496	0.6254254189552739	0.004496125970035791	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	11	4	238	52	46338	10988	0.9763888110014965	0.7104279261670042	0.739740450129167	0.678338960833099	0.3493603151623691	0.4070796569576487	0.0035720509476959705	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	12	0	232	58	45559	11767	0.9989684781992881	0.7199951047042172	0.7807602942490665	0.7614325410790033	0.4643487917457223	0.8626486199209467	0.005863858037628233	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	12	1	232	58	45504	11822	1.0026857730649654	0.7282340997373498	0.7640795697055999	0.7529740991555534	0.44893445566257817	0.6192699739476666	0.005737286061048508	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	12	2	231	59	46147	11179	0.9785203482756778	0.706115698503167	0.7736671992188605	0.6696162530836081	0.3826871361019888	0.9131839049514383	0.006194258923642337	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	12	3	227	63	45756	11570	1.047112520024319	0.7117312267242433	0.7937254299459388	0.6785789650434697	0.48355395274954105	0.960520560038276	0.007742473972029984	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	12	4	238	52	46338	10988	0.9763888110014965	0.7062067574914497	0.7438360041580468	0.6673263458115072	0.34652198016452673	0.8489619739120826	0.005069260019809008	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	13	0	232	58	45559	11767	0.9989684781992881	0.7486246622741473	0.7866606364008977	0.7800838386190952	0.47646185721257117	0.6138592709321529	0.005101702990941703	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	13	1	232	58	45504	11822	1.0026857730649654	0.7317701315771847	0.7713017779123266	0.7596723152735109	0.46224887128974096	0.783230590983294	0.0054076360538601875	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	13	2	231	59	46147	11179	0.9785203482756778	0.7209128179427523	0.7757361341716718	0.6649768813198593	0.3884867238214013	0.926255016005598	0.005296724033541977	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	13	3	227	63	45756	11570	1.047112520024319	0.7159368544896623	0.7955290903678667	0.6870594775261486	0.49299465249918795	0.6540318169863895	0.005245877080596983	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	13	4	238	52	46338	10988	0.9763888110014965	0.7047961507959025	0.7450962191620095	0.6700762624079427	0.3569828028546548	0.6613307859515771	0.005488620954565704	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	14	0	232	58	45559	11767	0.9989684781992881	0.6998969521268722	0.7831319128414025	0.7494298108492716	0.46798011271829504	0.8511403038864955	0.006215438013896346	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	14	1	232	58	45504	11822	1.0026857730649654	0.7337130895757742	0.7666126836497098	0.7605595751610601	0.45664144107131266	0.774609677027911	0.005464085028506815	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	14	2	231	59	46147	11179	0.9785203482756778	0.7148246698794493	0.7778014888151781	0.6773774148719525	0.39121193276250554	0.8493165710242465	0.005018935073167086	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	14	3	227	63	45756	11570	1.047112520024319	0.7174708374050742	0.791830451023132	0.6842000187510688	0.48738044957583393	0.7019733490888029	0.005367759964428842	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	14	4	238	52	46338	10988	0.9763888110014965	0.7121630785344816	0.7443641545990676	0.6718340125729019	0.3529368908423064	0.8005627579987049	0.00546754093375057	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	15	0	232	58	45559	11767	0.9989684781992881	0.720553247210276	0.7863198844360886	0.7681869880969707	0.47679820319066024	0.5618682869244367	0.0055386979365721345	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	15	1	232	58	45504	11822	1.0026857730649654	0.7346506276276188	0.7688269684296292	0.7602505813914762	0.4590853283099726	0.677130487980321	0.005508288973942399	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	15	2	231	59	46147	11179	0.9785203482756778	0.7224388260642363	0.7785202278444332	0.6883820409706918	0.39358652034399033	0.7635157029144466	0.00506935000885278	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	15	3	227	63	45756	11570	1.047112520024319	0.7160907236543765	0.7910806742781421	0.6856421855459107	0.48648871647346537	0.7175304460106418	0.005802772007882595	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	15	4	238	52	46338	10988	0.9763888110014965	0.7067516858367839	0.7457669165097107	0.6682178929445116	0.3567242563288329	0.8590486260363832	0.006024294998496771	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	16	0	232	58	45559	11767	0.9989684781992881	0.7177209928617126	0.7903218523558666	0.7651455594998029	0.48604394385248384	1.0770130699966103	0.007035113056190312	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	16	1	232	58	45504	11822	1.0026857730649654	0.7426761323267967	0.7746108597665577	0.7649517702123905	0.46950601807023407	1.160821294062771	0.007849329966120422	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	16	2	231	59	46147	11179	0.9785203482756778	0.7143994741051938	0.782930169002211	0.6740185249649284	0.3975735018842643	0.7659676850307733	0.007036707014776766	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	16	3	227	63	45756	11570	1.047112520024319	0.7011527800756414	0.7959160657185931	0.6802051749355569	0.4911544062137034	0.7654321209993213	0.008853857987560332	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	16	4	238	52	46338	10988	0.9763888110014965	0.7125256157027864	0.7486978121365568	0.674658812596332	0.36295723717691364	0.8234067530138418	0.007228543981909752	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	17	0	232	58	45559	11767	0.9989684781992881	0.7298834865747122	0.7925484881632585	0.7726675908798879	0.48707855113895776	0.8094491979572922	0.007204808993265033	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	17	1	232	58	45504	11822	1.0026857730649654	0.7507043916695209	0.7759405331868248	0.7677176946798945	0.47077350147056746	0.7947785730939358	0.010138340992853045	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	17	2	231	59	46147	11179	0.9785203482756778	0.7223683935677031	0.7837575430020952	0.6870898614086562	0.403264329122875	0.6949518589535728	0.007492047967389226	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	17	3	227	63	45756	11570	1.047112520024319	0.6988032663254043	0.7969160321103119	0.6790205056554646	0.49358510078472234	0.7285567730432376	0.007543575018644333	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	17	4	238	52	46338	10988	0.9763888110014965	0.7135249456983865	0.7505799652123795	0.6769317085460772	0.3676546434095839	1.0708254240453243	0.0066888839937746525	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	18	0	232	58	45559	11767	0.9989684781992881	0.7562076505385337	0.798062618045964	0.7974588308099796	0.5020865424927168	0.9400089299306273	0.009755249018780887	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	18	1	232	58	45504	11822	1.0026857730649654	0.7471480836642499	0.7829120976151234	0.772464777571082	0.48427365481860307	1.2212355439551175	0.009316331008449197	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	18	2	231	59	46147	11179	0.9785203482756778	0.7357803664578721	0.7884270727120178	0.6974631727912225	0.41667035879923414	1.274214445031248	0.009583530947566032	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	18	3	227	63	45756	11570	1.047112520024319	0.7117074194501618	0.8020623721685023	0.6926936668502228	0.5022529214377106	1.2874386369949207	0.009492416982538998	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	18	4	238	52	46338	10988	0.9763888110014965	0.7272956549663488	0.7553460557734071	0.6989891553385403	0.37983963348405075	1.310779721941799	0.009212902979925275	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	19	0	232	58	45559	11767	0.9989684781992881	0.7216462126571793	0.7728772559528726	0.7546978277300935	0.4500329711392504	0.8871037509525195	0.005837206030264497	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	19	1	232	58	45504	11822	1.0026857730649654	0.7243242819264367	0.757569161798618	0.747259495513416	0.4368003889787604	0.8410207090200856	0.005898182978853583	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	19	2	231	59	46147	11179	0.9785203482756778	0.7251482112642034	0.7662689254827322	0.6678532499133496	0.367687183560115	0.8806464599911124	0.005708510987460613	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	19	3	227	63	45756	11570	1.047112520024319	0.6986213215824253	0.7845901230063088	0.6674025732667099	0.46944088436833675	0.9401794859440997	0.005543545004911721	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	19	4	238	52	46338	10988	0.9763888110014965	0.7057731033764629	0.7388730110332336	0.6722654328521749	0.3469002325783548	0.8990325710037723	0.004950804985128343	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	20	0	232	58	45559	11767	0.9989684781992881	0.7425390153081454	0.7896297198118127	0.785038854150914	0.4839287791649345	1.3576989700086415	0.008914452977478504	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	20	1	232	58	45504	11822	1.0026857730649654	0.7332476743646846	0.7733372249692593	0.7588472003227705	0.46746645275940457	1.903407057048753	0.009165973053313792	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	20	2	231	59	46147	11179	0.9785203482756778	0.7427284448567552	0.7799917349688618	0.6916825983651784	0.39782868008235506	1.4518315290333703	0.008307454059831798	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	20	3	227	63	45756	11570	1.047112520024319	0.7095038197881298	0.7987537089138763	0.6810852966155986	0.5011261857456474	1.4569499930366874	0.007779908017255366	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	20	4	238	52	46338	10988	0.9763888110014965	0.721881403720568	0.7493912488035321	0.6882822854190831	0.3714740481548527	1.5490454130340368	0.008120487094856799	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	21	0	232	58	45559	11767	0.9989684781992881	0.744544352193683	0.7881335361206981	0.7822380746160101	0.4757847646022919	1.0835098969982937	0.008151416084729135	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	21	1	232	58	45504	11822	1.0026857730649654	0.7288521261577827	0.7718142778656082	0.7521220360651516	0.46166018783734764	1.5213913939660415	0.00839206506498158	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	21	2	231	59	46147	11179	0.9785203482756778	0.749718830753852	0.7801169167743877	0.7076954811175337	0.4006878703981144	1.6125364580657333	0.007990889949724078	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	21	3	227	63	45756	11570	1.047112520024319	0.7095769368925273	0.7966017946822098	0.6714912949820517	0.49532488322159607	1.60141316591762	0.008511975989677012	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	21	4	238	52	46338	10988	0.9763888110014965	0.7044943597833806	0.7465494771564722	0.6769183764978612	0.36730018553444277	1.4613921969430521	0.008110578986816108	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	22	0	232	58	45559	11767	0.9989684781992881	0.7342461990018772	0.7940546641659493	0.7714470794290917	0.4914106548939222	1.644712193054147	0.012700503109954298	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	22	1	232	58	45504	11822	1.0026857730649654	0.7449772034511131	0.7781656332574627	0.7639030419362709	0.47411907716473073	1.5695222860667855	0.01351289392914623	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	22	2	231	59	46147	11179	0.9785203482756778	0.7315165387000258	0.7842930089009714	0.6888205357077517	0.40380685662026405	1.7736235370393842	0.011124384007416666	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	22	3	227	63	45756	11570	1.047112520024319	0.7088920862553735	0.79844192008911	0.686247962546704	0.4988031929940388	1.43902693700511	0.012975548976100981	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	22	4	238	52	46338	10988	0.9763888110014965	0.7128846912404134	0.7474158227066415	0.6812630941271373	0.3665349000457805	1.7930386030348018	0.011133469990454614	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	23	0	232	58	45559	11767	0.9989684781992881	0.7366794607633907	0.7921565727351672	0.7827168984246794	0.48942967002224175	1.3852455739397556	0.011915444047190249	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	23	1	232	58	45504	11822	1.0026857730649654	0.7485385569490028	0.7754422356023486	0.7664296183185172	0.4712365530925415	1.404652575030923	0.011958285933360457	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	23	2	231	59	46147	11179	0.9785203482756778	0.733595341899354	0.785106803529527	0.6879563196245084	0.40182471077316884	1.3089101909426972	0.011447880999185145	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	23	3	227	63	45756	11570	1.047112520024319	0.6983617258779176	0.7976630241691552	0.6801952158964992	0.4987429878501214	1.7954038300085813	0.012280000024475157	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	23	4	238	52	46338	10988	0.9763888110014965	0.7163477101633225	0.7506021255956608	0.6825572812673982	0.3688525054796016	1.393513132003136	0.011263548978604376	0	pass	none
selected_configuration_refit	mass_aware	18	0	232	58	45559	11767	0.9989684781992881	0.7925459407744982	0.8237222143037867	0.8295458445280544	0.5564045815231247	1.1075978149892762	0.009307243046350777	0	pass	none
selected_configuration_refit	mass_aware	18	1	232	58	45504	11822	1.0026857730649654	0.7783073012401822	0.8156535332129868	0.817077413395187	0.5525884885973862	1.7317744790343568	0.009576729033142328	0	pass	none
selected_configuration_refit	mass_aware	18	2	231	59	46147	11179	0.9785203482756778	0.7994059854490657	0.8254541154655556	0.7779408640622697	0.49202313419264343	1.2667508710874245	0.008805755991488695	0	pass	none
selected_configuration_refit	mass_aware	18	3	227	63	45756	11570	1.047112520024319	0.7559568212380613	0.8346570995093191	0.7323067851526658	0.5741490309700369	1.0224735189694911	0.010057165054604411	0	pass	none
selected_configuration_refit	mass_aware	18	4	238	52	46338	10988	0.9763888110014965	0.7637021800697443	0.7901373429153673	0.7527294571690964	0.42984106918000314	2.2230266560800374	0.01007194397971034	0	pass	none
selected_configuration_refit	explicit_dijet_mass_plane_blind	18	0	232	58	45559	11767	0.9989684781992881	0.7562076505385337	0.798062618045964	0.7974588308099796	0.5020865424927168	1.5526658969465643	0.00905404007062316	0	pass	none
selected_configuration_refit	explicit_dijet_mass_plane_blind	18	1	232	58	45504	11822	1.0026857730649654	0.7471480836642499	0.7829120976151234	0.772464777571082	0.48427365481860307	1.4973581499652937	0.009757864056155086	0	pass	none
selected_configuration_refit	explicit_dijet_mass_plane_blind	18	2	231	59	46147	11179	0.9785203482756778	0.7357803664578721	0.7884270727120178	0.6974631727912225	0.41667035879923414	1.5160683589056134	0.008952897973358631	0	pass	none
selected_configuration_refit	explicit_dijet_mass_plane_blind	18	3	227	63	45756	11570	1.047112520024319	0.7117074194501618	0.8020623721685023	0.6926936668502228	0.5022529214377106	1.0461283709155396	0.00933540693949908	0	pass	none
selected_configuration_refit	explicit_dijet_mass_plane_blind	18	4	238	52	46338	10988	0.9763888110014965	0.7272956549663488	0.7553460557734071	0.6989891553385403	0.37983963348405075	1.005600408068858	0.009248730959370732	0	pass	none
