evaluation_stage	variant	trial_id	fold	training_members	heldout_members	training_rows	heldout_rows	training_weight_rescale_factor	weighted_roc_auc	raw_roc_auc	weighted_average_precision	raw_average_precision	training_time_seconds	prediction_time_seconds	member_leakage	fit_status	failure_reason
hyperparameter_search	explicit_dijet_mass_plane_blind	1	1	232	58	45504	11822	1.0026857730649654	0.6941731159632438	0.7360598844749423	0.7166344220177681	0.40559490071105175	0.36055998399388045	0.0029858920024707913	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	1	2	231	59	46147	11179	0.9785203482756778	0.6981239898501159	0.7444561006986828	0.6471087785923504	0.35388711572342435	0.35864360292907804	0.0034547580871731043	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	1	3	227	63	45756	11570	1.047112520024319	0.6732065630087101	0.7590572877156931	0.6318719495901812	0.42676954530982236	0.35846407001372427	0.0035068270517513156	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	1	4	238	52	46338	10988	0.9763888110014965	0.6969962115453557	0.7192964512510163	0.6551382170088582	0.31970515437079156	0.5946624570060521	0.0025972500443458557	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	2	0	232	58	45559	11767	0.9989684781992881	0.6952309885403896	0.7423624803405983	0.7133801208289183	0.3993468405135286	0.269076160970144	0.003214627970010042	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	2	1	232	58	45504	11822	1.0026857730649654	0.6882845640682642	0.7317112265987943	0.7113562197974593	0.39906960709309836	0.2863566300366074	0.0028164980467408895	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	2	2	231	59	46147	11179	0.9785203482756778	0.6977099338513647	0.745750592170257	0.649216824028148	0.3569428930653582	0.2740834440337494	0.002713081077672541	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	2	3	227	63	45756	11570	1.047112520024319	0.6587867613292407	0.7568330916737884	0.6194622464832212	0.4187060418898267	0.31456696207169443	0.002785088960081339	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	2	4	238	52	46338	10988	0.9763888110014965	0.6943123747792554	0.7184560613311927	0.6510261667933073	0.31714829672391964	0.3580370449926704	0.002956136013381183	0	pass	none
hyperparameter_search	explicit_dijet_mass_plane_blind	3	0	232	58	45559	11767	0.9989684781992881	0.7255821424878963	0.7787299696573089	0.7560805179910601	0.46408546465352574	0.38182684499770403	0.0030655639711767435	0	pass	none
