baseline	selection	weighted_signal_efficiency	weighted_background_efficiency	weighted_background_rejection	raw_signal_efficiency	raw_background_efficiency	raw_background_rejection	weighted_ggf_efficiency	weighted_vbf_efficiency	raw_ggf_efficiency	raw_vbf_efficiency	weighted_background_family_efficiencies	raw_background_family_efficiencies	balanced_efficiency_proxy	purity_proxy	proxy_interpretation	physical_yields_used	status
optimized_cut_baseline	r_hh_125_125 < 34	0.5859573147685532	0.23672698516124344	0.7632730148387565	0.5849624060150376	0.23123059703068574	0.7687694029693143	0.6109048417168899	0.5610097878202165	0.6096464336807684	0.5611963793781976	"{""diboson"":0.125,""qcd_multijet"":0.17425949940658234,""single_higgs"":0.20696023617956985,""single_top"":0.26658033736910747,""top_associated"":0.30354386282597084,""triboson"":0.1874756335282651,""ttbar"":0.3419058204807989,""zbbbb"":0.28809049149965316}"	"{""diboson"":0.14285714285714285,""qcd_multijet"":0.16034641123212176,""single_higgs"":0.3867667121418827,""single_top"":0.24,""top_associated"":0.28813217811807373,""triboson"":0.18867924528301888,""ttbar"":0.3441191576784797,""zbbbb"":0.28793840889649275}"	1.2043205486287465	2.4752451198980805	nonphysical_development_proxy	False	pass
