variant	signal_mode	signal_rows	background_rows	weighted_roc_auc_vs_all_background	raw_roc_auc_vs_all_background	weighted_average_precision_vs_all_background	raw_average_precision_vs_all_background	weighted_mean_score	raw_mean_score	diagnostic_scope	status
mass_aware	ggf_hh4b	4893	47351	0.7685492536028475	0.8114014107298394	0.6327578621708708	0.3327641085419457	0.6769058676616538	0.6763152411900767	train_only_oof_mode_versus_all_background	pass
mass_aware	vbf_hh4b	5082	47351	0.7788792721442751	0.8203950928204616	0.6715407168558486	0.4028759423196945	0.6920657973428126	0.6924630245886558	train_only_oof_mode_versus_all_background	pass
explicit_dijet_mass_plane_blind	ggf_hh4b	4893	47351	0.7270603152843381	0.7790148837937506	0.5673068684073739	0.2819759338786803	0.6512808130170946	0.6510446291145081	train_only_oof_mode_versus_all_background	pass
explicit_dijet_mass_plane_blind	vbf_hh4b	5082	47351	0.7363907523631702	0.7876237842817218	0.602694563517943	0.3346645331052513	0.6607691720900959	0.6611459116161527	train_only_oof_mode_versus_all_background	pass
