sample,n_files,n_events,frac_any_fatjet,frac_fat_pt200_eta25,frac_fat_pt300_eta25,frac_fat_pt300_btag,frac_fat_pt300_boostedtag,mean_n_fatjets,median_leading_fat_pt,median_leading_fat_mass
ggF_HH4b_SMnorm,10,10000,0.1632,0.1605,0.067,0.0,0.0,0.2539,273.7154541015625,58.103763580322266
VBF_HH4b_SMnorm,10,10000,0.1893,0.1819,0.0692,0.0,0.0,0.2915,272.4197998046875,59.40224838256836
ttbar_200k,20,200000,0.14345,0.14154,0.04028,0.0,0.0,0.20201,253.15140533447266,77.95520782470703
Zbbbb_100k,10,100000,0.0321,0.03195,0.00642,0.0,0.0,0.04408,241.6722869873047,49.624088287353516
qcd_iht100to200,1,20000,0.0,0.0,0.0,0.0,0.0,0.0,,
qcd_iht200to400,21,220000,0.016654545454545453,0.016604545454545455,0.00022272727272727272,0.0,0.0,0.017295454545454544,216.06478881835938,58.55591583251953
qcd_iht400to600,11,120000,0.4726166666666667,0.470125,0.034508333333333335,0.0,0.0,0.57885,232.32102966308594,52.2647590637207
qcd_iht600plus,1,20000,0.9544,0.9522,0.5238,0.0,0.0,1.7009,308.57415771484375,55.19032287597656
