source_fold	sources	resolved_rows	rhh_min	rhh_q01	rhh_q05	rhh_median	rhh_q95	rhh_q99	rhh_max
0	88	206236	0.017831239483490403	2.7608507504843773	6.516828376373673	32.62103787178904	175.11320785631347	467.59868139806173	2473.4467537788482
1	88	209833	0.04593443886154023	2.803458897338019	6.658705382218628	33.48440885973435	228.40250064961617	674.8368324484472	2742.49995371934
2	89	211149	0.04171022867203473	2.8263536736504444	6.768619395446825	33.376932449244855	152.66308252188196	351.3273015087105	1636.9960129583117
3	89	208797	0.057486056303936564	2.8415625202572206	6.65415002381894	33.128791965275575	172.45311257389216	429.12157532854343	2465.5265282807254
4	87	206382	0.028138357639294342	2.736750520559007	6.587443566016521	32.53244888935174	137.01652784645285	290.48967409700344	1512.4120219629112
