scenario	scenario_description	projection_class	signal_mode	stage	development_generated_events	development_selected_events	efficiency_vs_generated	combined_event_weight	expected_signal_yield	produced_hh_to_4b_before_acceptance	signal_modes_combined	sealed_test_accessed	background_included	significance_authorized
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	candidate_denominator	97000	5938	0.061216494845360826	0.014848328972140204	88.16937743656854	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	four_candidate_jets_pt40	97000	3015	0.031082474226804123	0.014848328972140204	44.767711851002716	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	four_candidate_jets_abs_eta24	97000	2932	0.03022680412371134	0.014848328972140204	43.53530054631508	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	analysis_region_rhh55	97000	2417	0.024917525773195875	0.014848328972140204	35.88841112566288	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	signal_region_rhh30	97000	1767	0.018216494845360826	0.014848328972140204	26.23699729377174	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	control_region_rhh30_55	97000	650	0.006701030927835051	0.014848328972140204	9.651413831891134	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	signal_region_low_mhh	97000	1456	0.015010309278350516	0.014848328972140204	21.619166983436138	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	signal_region_high_mhh	97000	311	0.003206185567010309	0.014848328972140204	4.617830310335604	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	control_region_low_mhh	97000	503	0.005185567010309278	0.014848328972140204	7.468709472986522	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	ggf_hh4b	control_region_high_mhh	97000	147	0.0015154639175257731	0.014848328972140204	2.1827043589046102	1440.2879102975999	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	candidate_denominator	100000	6283	0.06283	0.0007896541126655999	4.9613967898779645	78.96541126656	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	four_candidate_jets_pt40	100000	3491	0.03491	0.0007896541126655999	2.756682507315609	78.96541126656	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	four_candidate_jets_abs_eta24	100000	3336	0.03336	0.0007896541126655999	2.634286119852441	78.96541126656	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	analysis_region_rhh55	100000	2660	0.0266	0.0007896541126655999	2.1004799396904956	78.96541126656	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	signal_region_rhh30	100000	1855	0.01855	0.0007896541126655999	1.464808378994688	78.96541126656	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	control_region_rhh30_55	100000	805	0.00805	0.0007896541126655999	0.635671560695808	78.96541126656	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	signal_region_low_mhh	100000	954	0.00954	0.0007896541126655999	0.7533300234829823	78.96541126656	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	signal_region_high_mhh	100000	901	0.00901	0.0007896541126655999	0.7114783555117056	78.96541126656	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	control_region_low_mhh	100000	411	0.00411	0.0007896541126655999	0.32454784030556155	78.96541126656	False	False	False	False
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	vbf_hh4b	control_region_high_mhh	100000	394	0.00394	0.0007896541126655999	0.3111237203902464	78.96541126656	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	candidate_denominator	97000	5938	0.061216494845360826	0.022247771070548452	132.1072646169167	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	four_candidate_jets_pt40	97000	3015	0.031082474226804123	0.022247771070548452	67.07702977770359	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	four_candidate_jets_abs_eta24	97000	2932	0.03022680412371134	0.022247771070548452	65.23046477884806	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	analysis_region_rhh55	97000	2417	0.024917525773195875	0.022247771070548452	53.77286267751561	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	signal_region_rhh30	97000	1767	0.018216494845360826	0.022247771070548452	39.31181148165911	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	control_region_rhh30_55	97000	650	0.006701030927835051	0.022247771070548452	14.461051195856493	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	signal_region_low_mhh	97000	1456	0.015010309278350516	0.022247771070548452	32.392754678718546	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	signal_region_high_mhh	97000	311	0.003206185567010309	0.022247771070548452	6.919056802940569	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	control_region_low_mhh	97000	503	0.005185567010309278	0.022247771070548452	11.190628848485872	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	control_region_high_mhh	97000	147	0.0015154639175257731	0.022247771070548452	3.2704223473706224	2158.0337938432	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	candidate_denominator	100000	6283	0.06283	0.0011837519110144	7.437513256903475	118.37519110144001	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	four_candidate_jets_pt40	100000	3491	0.03491	0.0011837519110144	4.132477921351271	118.37519110144001	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	four_candidate_jets_abs_eta24	100000	3336	0.03336	0.0011837519110144	3.9489963751440387	118.37519110144001	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	analysis_region_rhh55	100000	2660	0.0266	0.0011837519110144	3.148780083298304	118.37519110144001	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	signal_region_rhh30	100000	1855	0.01855	0.0011837519110144	2.195859794931712	118.37519110144001	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	control_region_rhh30_55	100000	805	0.00805	0.0011837519110144	0.952920288366592	118.37519110144001	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	signal_region_low_mhh	100000	954	0.00954	0.0011837519110144	1.1292993231077375	118.37519110144001	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	signal_region_high_mhh	100000	901	0.00901	0.0011837519110144	1.0665604718239745	118.37519110144001	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	control_region_low_mhh	100000	411	0.00411	0.0011837519110144	0.4865220354269184	118.37519110144001	False	False	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	control_region_high_mhh	100000	394	0.00394	0.0011837519110144	0.46639825293967363	118.37519110144001	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	candidate_denominator	97000	5938	0.061216494845360826	0.035256467662911344	209.35290498236756	3419.8773633024	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	four_candidate_jets_pt40	97000	3015	0.031082474226804123	0.035256467662911344	106.2982500036777	3419.8773633024	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	four_candidate_jets_abs_eta24	97000	2932	0.03022680412371134	0.035256467662911344	103.37196318765606	3419.8773633024	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	analysis_region_rhh55	97000	2417	0.024917525773195875	0.035256467662911344	85.21488234125671	3419.8773633024	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	signal_region_rhh30	97000	1767	0.018216494845360826	0.035256467662911344	62.298178360364346	3419.8773633024	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	control_region_rhh30_55	97000	650	0.006701030927835051	0.035256467662911344	22.916703980892372	3419.8773633024	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	signal_region_low_mhh	97000	1456	0.015010309278350516	0.035256467662911344	51.33341691719892	3419.8773633024	False	False	False	False
