sample_class	process_or_mode	campaign	equivalent_campaigns	selection_rule	representative_locator	expected_bundle_size_bytes	bundle_sha256	lhe_member_name	lhe_member_size_bytes	manifest_generated_events	run_card_nevents_values	run_card_event_norm_values	candidate_parquet_access_authorized	root_access_authorized	lhe_weight_access_authorized_for_this_canary	normalization_denominator_authorized	status
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	vbf_hh4b_sm_pilot10k_20260722_v1,vbf_hh4b_sm_scaleout90k_20260722_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/vbf_hh4b_sm_scaleout90k_20260722_v1/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_bundle.tar.gz	879313063	b6258e0bcb2c4e830ae3fa7efb5ba4c19c4c7f2c442c3b0264bb3489f3af44b9	./source/unweighted_events.lhe.gz	11199934	90000	10000	average	False	False	True	False	selected_for_controlled_lhe_weight_canary
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	unified_background_5m_wavea_pilots_20260720_retry1,unified_background_5m_wavea_proven111_20260720_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	903935916	c9611d9455292527e1c8ca64d1161cfd04171038d79e109e65e38837ad87c901	./source/unweighted_events.lhe.gz	10805111	10000	10000	average	False	False	True	False	selected_for_controlled_lhe_weight_canary
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	unified_background_5m_wavea_pilots_20260720_retry1,unified_background_5m_wavea_proven111_20260720_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	858006894	9606f29b52c098c1a8665bb8d6c73e21eb32a8343c406d26d31017de0a77e806	./source/unweighted_events.lhe.gz	11725729	140000	10000	average	False	False	True	False	selected_for_controlled_lhe_weight_canary
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	unified_background_5m_single_top_pilot50k_20260722_v1,unified_background_5m_single_top_scaleout280k_20260722_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_bundle.tar.gz	790733540	a99b2c1ed553606788ae500317345203c01495e35459eb8ccf158f22fafc6a9d	./source/unweighted_events.lhe.gz	10466939	70000	10000	average	False	False	True	False	selected_for_controlled_lhe_weight_canary
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	unified_background_5m_waveb_priority_pilots10k_20260721_v1,unified_background_5m_waveb_priority_scale400k_20260721_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_bundle.tar.gz	1012172139	d6fbec626026a7c7f1e22f9a1149e8cc0147382c30d33a3cf0a3cefd854daa1f	./source/unweighted_events.lhe.gz	12434977	10000	10000	average	False	False	True	False	selected_for_controlled_lhe_weight_canary
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	final_background_triboson_zbb_pilot10k_20260722_v1,final_background_triboson_zbb_scaleout40k_20260722_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	472106981	975fe361b082fb12ebc655daa6b5b737da3a30c65e7cd565cd0674e7f4d8bc42	./source/unweighted_events.lhe.gz	51050437	20800	46800	average	False	False	True	False	selected_for_controlled_lhe_weight_canary
