sample_class	process_or_mode	campaign	equivalent_campaigns	selection_rule	representative_locator	expected_bundle_size_bytes	bundle_sha256	lhe_member_name	lhe_member_size_bytes	manifest_generated_events	run_card_nevents_values	run_card_event_norm_values	candidate_parquet_access_authorized	root_access_authorized	lhe_weight_access_authorized_for_this_canary	normalization_denominator_authorized	status	lhe_event_count	idwtup_values	positive_weight_events	negative_weight_events	zero_weight_events	sum_lhe_nominal_weights	sum_squared_lhe_nominal_weights	minimum_lhe_nominal_weight	maximum_lhe_nominal_weight	first_lhe_nominal_weights	recorded_distinct_lhe_nominal_weights	weight_classification	ngen_denominator_candidate_supported_by_canary	ordinal	remote_uri	observed_bundle_size_bytes	observed_bundle_sha256	root_files_opened	parquet_files_opened	candidate_files_opened	validation_candidate_files_opened	evaluation_candidate_files_opened	lhe_members_opened
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	vbf_hh4b_sm_pilot10k_20260722_v1,vbf_hh4b_sm_scaleout90k_20260722_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/vbf_hh4b_sm_scaleout90k_20260722_v1/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_bundle.tar.gz	879313063	b6258e0bcb2c4e830ae3fa7efb5ba4c19c4c7f2c442c3b0264bb3489f3af44b9	./source/unweighted_events.lhe.gz	11199934	90000	10000	average	False	False	True	False	canary_lhe_weight_audit_complete	10000	1	10000	0	0	14.278318999996685	0.020387039346575028	0.0014278318999999999	0.0014278318999999999	0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999,0.0014278318999999999	0.0014278318999999999	uniform_positive	True	1	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/vbf_hh4b_sm_scaleout90k_20260722_v1/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_bundle.tar.gz	879313063	b6258e0bcb2c4e830ae3fa7efb5ba4c19c4c7f2c442c3b0264bb3489f3af44b9	0	0	0	0	0	1
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	unified_background_5m_wavea_pilots_20260720_retry1,unified_background_5m_wavea_proven111_20260720_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	903935916	c9611d9455292527e1c8ca64d1161cfd04171038d79e109e65e38837ad87c901	./source/unweighted_events.lhe.gz	10805111	10000	10000	average	False	False	True	False	canary_lhe_weight_audit_complete	10000	1	10000	0	0	5125641.4000001885	2627219976.1391606	512.56413999999995	512.56413999999995	512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995,512.56413999999995	512.56413999999995	uniform_positive	True	2	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	903935916	c9611d9455292527e1c8ca64d1161cfd04171038d79e109e65e38837ad87c901	0	0	0	0	0	1
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	unified_background_5m_wavea_pilots_20260720_retry1,unified_background_5m_wavea_proven111_20260720_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	858006894	9606f29b52c098c1a8665bb8d6c73e21eb32a8343c406d26d31017de0a77e806	./source/unweighted_events.lhe.gz	11725729	140000	10000	average	False	False	True	False	canary_lhe_weight_audit_complete	10000	1	10000	0	0	3474596.8999995743	1207282361.7490304	347.45969000000002	347.45969000000002	347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002,347.45969000000002	347.45969000000002	uniform_positive	True	3	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	858006894	9606f29b52c098c1a8665bb8d6c73e21eb32a8343c406d26d31017de0a77e806	0	0	0	0	0	1
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	unified_background_5m_single_top_pilot50k_20260722_v1,unified_background_5m_single_top_scaleout280k_20260722_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_bundle.tar.gz	790733540	a99b2c1ed553606788ae500317345203c01495e35459eb8ccf158f22fafc6a9d	./source/unweighted_events.lhe.gz	10466939	70000	10000	average	False	False	True	False	canary_lhe_weight_audit_complete	10000	1	10000	0	0	1006430.0000001553	101290134.48998636	100.643	100.643	100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643,100.643	100.643	uniform_positive	True	4	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_bundle.tar.gz	790733540	a99b2c1ed553606788ae500317345203c01495e35459eb8ccf158f22fafc6a9d	0	0	0	0	0	1
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	unified_background_5m_waveb_priority_pilots10k_20260721_v1,unified_background_5m_waveb_priority_scale400k_20260721_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_bundle.tar.gz	1012172139	d6fbec626026a7c7f1e22f9a1149e8cc0147382c30d33a3cf0a3cefd854daa1f	./source/unweighted_events.lhe.gz	12434977	10000	10000	average	False	False	True	False	canary_lhe_weight_audit_complete	10000	1	10000	0	0	3309.1299999992243	1095.0341356897959	0.33091300000000001	0.33091300000000001	0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001,0.33091300000000001	0.33091300000000001	uniform_positive	True	5	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_bundle.tar.gz	1012172139	d6fbec626026a7c7f1e22f9a1149e8cc0147382c30d33a3cf0a3cefd854daa1f	0	0	0	0	0	1
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	final_background_triboson_zbb_pilot10k_20260722_v1,final_background_triboson_zbb_scaleout40k_20260722_v1	smallest_frozen_representative_bundle_with_one_lhe_member	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	472106981	975fe361b082fb12ebc655daa6b5b737da3a30c65e7cd565cd0674e7f4d8bc42	./source/unweighted_events.lhe.gz	51050437	20800	46800	average	False	False	True	False	canary_lhe_weight_audit_complete	46800	1	46723	77	0	4466.6412329626501	429.12041741149011	-0.095756147	0.095756147	0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147,0.095756147	-0.095756147,0.095756147	signed_uniform_magnitude	False	6	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	472106981	975fe361b082fb12ebc655daa6b5b737da3a30c65e7cd565cd0674e7f4d8bc42	0	0	0	0	0	1
