selection_id	scope	source_uid	sample_class	source_fold	total_rows	selected_rows	negative_weight_rows	selected_negative_weight_rows	total_signed_yield	selected_signed_yield	total_sumw2	selected_sumw2
historical_rhh125125_lt34	exact3tag	a7a44bc5e84733c1949c5e92::background::440::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	background	0	399	206	0	0	45062.33592339508	23265.266165963378	5089258.443290483	2627536.940646214
historical_rhh125125_lt34	exact3tag	ad1cd5b1aa0b24960ff445e9::background::387::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard015_10k_bundle.tar.gz	background	0	378	211	0	0	42675.6245600822	23821.578788828956	4818013.046542568	2689419.9810065655
historical_rhh125125_lt34	exact3tag	adb5eeceb09003f32bef5477::signal::10::ggf_shard_010	signal	0	196	116	0	0	2.8255075340944176	1.67223915283139	0.040732106251144456	0.024106756760881413
historical_rhh125125_lt34	exact3tag	af189691cdccac9145560830::signal::58::ggf_shard_058	signal	0	176	105	0	0	2.5444209386595227	1.517978400904829	0.03678453359709663	0.02194531833917697
historical_rhh125125_lt34	exact3tag	af33534011b01672fe8f2b5c::background::100::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1126_seed1211126_bundle.tar.gz	background	0	2	0	0	0	1415049.9246364282	0.0	1001183144606.7806	0.0
historical_rhh125125_lt34	exact3tag	bfc9c74d68ae59f0b2f11071::background::489::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_bundle.tar.gz	background	0	2586	1199	0	0	759.4494393973454	352.11905562158427	223.03304369719336	103.4093655811813
historical_rhh125125_lt34	exact3tag	bfe3673040e4fac0332b46cb::signal::70::ggf_shard_070	signal	0	176	100	0	0	2.5460559060739656	1.4466226739056627	0.03683182202758024	0.020927171606579684
historical_rhh125125_lt34	exact3tag	c1d20591c2e9ebe1f88a03fa::background::485::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_bundle.tar.gz	background	0	2979	1254	0	0	103.99303954913064	43.77551916569648	3.63026259639713	1.5281467928439074
historical_rhh125125_lt34	exact3tag	c3243743a4a6a550a9c5c805::background::12::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggh_hbb_scaleout90k_20260722_v1/ggh_hbb_run2_frozen_v2_train_shard9708_10k_bundle.tar.gz	background	0	41	14	0	0	2753.3209837520876	940.1583846958348	184896.98633096492	63135.55630813437
historical_rhh125125_lt34	exact3tag	cad7d87f15a91605dc239aa7::background::144::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin06_pthat700to1000_shard1181_seed1261181_bundle.tar.gz	background	0	42	7	0	0	14026.460271630955	2337.743378605159	4684323.517896227	780720.5863160378
