row,event_id,split,ww_mode,n_jets,target_pos_0,target_pos_1
1833,4071,1,0,4,0,2
1834,4074,0,3,2,0,1
1835,4076,1,0,4,1,3
1836,4078,0,1,6,1,5
1837,4081,1,1,5,1,2
1838,4082,0,1,5,0,2
1839,4084,0,1,6,3,2
1840,4087,0,1,10,0,8
1841,4088,0,0,4,0,3
1842,4093,0,1,6,1,0
1843,4098,0,0,6,0,1
1844,4101,1,3,5,2,3
1845,4102,0,0,4,0,2
1846,4104,0,0,5,3,4
1847,4106,1,1,6,2,5
1848,4108,0,3,6,1,0
1849,4111,1,1,2,0,1
1850,4113,0,0,4,1,2
1851,4116,1,1,7,2,4
1852,4117,0,1,4,0,2
1853,4118,0,0,5,0,2
1854,4123,0,0,5,0,1
1855,4124,0,1,4,1,3
1856,4126,1,1,6,0,1
1857,4127,0,1,7,1,3
1858,4131,1,0,3,0,2
1859,4133,0,1,6,0,3
1860,4142,0,1,6,0,2
1861,4143,0,0,5,2,4
1862,4146,1,4,8,1,5
1863,4147,0,0,5,0,1
1864,4148,0,0,3,0,1
1865,4149,0,1,5,1,2
1866,4152,0,1,5,0,4
1867,4153,0,1,6,0,1
1868,4154,0,0,6,2,3
1869,4157,0,1,9,1,8
1870,4158,0,1,5,4,3
1871,4159,0,1,6,0,4
1872,4162,0,0,4,1,2
1873,4163,0,1,9,3,5
1874,4164,0,0,8,2,1
1875,4167,0,1,4,2,1
1876,4169,0,5,5,0,2
1877,4171,1,1,5,0,1
1878,4172,0,2,3,1,2
1879,4174,0,0,5,1,2
1880,4176,1,1,8,0,2
1881,4178,0,2,5,1,0
1882,4181,1,0,5,0,3
1883,4183,0,1,8,4,3
1884,4184,0,1,9,0,4
1885,4187,0,4,4,1,0
1886,4188,0,0,9,3,7
1887,4189,0,0,6,5,4
1888,4191,1,1,7,0,4
1889,4192,0,1,9,2,4
1890,4193,0,0,6,2,5
1891,4194,0,1,7,5,3
1892,4196,1,1,8,4,3
1893,4198,0,1,3,1,2
1894,4199,0,0,4,0,2
1895,4201,1,1,4,0,1
1896,4203,0,0,3,1,0
1897,4206,1,1,8,0,4
1898,4207,0,0,5,1,2
1899,4208,0,0,7,3,2
1900,4212,0,0,5,2,3
1901,4216,1,4,4,0,3
1902,4222,0,0,9,4,8
1903,4227,0,0,7,0,5
1904,4228,0,1,7,1,4
1905,4229,0,1,5,1,2
1906,4231,1,1,5,3,4
1907,4232,0,0,5,3,4
1908,4233,0,1,5,0,3
1909,4234,0,1,3,0,1
1910,4236,1,1,5,0,1
1911,4237,0,1,5,0,1
1912,4238,0,1,8,4,6
1913,4242,0,1,8,1,2
1914,4248,0,3,5,2,4
1915,4249,0,1,9,1,5
1916,4254,0,4,4,1,2
1917,4256,1,1,8,3,4
1918,4257,0,1,4,0,2
1919,4258,0,1,6,2,5
1920,4261,1,4,7,1,3
1921,4267,0,1,3,0,1
1922,4268,0,1,7,0,2
1923,4274,0,3,8,3,4
1924,4276,1,1,6,1,2
1925,4278,0,1,4,0,1
1926,4279,0,0,5,2,3
1927,4281,1,0,7,2,4
1928,4282,0,2,3,1,0
1929,4284,0,1,4,2,3
1930,4287,0,1,3,0,1
1931,4288,0,0,4,0,1
1932,4293,0,1,5,0,3
1933,4298,0,1,8,2,5
1934,4302,0,1,4,0,1
1935,4304,0,1,4,1,3
1936,4306,1,0,5,0,4
1937,4308,0,1,7,3,2
1938,4309,0,0,5,1,3
1939,4311,1,1,6,1,5
1940,4312,0,1,6,2,4
1941,4313,0,0,2,1,0
1942,4316,1,3,7,2,3
1943,4317,0,0,3,0,1
1944,4318,0,1,5,0,1
1945,4321,1,3,5,0,3
1946,4322,0,0,3,0,1
1947,4323,0,5,5,1,2
1948,4324,0,1,5,2,0
1949,4326,1,1,9,0,2
1950,4328,0,1,7,1,2
1951,4329,0,1,6,2,3
1952,4332,0,0,9,3,5
1953,4333,0,2,4,0,1
1954,4337,0,4,6,3,4
1955,4338,0,1,6,1,3
1956,4341,1,0,7,2,3
1957,4343,0,0,7,3,6
1958,4344,0,0,4,0,1
1959,4346,1,1,7,1,2
1960,4347,0,1,4,1,2
1961,4351,1,0,5,0,4
1962,4352,0,3,5,1,2
1963,4356,1,1,3,1,2
1964,4358,0,0,2,0,1
1965,4359,0,3,4,0,2
1966,4364,0,3,5,0,2
1967,4366,1,1,9,1,7
1968,4367,0,0,8,1,2
1969,4372,0,2,5,2,3
1970,4373,0,1,7,2,4
1971,4374,0,1,6,0,2
1972,4376,1,1,6,0,1
1973,4378,0,2,4,0,2
1974,4381,1,1,5,0,4
1975,4382,0,1,7,2,3
1976,4383,0,1,7,2,3
1977,4384,0,1,7,0,2
1978,4387,0,0,6,2,5
1979,4388,0,0,5,0,1
1980,4392,0,0,2,0,1
1981,4394,0,1,9,0,6
1982,4397,0,0,6,0,2
1983,4398,0,0,4,1,2
1984,4399,0,1,5,1,3
1985,4401,1,0,5,0,2
1986,4402,0,1,8,1,7
1987,4403,0,1,6,1,4
1988,4404,0,0,6,0,3
1989,4408,0,1,6,5,3
1990,4409,0,1,8,4,3
1991,4411,1,1,8,1,6
1992,4413,0,3,4,0,1
1993,4416,1,1,8,0,1
1994,4417,0,1,4,0,1
1995,4418,0,3,8,2,6
1996,4421,1,1,8,1,3
1997,4422,0,1,7,0,2
1998,4423,0,3,8,1,2
1999,4426,1,3,5,2,3
2000,4428,0,0,4,1,3
2001,4429,0,4,3,1,2
2002,4431,1,1,7,0,4
2003,4434,0,1,5,2,1
2004,4438,0,1,4,0,3
2005,4439,0,1,7,3,6
2006,4441,1,1,5,1,2
2007,4442,0,2,4,0,2
2008,4443,0,1,4,1,3
2009,4447,0,1,6,0,4
2010,4449,0,1,5,0,2
2011,4452,0,1,5,0,2
2012,4453,0,1,6,1,3
2013,4454,0,1,7,3,5
2014,4457,0,0,7,0,3
2015,4458,0,3,4,0,1
2016,4461,1,0,7,2,4
2017,4462,0,1,6,0,2
2018,4463,0,0,6,0,5
2019,4464,0,1,8,1,2
2020,4466,1,3,5,1,2
2021,4467,0,0,4,2,3
2022,4468,0,0,6,2,3
2023,4476,1,1,5,0,2
2024,4477,0,1,4,1,3
2025,4481,1,1,10,2,4
2026,4482,0,0,5,1,3
2027,4483,0,1,6,0,2
2028,4484,0,2,6,1,2
2029,4486,1,3,3,1,2
2030,4487,0,2,6,1,3
2031,4488,0,1,6,1,2
2032,4491,1,4,4,0,3
2033,4492,0,1,5,0,3
2034,4493,0,0,8,2,1
2035,4494,0,2,6,1,3
2036,4497,0,0,7,1,2
2037,4498,0,4,4,1,2
2038,4499,0,1,5,0,3
2039,4502,0,1,7,1,3
2040,4507,0,1,4,0,2
2041,4508,0,0,3,1,2
2042,4511,1,2,6,1,4
2043,4516,1,1,7,3,4
2044,4519,0,0,9,1,0
2045,4523,0,0,4,0,1
2046,4526,1,0,7,4,5
2047,4529,0,0,6,2,5
2048,4532,0,3,3,0,2
2049,4534,0,0,6,1,4
2050,4536,1,4,4,1,2
2051,4541,1,1,8,2,5
2052,4544,0,2,8,5,7
2053,4548,0,3,6,2,4
2054,4549,0,1,5,0,1
2055,4551,1,0,7,2,5
2056,4554,0,1,7,2,4
2057,4557,0,0,3,1,2
2058,4562,0,1,6,0,4
2059,4563,0,1,7,4,2
2060,4564,0,1,8,3,4
2061,4566,1,0,5,0,1
2062,4569,0,2,6,1,3
2063,4572,0,1,6,1,2
2064,4574,0,0,4,0,1
2065,4576,1,2,4,0,2
2066,4577,0,1,5,2,3
2067,4582,0,4,5,0,1
2068,4583,0,2,4,0,3
2069,4586,1,5,5,1,2
2070,4591,1,1,5,0,2
2071,4592,0,1,4,0,2
2072,4593,0,1,7,2,3
2073,4596,1,1,6,0,1
2074,4601,1,0,7,1,5
2075,4603,0,1,5,1,2
2076,4606,1,0,7,1,3
2077,4607,0,1,7,0,6
2078,4611,1,3,9,1,2
2079,4619,0,1,6,0,4
2080,4621,1,1,7,0,1
2081,4622,0,3,9,1,2
2082,4624,0,3,4,0,2
2083,4626,1,1,6,1,2
2084,4627,0,1,4,0,2
2085,4628,0,1,4,0,1
2086,4629,0,1,5,0,4
2087,4631,1,1,7,0,5
2088,4632,0,4,9,4,5
2089,4634,0,1,8,2,3
2090,4636,1,1,5,0,2
2091,4638,0,0,6,0,3
2092,4643,0,0,5,0,4
2093,4644,0,1,9,4,7
2094,4646,1,0,5,1,2
2095,4647,0,4,7,0,1
2096,4649,0,2,7,1,2
2097,4651,1,0,8,5,6
2098,4653,0,1,7,1,3
2099,4657,0,5,7,1,4
2100,4658,0,1,6,0,3
2101,4659,0,0,13,1,8
2102,4661,1,1,5,1,2
2103,4662,0,1,7,2,3
2104,4663,0,0,9,2,5
2105,4664,0,1,8,1,2
2106,4667,0,1,5,1,2
2107,4669,0,1,9,2,6
2108,4671,1,1,6,1,2
2109,4672,0,1,5,0,1
2110,4674,0,1,7,2,3
2111,4686,1,1,5,0,2
2112,4687,0,1,4,2,3
2113,4688,0,0,4,0,1
2114,4691,1,1,6,0,2
2115,4692,0,1,7,0,4
2116,4698,0,0,6,0,4
2117,4699,0,3,8,1,2
2118,4701,1,1,4,0,1
2119,4702,0,0,4,1,2
2120,4703,0,0,4,0,3
2121,4704,0,0,7,6,2
2122,4706,1,0,6,1,0
2123,4707,0,1,5,0,1
2124,4708,0,1,9,0,2
2125,4712,0,1,7,2,4
2126,4716,1,1,9,0,7
2127,4717,0,0,6,0,5
2128,4723,0,0,7,6,3
2129,4724,0,1,8,0,3
2130,4727,0,0,6,0,3
2131,4731,1,1,5,1,3
2132,4732,0,1,4,1,3
2133,4733,0,1,7,1,4
2134,4734,0,1,5,2,4
2135,4736,1,2,7,0,5
2136,4738,0,1,5,0,1
2137,4739,0,0,3,0,1
2138,4741,1,0,7,2,3
2139,4742,0,0,5,0,1
2140,4743,0,0,9,2,7
2141,4746,1,1,6,2,4
2142,4747,0,0,4,0,2
2143,4748,0,1,4,0,1
2144,4752,0,0,3,0,2
2145,4753,0,3,8,3,4
2146,4761,1,0,6,0,5
2147,4762,0,1,5,1,4
2148,4763,0,0,7,1,6
2149,4766,1,2,4,0,2
2150,4767,0,3,7,4,2
2151,4768,0,2,4,0,3
2152,4769,0,1,7,2,4
2153,4771,1,1,6,0,2
2154,4773,0,0,7,0,5
2155,4774,0,0,4,0,1
2156,4777,0,0,5,2,3
2157,4779,0,0,9,1,2
2158,4781,1,2,6,0,2
2159,4782,0,3,6,0,4
2160,4783,0,0,3,0,1
2161,4786,1,0,7,1,0
2162,4789,0,3,5,2,1
2163,4793,0,1,4,0,1
2164,4794,0,0,4,1,2
2165,4797,0,1,6,4,1
2166,4798,0,0,5,0,1
2167,4799,0,1,7,2,5
2168,4802,0,1,6,1,3
2169,4804,0,1,3,0,1
2170,4806,1,1,5,0,2
2171,4809,0,1,6,0,5
2172,4814,0,2,6,1,2
2173,4817,0,0,4,0,3
2174,4819,0,3,2,0,1
2175,4822,0,0,7,0,1
2176,4823,0,0,9,3,8
2177,4826,1,1,6,1,3
2178,4827,0,3,5,3,1
2179,4828,0,4,6,2,4
2180,4829,0,0,6,0,3
2181,4831,1,0,6,0,3
2182,4833,0,1,9,3,4
2183,4838,0,0,3,0,1
2184,4842,0,1,4,0,3
2185,4843,0,1,6,0,2
2186,4847,0,0,8,3,4
2187,4848,0,1,5,1,0
2188,4852,0,0,4,0,1
2189,4857,0,1,9,4,3
2190,4859,0,4,4,0,1
2191,4861,1,1,8,7,5
2192,4864,0,0,5,3,4
2193,4871,1,1,3,0,1
2194,4873,0,1,6,1,2
2195,4876,1,1,7,0,6
2196,4877,0,0,4,1,0
2197,4881,1,3,7,0,3
2198,4882,0,0,5,1,4
2199,4883,0,1,3,1,2
2200,4884,0,1,5,2,3
2201,4889,0,0,2,0,1
2202,4891,1,2,3,0,2
2203,4892,0,1,5,2,3
2204,4893,0,1,5,1,2
2205,4894,0,1,6,1,2
2206,4896,1,0,3,1,2
2207,4898,0,1,8,0,5
2208,4901,1,1,8,2,7
2209,4902,0,1,12,7,10
2210,4906,1,4,7,0,4
2211,4908,0,3,6,4,5
2212,4912,0,0,3,0,2
2213,4913,0,0,4,0,2
2214,4914,0,0,5,1,3
2215,4916,1,0,4,2,3
2216,4919,0,0,3,0,2
2217,4921,1,1,8,0,3
2218,4922,0,0,4,0,2
2219,4923,0,1,7,1,2
2220,4924,0,1,3,1,0
2221,4926,1,1,4,2,0
2222,4927,0,1,4,1,3
2223,4928,0,3,3,0,1
2224,4931,1,0,9,5,6
2225,4936,1,2,5,1,2
2226,4937,0,0,3,1,0
2227,4939,0,1,4,0,3
2228,4946,1,0,4,2,3
2229,4947,0,1,8,0,2
2230,4949,0,0,6,1,0
2231,4952,0,1,7,1,4
2232,4953,0,2,6,2,3
2233,4954,0,1,8,0,2
2234,4957,0,0,9,3,4
2235,4959,0,1,9,0,2
2236,4964,0,0,5,1,2
2237,4966,1,1,8,1,5
2238,4967,0,0,8,1,4
2239,4971,1,1,4,0,3
2240,4972,0,0,6,2,4
2241,4974,0,1,7,0,4
2242,4978,0,0,6,2,5
2243,4981,1,0,9,4,5
2244,4982,0,0,5,1,4
2245,4983,0,1,6,0,2
2246,4987,0,1,3,1,2
2247,4988,0,0,2,0,1
2248,4992,0,1,7,0,5
2249,4993,0,0,8,2,7
2250,4994,0,5,5,0,4
2251,4996,1,1,4,0,3
2252,4997,0,1,7,0,5
2253,4998,0,1,5,2,4
2254,4999,0,0,7,0,1
2255,5001,1,1,7,1,2
2256,5008,0,0,3,1,2
2257,5011,1,1,5,2,3
2258,5013,0,1,8,1,4
2259,5014,0,1,8,2,4
2260,5017,0,1,3,0,2
2261,5021,1,1,6,1,3
2262,5023,0,1,6,1,4
2263,5024,0,5,7,2,3
2264,5027,0,0,8,3,0
2265,5033,0,4,6,0,2
2266,5034,0,0,3,0,2
2267,5038,0,3,5,0,1
2268,5039,0,0,4,1,2
2269,5041,1,0,5,2,3
2270,5042,0,0,2,0,1
2271,5043,0,0,6,1,3
2272,5044,0,2,7,2,3
2273,5046,1,1,6,0,3
2274,5053,0,1,8,0,6
2275,5054,0,1,7,1,6
2276,5056,1,4,6,0,3
2277,5057,0,0,7,2,4
2278,5061,1,1,8,1,2
2279,5064,0,0,7,0,3
2280,5067,0,2,10,2,0
2281,5069,0,0,10,2,1
2282,5072,0,0,6,1,3
2283,5076,1,1,5,0,3
2284,5078,0,1,7,2,4
2285,5079,0,1,6,0,1
2286,5081,1,4,6,0,4
2287,5083,0,1,8,0,2
2288,5087,0,0,6,2,1
2289,5088,0,0,5,1,2
2290,5091,1,0,6,4,0
2291,5092,0,1,6,1,4
2292,5093,0,1,3,0,1
2293,5094,0,0,3,0,2
2294,5096,1,1,6,4,3
2295,5097,0,0,5,2,3
2296,5098,0,1,3,0,1
2297,5101,1,1,8,1,6
2298,5102,0,2,6,1,3
2299,5106,1,3,10,3,5
2300,5107,0,2,5,1,4
2301,5109,0,1,6,0,4
2302,5111,1,0,7,3,2
2303,5112,0,1,6,0,1
2304,5113,0,0,6,0,2
2305,5114,0,0,7,1,6
2306,5118,0,1,7,6,3
2307,5124,0,1,5,1,2
2308,5126,1,1,4,0,1
2309,5127,0,1,6,1,0
2310,5131,1,1,8,1,3
2311,5132,0,1,10,1,2
2312,5133,0,2,6,0,3
2313,5134,0,0,6,0,2
2314,5137,0,2,5,1,2
2315,5141,1,2,7,0,2
2316,5142,0,1,9,1,0
2317,5143,0,0,6,2,1
2318,5144,0,0,6,1,3
2319,5146,1,0,11,1,4
2320,5151,1,0,7,0,4
2321,5152,0,4,6,2,3
2322,5153,0,4,6,3,4
2323,5156,1,1,7,2,4
2324,5157,0,1,8,0,5
2325,5158,0,0,7,1,3
2326,5159,0,1,8,1,0
2327,5161,1,0,4,0,1
2328,5162,0,1,7,1,6
2329,5163,0,1,7,4,6
2330,5164,0,0,7,0,4
2331,5166,1,0,3,1,0
2332,5167,0,0,5,1,2
2333,5169,0,3,4,1,2
2334,5171,1,1,7,2,3
2335,5172,0,3,7,1,4
2336,5173,0,1,10,3,2
2337,5178,0,3,8,1,3
2338,5179,0,1,7,0,5
2339,5183,0,5,5,2,1
2340,5184,0,0,3,0,2
2341,5187,0,0,5,2,3
2342,5188,0,1,6,0,5
2343,5189,0,1,9,5,3
2344,5192,0,1,6,1,5
2345,5194,0,1,7,1,3
2346,5196,1,3,3,0,1
2347,5197,0,2,8,4,3
2348,5201,1,1,8,0,2
2349,5203,0,0,4,1,2
2350,5204,0,1,6,1,2
2351,5207,0,1,5,1,2
2352,5208,0,1,7,3,4
2353,5212,0,1,10,6,8
2354,5216,1,0,6,2,4
2355,5218,0,1,6,1,4
2356,5222,0,4,6,0,3
2357,5223,0,0,6,1,4
2358,5227,0,0,7,2,4
2359,5229,0,2,6,0,2
2360,5231,1,0,7,3,4
2361,5233,0,4,2,0,1
2362,5236,1,1,6,3,4
2363,5237,0,1,4,1,2
2364,5238,0,1,4,0,2
2365,5241,1,4,3,0,2
2366,5242,0,0,5,0,1
2367,5243,0,1,10,2,3
2368,5244,0,1,6,4,3
2369,5246,1,1,4,1,2
2370,5247,0,0,5,1,2
2371,5248,0,1,7,1,3
2372,5249,0,1,5,1,4
2373,5252,0,0,4,1,3
2374,5254,0,1,8,1,3
2375,5257,0,0,5,1,2
2376,5258,0,1,5,0,2
2377,5263,0,0,5,1,4
2378,5266,1,1,3,0,2
2379,5268,0,2,5,0,2
2380,5269,0,4,8,0,5
2381,5273,0,2,5,0,4
2382,5274,0,0,8,3,4
2383,5277,0,1,9,4,5
2384,5278,0,1,8,1,3
2385,5283,0,0,7,2,4
2386,5286,1,1,6,2,4
2387,5291,1,0,4,0,2
2388,5294,0,1,5,1,3
2389,5296,1,1,6,0,1
2390,5297,0,4,5,0,3
2391,5301,1,1,8,1,0
2392,5303,0,5,4,1,3
2393,5306,1,1,7,1,4
2394,5307,0,1,6,2,3
2395,5308,0,2,9,1,3
2396,5309,0,4,7,0,1
2397,5311,1,0,8,3,1
2398,5313,0,1,5,2,3
2399,5314,0,0,10,1,9
2400,5317,0,1,6,1,3
2401,5318,0,0,6,1,5
2402,5321,1,0,6,0,3
2403,5322,0,1,5,1,2
2404,5323,0,0,6,1,2
2405,5326,1,0,5,1,3
2406,5327,0,1,5,1,2
2407,5329,0,1,6,1,5
2408,5331,1,1,7,1,6
2409,5332,0,0,7,0,2
2410,5333,0,1,5,0,2
2411,5334,0,1,6,0,5
2412,5336,1,0,4,0,2
2413,5341,1,2,5,2,1
2414,5342,0,1,3,0,1
2415,5343,0,1,8,0,3
2416,5344,0,1,4,1,2
2417,5348,0,0,6,1,4
2418,5349,0,0,7,1,5
2419,5352,0,0,6,1,3
2420,5354,0,1,6,1,2
2421,5357,0,1,7,0,6
2422,5358,0,0,3,0,1
2423,5361,1,3,7,3,2
2424,5362,0,1,5,2,3
2425,5364,0,4,6,0,1
2426,5367,0,1,6,2,3
2427,5368,0,0,6,3,2
2428,5369,0,1,6,0,5
2429,5371,1,0,8,1,2
2430,5373,0,0,5,3,2
2431,5374,0,1,7,0,2
2432,5379,0,1,10,2,3
2433,5383,0,1,4,1,3
2434,5389,0,0,7,1,4
2435,5391,1,1,5,0,1
2436,5392,0,0,8,2,3
2437,5393,0,0,4,0,2
2438,5396,1,4,4,1,0
2439,5399,0,1,6,1,3
2440,5401,1,0,6,0,3
2441,5402,0,1,8,1,2
2442,5403,0,0,6,2,0
2443,5409,0,1,6,2,5
2444,5411,1,0,5,1,2
2445,5412,0,1,3,0,1
2446,5416,1,2,6,1,3
2447,5417,0,0,5,0,2
2448,5418,0,1,6,2,3
2449,5423,0,0,5,2,4
2450,5424,0,1,7,1,2
2451,5427,0,2,9,1,7
2452,5428,0,0,4,0,3
2453,5429,0,2,4,0,2
2454,5433,0,0,5,2,4
2455,5434,0,0,7,1,0
2456,5436,1,1,6,1,3
2457,5437,0,2,6,0,2
2458,5442,0,1,5,1,2
2459,5446,1,1,8,0,2
2460,5447,0,0,4,2,3
2461,5448,0,5,6,2,1
2462,5451,1,0,3,0,1
2463,5452,0,1,4,0,3
2464,5453,0,0,6,1,2
2465,5458,0,1,5,0,2
2466,5461,1,1,4,0,3
2467,5463,0,1,6,0,2
2468,5464,0,1,8,1,3
2469,5466,1,1,10,5,6
2470,5468,0,1,6,0,4
2471,5469,0,0,2,0,1
2472,5471,1,0,4,1,2
2473,5474,0,2,6,2,3
2474,5477,0,1,5,1,3
2475,5479,0,1,10,1,0
2476,5481,1,0,7,0,1
2477,5483,0,0,5,1,0
2478,5484,0,0,4,1,2
2479,5488,0,0,4,2,0
2480,5489,0,0,6,1,2
2481,5491,1,3,5,1,2
2482,5492,0,0,8,0,2
2483,5497,0,4,8,0,1
2484,5498,0,1,6,2,5
2485,5503,0,0,5,0,2
2486,5504,0,1,5,1,3
2487,5506,1,5,4,0,3
2488,5507,0,0,9,1,6
2489,5509,0,1,12,0,8
2490,5511,1,0,9,5,6
2491,5512,0,3,7,2,3
2492,5516,1,0,9,1,7
2493,5518,0,1,7,0,5
2494,5521,1,0,5,0,1
2495,5523,0,1,5,1,3
2496,5532,0,3,4,0,1
2497,5536,1,1,4,0,2
2498,5539,0,1,6,3,5
2499,5541,1,0,8,1,7
2500,5542,0,3,5,0,4
2501,5548,0,1,5,1,3
2502,5549,0,2,4,1,0
2503,5554,0,3,9,2,6
2504,5556,1,1,7,1,6
2505,5557,0,0,2,0,1
2506,5558,0,1,3,0,1
2507,5559,0,0,8,3,1
2508,5561,1,1,4,0,3
2509,5563,0,1,6,2,4
2510,5564,0,0,4,0,2
2511,5566,1,1,7,2,3
2512,5571,1,0,6,3,1
2513,5574,0,2,10,1,5
2514,5576,1,0,6,0,1
2515,5577,0,1,7,0,3
2516,5581,1,0,9,3,4
2517,5582,0,0,6,0,4
2518,5584,0,0,6,1,2
2519,5588,0,1,6,0,4
2520,5592,0,1,4,2,3
2521,5593,0,1,5,1,3
2522,5594,0,0,6,3,0
2523,5596,1,2,8,2,4
2524,5598,0,5,3,0,1
2525,5601,1,1,8,1,4
2526,5604,0,0,12,3,5
2527,5606,1,4,4,0,1
2528,5607,0,3,6,2,4
2529,5608,0,0,8,1,2
2530,5609,0,4,4,1,2
2531,5612,0,4,8,2,4
2532,5614,0,3,10,4,5
2533,5616,1,3,3,0,2
2534,5617,0,1,8,0,3
2535,5621,1,3,7,0,2
2536,5622,0,1,4,0,3
2537,5626,1,1,3,0,1
2538,5627,0,1,8,1,7
2539,5628,0,1,7,2,1
2540,5629,0,1,6,0,2
2541,5631,1,1,4,0,3
2542,5632,0,1,5,2,3
2543,5636,1,1,6,1,2
2544,5637,0,1,5,0,4
2545,5642,0,1,6,0,2
2546,5643,0,2,6,0,1
2547,5644,0,0,3,1,2
2548,5647,0,1,7,1,3
2549,5648,0,3,10,5,6
2550,5649,0,2,9,4,0
2551,5651,1,1,5,0,3
2552,5652,0,0,7,1,3
2553,5656,1,0,5,1,4
2554,5657,0,0,3,2,1
2555,5658,0,1,6,2,3
2556,5661,1,1,3,0,2
2557,5666,1,0,9,1,7
2558,5668,0,0,9,2,3
2559,5671,1,2,6,1,2
2560,5678,0,1,6,2,4
2561,5679,0,3,7,3,5
2562,5681,1,1,6,2,3
2563,5682,0,1,5,0,4
2564,5684,0,0,6,0,1
2565,5686,1,1,7,0,4
2566,5691,1,2,4,2,3
2567,5697,0,1,8,3,5
2568,5698,0,4,8,1,3
2569,5702,0,4,6,0,1
2570,5704,0,0,7,2,6
2571,5706,1,1,6,2,4
2572,5708,0,1,5,2,3
2573,5709,0,1,5,2,4
2574,5712,0,0,6,3,5
2575,5713,0,1,7,0,2
2576,5714,0,3,6,0,2
2577,5719,0,2,8,2,1
2578,5722,0,4,6,0,5
2579,5726,1,1,7,3,4
2580,5728,0,1,7,3,5
2581,5729,0,1,2,0,1
2582,5731,1,0,6,1,3
2583,5732,0,2,3,0,2
2584,5736,1,1,7,1,6
2585,5738,0,0,5,0,2
2586,5741,1,1,4,0,1
2587,5742,0,1,4,0,2
2588,5743,0,1,5,0,1
2589,5744,0,1,6,1,4
2590,5746,1,0,6,1,2
2591,5747,0,1,4,0,2
2592,5748,0,0,5,0,2
2593,5749,0,1,7,1,4
2594,5753,0,1,5,1,2
2595,5757,0,0,3,0,1
2596,5758,0,2,4,0,1
2597,5759,0,2,3,1,2
2598,5763,0,3,7,1,2
2599,5766,1,1,6,0,3
2600,5767,0,0,5,0,2
2601,5768,0,4,2,0,1
2602,5769,0,1,5,0,1
2603,5771,1,1,5,2,1
2604,5772,0,0,5,1,2
2605,5773,0,0,3,1,2
2606,5776,1,1,7,1,0
2607,5777,0,3,5,0,1
2608,5778,0,0,8,0,1
2609,5781,1,0,8,2,7
2610,5786,1,0,4,0,1
2611,5787,0,0,4,2,1
2612,5788,0,0,7,0,4
2613,5789,0,1,6,1,5
2614,5792,0,0,5,0,2
2615,5796,1,1,6,0,3
2616,5797,0,1,10,1,6
2617,5799,0,1,6,1,0
2618,5802,0,0,6,4,2
2619,5803,0,3,8,2,3
2620,5806,1,0,5,2,4
2621,5808,0,1,6,1,4
2622,5809,0,4,4,0,1
2623,5814,0,2,5,1,2
2624,5818,0,2,7,0,3
2625,5819,0,4,5,0,1
2626,5821,1,1,6,0,2
2627,5822,0,0,5,0,2
2628,5823,0,0,10,8,6
2629,5827,0,1,9,3,2
2630,5828,0,4,9,2,4
2631,5834,0,1,7,0,6
2632,5836,1,1,8,1,4
2633,5838,0,1,3,0,1
2634,5839,0,0,8,0,6
2635,5844,0,3,4,0,2
2636,5846,1,2,6,3,5
2637,5847,0,1,5,0,3
2638,5848,0,3,4,1,2
2639,5852,0,1,6,0,5
2640,5853,0,3,6,2,5
2641,5854,0,1,9,0,8
2642,5856,1,0,5,1,3
2643,5857,0,0,8,0,2
2644,5858,0,0,5,0,2
2645,5862,0,2,5,0,3
2646,5864,0,0,5,1,4
2647,5866,1,1,6,1,3
2648,5869,0,0,7,1,2
2649,5873,0,1,8,1,2
2650,5874,0,0,7,2,6
2651,5876,1,0,7,0,4
2652,5877,0,1,6,1,2
2653,5878,0,1,6,1,2
2654,5882,0,3,4,1,2
2655,5883,0,0,4,0,2
2656,5886,1,0,5,1,2
2657,5887,0,0,5,1,4
2658,5889,0,0,6,2,3
2659,5891,1,1,4,0,1
2660,5892,0,1,7,0,4
2661,5894,0,0,5,1,3
2662,5896,1,1,5,0,4
2663,5898,0,0,5,3,2
2664,5902,0,1,8,2,3
2665,5904,0,3,6,3,4
2666,5907,0,1,4,0,3
2667,5909,0,1,7,2,3
2668,5911,1,1,6,2,3
2669,5912,0,1,4,0,2
2670,5913,0,0,4,0,2
2671,5918,0,0,5,0,3
2672,5924,0,1,8,1,6
2673,5926,1,3,8,1,6
2674,5928,0,2,6,0,4
2675,5934,0,0,5,2,3
2676,5938,0,1,5,1,4
2677,5939,0,1,6,0,1
2678,5941,1,0,10,4,8
2679,5942,0,5,8,1,4
2680,5944,0,1,6,1,3
2681,5947,0,0,7,2,5
2682,5952,0,1,7,2,1
2683,5953,0,0,4,1,3
2684,5958,0,3,5,1,2
2685,5959,0,0,10,3,7
2686,5961,1,0,8,3,5
2687,5966,1,4,5,0,1
2688,5971,1,1,6,1,2
2689,5973,0,0,8,3,7
2690,5974,0,1,6,0,5
2691,5977,0,0,7,1,6
2692,5982,0,1,6,0,3
2693,5983,0,1,6,4,1
2694,5984,0,0,5,0,1
2695,5988,0,1,6,0,2
2696,5994,0,1,8,1,3
2697,5997,0,0,5,0,2
2698,5998,0,4,7,1,6
2699,5999,0,1,5,1,2
2700,6002,0,0,7,1,6
2701,6003,0,1,5,0,1
2702,6004,0,0,5,0,4
2703,6006,1,1,7,1,4
2704,6008,0,0,6,2,5
