outer_fold	inner_heldout_fold	inner_training_folds	category_id	structure_id	category_family_id	thresholds_json	training_metric_json	heldout_metric_json	heldout_support_pass	heldout_support_failures	optimizer_audit_json	selected_event_uid_sha256
0	1	2,3,4	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt	exact3tag::symmetric_rectangular_mass__category__plus_h2_pt	"{""h2_pt"":1.2189957956696031,""max_abs_mbb_minus_125"":30.678458922312533}"	"{""background_efficiency"":0.3738001475295766,""feasible"":true,""selected_background_neff"":738.7157509900883,""selected_background_rows"":2939,""selected_background_sumw2"":8808.93673080594,""selected_background_weight"":2550.9410641019294,""selected_signal_neff"":2023.3664040958113,""selected_signal_rows"":2026,""selected_signal_sumw2"":88313.79738006054,""selected_signal_weight"":13367.541682633317,""signal_efficiency"":0.5860078640494536}"	"{""background_efficiency"":0.3895539602564109,""feasible"":true,""selected_background_neff"":225.69595578976464,""selected_background_rows"":995,""selected_background_sumw2"":4943.444197733967,""selected_background_weight"":1056.2742840289798,""selected_signal_neff"":487.4928560247516,""selected_signal_rows"":488,""selected_signal_sumw2"":21440.69407866907,""selected_signal_weight"":3232.983945454008,""signal_efficiency"":0.5867994480312}"	True		"{""algorithm"":""deterministic bounded quantile-product beam seeds plus exact empirical coordinate refinement"",""beam_seed_count"":8,""beam_width_limit"":16,""coordinate_passes_completed"":2,""exhaustive_cartesian_claim"":false,""fully_open_seed_included"":true,""grid_sizes"":{""h2_pt"":8,""max_abs_mbb_minus_125"":8},""max_coordinate_passes"":2,""refinement_starts_used"":4}"	387849520e89cac742d715bf7cad4513d3a6f3b084aceb1f5291557780233caa
0	2	1,3,4	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt	exact3tag::symmetric_rectangular_mass__category__plus_h2_pt	"{""h2_pt"":1.8406657943106222,""max_abs_mbb_minus_125"":30.64056234779463}"	"{""background_efficiency"":0.3802543031477724,""feasible"":true,""selected_background_neff"":690.3169690515631,""selected_background_rows"":2926,""selected_background_sumw2"":9146.921407697802,""selected_background_weight"":2512.8221310540075,""selected_signal_neff"":2022.9618297831196,""selected_signal_rows"":2025,""selected_signal_sumw2"":88539.32428079197,""selected_signal_weight"":13383.260942492003,""signal_efficiency"":0.5860093984733962}"	"{""background_efficiency"":0.37320478299575405,""feasible"":false,""selected_background_neff"":259.2938372799764,""selected_background_rows"":1003,""selected_background_sumw2"":4603.816121062501,""selected_background_weight"":1092.5846183073018,""selected_signal_neff"":482.90198517521515,""selected_signal_rows"":484,""selected_signal_sumw2"":20986.698482799646,""selected_signal_weight"":3183.475829909444,""signal_efficiency"":0.5806341711547118}"	True		"{""algorithm"":""deterministic bounded quantile-product beam seeds plus exact empirical coordinate refinement"",""beam_seed_count"":8,""beam_width_limit"":16,""coordinate_passes_completed"":2,""exhaustive_cartesian_claim"":false,""fully_open_seed_included"":true,""grid_sizes"":{""h2_pt"":8,""max_abs_mbb_minus_125"":8},""max_coordinate_passes"":2,""refinement_starts_used"":4}"	cf0dc05c337e4a394ad003ebd527261e2d58c7adb695686144498953d538f3f8
0	3	1,2,4	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt	exact3tag::symmetric_rectangular_mass__category__plus_h2_pt	"{""h2_pt"":1.8406657943106222,""max_abs_mbb_minus_125"":30.769914261734602}"	"{""background_efficiency"":0.3838306147001034,""feasible"":true,""selected_background_neff"":711.8316247887916,""selected_background_rows"":2954,""selected_background_sumw2"":11134.401112419375,""selected_background_weight"":2815.2830825520214,""selected_signal_neff"":1723.8504548872338,""selected_signal_rows"":1726,""selected_signal_sumw2"":74479.71029033884,""selected_signal_weight"":11331.014185141152,""signal_efficiency"":0.5861731136359973}"	"{""background_efficiency"":0.36338696156385986,""feasible"":true,""selected_background_neff"":243.14764404615485,""selected_background_rows"":988,""selected_background_sumw2"":2631.2603619276297,""selected_background_weight"":799.8654623589744,""selected_signal_neff"":792.1732061978773,""selected_signal_rows"":793,""selected_signal_sumw2"":35498.921517350966,""selected_signal_weight"":5302.951487140603,""signal_efficiency"":0.5898572587020636}"	True		"{""algorithm"":""deterministic bounded quantile-product beam seeds plus exact empirical coordinate refinement"",""beam_seed_count"":8,""beam_width_limit"":16,""coordinate_passes_completed"":2,""exhaustive_cartesian_claim"":false,""fully_open_seed_included"":true,""grid_sizes"":{""h2_pt"":8,""max_abs_mbb_minus_125"":8},""max_coordinate_passes"":2,""refinement_starts_used"":4}"	6b7c017f7474e45fb95a56219862833e135c330f39dfb3ff0377e0c777966d75
0	4	1,2,3	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt	exact3tag::symmetric_rectangular_mass__category__plus_h2_pt	"{""h2_pt"":3.139943911086556,""max_abs_mbb_minus_125"":30.678458922312533}"	"{""background_efficiency"":0.37532659836872917,""feasible"":true,""selected_background_neff"":711.4495204579696,""selected_background_rows"":2981,""selected_background_sumw2"":12171.105574534284,""selected_background_weight"":2942.639499572745,""selected_signal_neff"":1761.4934364129017,""selected_signal_rows"":1764,""selected_signal_sumw2"":77880.79491516785,""selected_signal_weight"":11712.664473367597,""signal_efficiency"":0.5861459221358089}"	"{""background_efficiency"":0.38891972420329063,""feasible"":false,""selected_background_neff"":276.0546265691388,""selected_background_rows"":947,""selected_background_sumw2"":1575.3883305207773,""selected_background_weight"":659.4643563402742,""selected_signal_neff"":747.5583359584147,""selected_signal_rows"":748,""selected_signal_sumw2"":31789.146910171014,""selected_signal_weight"":4874.858127751517,""signal_efficiency"":0.5846406017530961}"	True		"{""algorithm"":""deterministic bounded quantile-product beam seeds plus exact empirical coordinate refinement"",""beam_seed_count"":8,""beam_width_limit"":16,""coordinate_passes_completed"":2,""exhaustive_cartesian_claim"":false,""fully_open_seed_included"":true,""grid_sizes"":{""h2_pt"":8,""max_abs_mbb_minus_125"":8},""max_coordinate_passes"":2,""refinement_starts_used"":4}"	d6a7b99f8fdd8795c839cb2778023cca24c8d56dc4066055a7ba7798564aed40
