production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	generator_weight_transport_class	optimized_fold_k5	auxiliary_qcd	physical_evaluation_eligible	coefficient_campaign	coefficient_source_tag	coefficient_join_status	run2_yield_coefficient_per_generator_weight	accounting_rows	resolved_rows	positive_generator_weight_rows	negative_generator_weight_rows	zero_generator_weight_rows	sum_generator_nominal_weight	sum_generator_nominal_weight_squared	generated_run2_yield	resolved_run2_yield	generated_run2_sumw2	resolved_run2_sumw2	generated_effective_events	resolved_effective_events	signed_resolved_fraction	absolute_weight_resolved_fraction	source_event_weight_closure	resolved_file_weight_closure	physical_weight_application_authorized	authorization_status
200	e16babb476785f9c7bba08d7::background::97::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122_bundle.tar.gz	e16babb476785f9c7bba08d7	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122	hard_qcd_source_tag_exact_substring_match	704715.1572501233	10000	513	10000	0	0	10001.953520178795	10004.072671001848	7048528247.781222	361518875.6693133	4968257112515954.0	254767831316187.94	9999.834818252935	513.0	0.051289980398832105	0.051289980398832105	True	True	True	authorized_by_external_sidecar_for_run2_138fb
201	e566d63f21f4842e8702af50::background::169::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1847_seed1201847_bundle.tar.gz	e566d63f21f4842e8702af50	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1847_seed1201847	hard_qcd_source_tag_exact_substring_match	1868182.125418976	10000	125	10000	0	0	10000.026679754257	10000.054071317802	18681871096.829773	233522765.67737198	3.490123325189669e+16	436263056716870.06	9999.999288265746	125.00000000000006	0.012499966650396153	0.012499966650396153	True	True	True	authorized_by_external_sidecar_for_run2_138fb
202	e5ff572c7d0297ac256a6c61::background::212::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9812_seed1219812_bundle.tar.gz	e5ff572c7d0297ac256a6c61	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9812_seed1219812	hard_qcd_source_tag_exact_substring_match	700899.8242700209	2809	158	2809	0	0	2809.6826099157333	2810.4583025214833	1969306047.5444717	110742172.23466331	1380667329844538.5	77619169058555.92	2808.9071314028315	157.99999999999994	0.05623410966149612	0.05623410966149612	True	True	True	authorized_by_external_sidecar_for_run2_138fb
203	e831cad844385a3d684c4829::background::159::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835_bundle.tar.gz	e831cad844385a3d684c4829	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835	hard_qcd_source_tag_exact_substring_match	1869030.9535129387	10000	126	10000	0	0	10000.10002875328	10000.203885921645	18690496491.9655	235497900.14263028	3.4933479281835452e+16	440152864853875.2	9999.996172663514	125.99999999999997	0.012599873965031585	0.012599873965031585	True	True	True	authorized_by_external_sidecar_for_run2_138fb
204	e9aef2a6443a5dc54ae14090::background::93::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116_bundle.tar.gz	e9aef2a6443a5dc54ae14090	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116	hard_qcd_source_tag_exact_substring_match	703868.9957405571	10000	573	10000	0	0	10000.987771749496	10002.04979341985	7039385219.31491	403408561.96058226	4955331164006366.0	284019668647891.2	9999.92586284503	572.9830917620615	0.05730735701943059	0.05730735701943059	True	True	True	authorized_by_external_sidecar_for_run2_138fb
205	ea117128b9596f005587e5ac::background::59::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1070_seed1201070_bundle.tar.gz	ea117128b9596f005587e5ac	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1070_seed1201070	hard_qcd_source_tag_exact_substring_match	1864524.7378646825	10000	126	10000	0	0	10000.035163640976	10000.07134904467	18645312942.125286	234930116.97095	3.47647730226582e+16	438033014761779.7	9999.99897836821	126.00000000000003	0.012599955693968176	0.012599955693968176	True	True	True	authorized_by_external_sidecar_for_run2_138fb
206	eb0da04f9b6641022289637e::background::121::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150_bundle.tar.gz	eb0da04f9b6641022289637e	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	4	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150	hard_qcd_source_tag_exact_substring_match	454432.7827424187	10000	1493	10000	0	0	10000.0	10000.0	4544327827.424186	678468144.6344311	2065091540310183.8	308318166968310.3	9999.99999999999	1493.0000000000002	0.14930000000000004	0.14930000000000004	True	True	True	authorized_by_external_sidecar_for_run2_138fb
207	ed505dd84175c8656100b75e::background::198::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9784_seed1209784_bundle.tar.gz	ed505dd84175c8656100b75e	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9784_seed1209784	hard_qcd_source_tag_exact_substring_match	1875625.894183504	10000	129	10000	0	0	10000.120959281921	10000.246474618501	18756485816.196358	241955740.34967202	3.518059204024529e+16	453818451846185.25	9999.995445520713	129.00000000000003	0.012899843964413713	0.012899843964413713	True	True	True	authorized_by_external_sidecar_for_run2_138fb
208	ee384ac1ea933b9645b23f6a::background::162::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838_bundle.tar.gz	ee384ac1ea933b9645b23f6a	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838	hard_qcd_source_tag_exact_substring_match	1885149.7104073523	10000	135	10000	0	0	10000.00278711319	10000.00558199438	18851502358.19915	254495210.90499258	3.5537914143721868e+16	479761573137604.94	9999.999992232786	134.99999999999997	0.01349999623739824	0.01349999623739824	True	True	True	authorized_by_external_sidecar_for_run2_138fb
209	ee933650871c26440c3ba459::background::156::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830_bundle.tar.gz	ee933650871c26440c3ba459	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830	hard_qcd_source_tag_exact_substring_match	1869529.482683689	10000	128	10000	0	0	10000.007589221	10000.015236038276	18695309015.1093	239299773.78351218	3.4951458118329652e+16	447377982287813.3	9999.99994240957	128.0	0.012799990285804492	0.012799990285804492	True	True	True	authorized_by_external_sidecar_for_run2_138fb
210	f0e0ccf513aa3e63752ef51c::background::68::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1084_seed1201084_bundle.tar.gz	f0e0ccf513aa3e63752ef51c	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1084_seed1201084	hard_qcd_source_tag_exact_substring_match	1878583.794978244	10000	127	10000	0	0	10000.090287208557	10000.184432342838	18786007561.869324	238580141.962237	3.5291421623501548e+16	448192788493867.3	9999.996142960588	127.00000000000003	0.012699885336280404	0.012699885336280404	True	True	True	authorized_by_external_sidecar_for_run2_138fb
211	f166c58018f30a00b511eec7::background::76::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1096_seed1201096_bundle.tar.gz	f166c58018f30a00b511eec7	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1096_seed1201096	hard_qcd_source_tag_exact_substring_match	1855886.8984099869	10000	114	10000	0	0	10000.00064599514	10000.00129220478	18558870182.993782	211571806.1975647	3.4443166247660244e+16	392654642395042.9	9999.999999785538	113.99999985907459	0.011400036969461439	0.011400036969461439	True	True	True	authorized_by_external_sidecar_for_run2_138fb
212	f34a6262703836fcc9fc3290::background::164::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840_bundle.tar.gz	f34a6262703836fcc9fc3290	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840	hard_qcd_source_tag_exact_substring_match	1869015.9906177928	10000	144	10000	0	0	10000.023531794548	10000.047287813326	18690203887.478226	269138302.64896214	3.493237291862191e+16	503023791338641.25	9999.999775832206	144.0	0.014399966114295589	0.014399966114295589	True	True	True	authorized_by_external_sidecar_for_run2_138fb
213	f4f00d9c34728628f5d0bd7e::background::197::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9783_seed1209783_bundle.tar.gz	f4f00d9c34728628f5d0bd7e	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9783_seed1209783	hard_qcd_source_tag_exact_substring_match	1881211.6859331056	10000	125	10000	0	0	10000.037964820862	10000.077370969346	18812188279.195717	235151460.7416382	3.538984788547787e+16	442369675911409.75	9999.998558827656	125.0	0.012499952544154088	0.012499952544154088	True	True	True	authorized_by_external_sidecar_for_run2_138fb
214	f64b9ebbb63ed7fdc54ac20f::background::111::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140_bundle.tar.gz	f64b9ebbb63ed7fdc54ac20f	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	4	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140	hard_qcd_source_tag_exact_substring_match	708528.6955912926	10000	538	10000	0	0	10001.805856823921	10003.76861547345	7086566457.292805	381218305.5145155	5022021018392815.0	270126162625993.3	9999.843483271421	537.9982266307667	0.053794500878800444	0.053794500878800444	True	True	True	authorized_by_external_sidecar_for_run2_138fb
215	fa6cf9ebbfb98be8f02b4de8::background::176::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1856_seed1211856_bundle.tar.gz	fa6cf9ebbfb98be8f02b4de8	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1856_seed1211856	hard_qcd_source_tag_exact_substring_match	698420.4566150749	10000	562	10000	0	0	10001.647353768349	10003.44613927532	6985355111.721845	392668297.60233843	4879592338369882.0	274373517754821.16	9999.848891712834	561.965284418231	0.0562130759742504	0.0562130759742504	True	True	True	authorized_by_external_sidecar_for_run2_138fb
216	fc4fb58d7b622f21aacf4b4f::background::39::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1040_seed1201040_bundle.tar.gz	fc4fb58d7b622f21aacf4b4f	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1040_seed1201040	hard_qcd_source_tag_exact_substring_match	1893738.577177808	10000	136	10000	0	0	10000.102292180061	10000.20804795584	18937579486.425606	257548446.4961819	3.586320409802185e+16	487729428622034.3	9999.996537522688	136.0	0.013599860884058165	0.013599860884058165	True	True	True	authorized_by_external_sidecar_for_run2_138fb
217	fdc4deca706f521f7e178cb0::background::125::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155_bundle.tar.gz	fdc4deca706f521f7e178cb0	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	4	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155	hard_qcd_source_tag_exact_substring_match	451170.79774705134	10000	1464	10000	0	0	10000.0	10000.0	4511707977.470513	660514047.9016832	2035550887397107.8	298004649914936.5	9999.999999999996	1464.0000000000002	0.1464	0.1464	True	True	True	authorized_by_external_sidecar_for_run2_138fb
218	fdcedb704faf9317373e629f::background::118::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1147_seed1211147_bundle.tar.gz	fdcedb704faf9317373e629f	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1147_seed1211147	hard_qcd_source_tag_exact_substring_match	700727.2189815221	10000	546	10000	0	0	10001.261691689491	10002.629849549647	7008156291.5240135	382605969.12604725	4911477659353012.0	268108737827332.0	9999.893720965723	545.9998387115548	0.054594383060319086	0.054594383060319086	True	True	True	authorized_by_external_sidecar_for_run2_138fb
219	fdd17315eed7ce2a363b04b2::background::78::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1098_seed1201098_bundle.tar.gz	fdd17315eed7ce2a363b04b2	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	4	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1098_seed1201098	hard_qcd_source_tag_exact_substring_match	1901020.841137996	10000	154	10000	0	0	10000.168401479721	10000.343085417006	19010528546.1026	292757209.5352514	3.614004225401877e+16	556537556719916.25	9999.993720593788	153.99999999999997	0.015399740666088442	0.015399740666088442	True	True	True	authorized_by_external_sidecar_for_run2_138fb
220	383b2fdff4ebed10b6255b21::background::276::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	383b2fdff4ebed10b6255b21	background	schannel_single_top	primary_physical_background	uniform_member_constant	3	False	True	unified_background_5m_single_top_pilot50k_20260722_v1		ordinary_campaign_exact_key_match	7.276473628506198	10000	2254	10000	0	0	70187.99781799316	492635.5037698613	510721.1151602779	115116.5393571266	26083605.747055776	5879244.735386373	10000.000000000004	2253.999999999999	0.2253999999999999	0.2253999999999999	True	True	True	authorized_by_external_sidecar_for_run2_138fb
221	0bf37616852bdde4181c6655::background::280::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_bundle.tar.gz	0bf37616852bdde4181c6655	background	tchannel_antitop	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_single_top_scaleout280k_20260722_v1		ordinary_campaign_exact_key_match	2.373366684974117	10000	2402	10000	0	0	582569.9996948242	33938780.45444275	1382652.228941077	332113.06539164676	191172718.61957294	45919687.012421414	9999.999999999993	2402.0	0.24020000000000005	0.24020000000000005	True	True	True	authorized_by_external_sidecar_for_run2_138fb
222	55005e34cb7ab35fac9ca40e::background::284::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4312_10kevt_bundle.tar.gz	55005e34cb7ab35fac9ca40e	background	tchannel_antitop	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_single_top_scaleout280k_20260722_v1		ordinary_campaign_exact_key_match	2.373366684974117	10000	2305	10000	0	0	581949.9969482422	33866579.89480591	1381180.7350777467	318362.1594354207	190766022.2949906	43971568.13899533	9999.999999999993	2305.0	0.23050000000000007	0.23050000000000007	True	True	True	authorized_by_external_sidecar_for_run2_138fb
223	6395728056957aad3d82db98::background::279::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_bundle.tar.gz	6395728056957aad3d82db98	background	tchannel_antitop	primary_physical_background	uniform_member_constant	3	False	True	unified_background_5m_single_top_pilot50k_20260722_v1		ordinary_campaign_exact_key_match	2.373366684974117	10000	2433	10000	0	0	581240.0054931641	33783994.39856934	1379495.665011648	335631.295297334	190300828.978593	46300191.69049168	9999.999999999996	2432.9999999999995	0.24330000000000004	0.24330000000000004	True	True	True	authorized_by_external_sidecar_for_run2_138fb
224	918b60151d7c097d565fa0e3::background::282::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4310_10kevt_bundle.tar.gz	918b60151d7c097d565fa0e3	background	tchannel_antitop	primary_physical_background	uniform_member_constant	0	False	True	unified_background_5m_single_top_scaleout280k_20260722_v1		ordinary_campaign_exact_key_match	2.373366684974117	10000	2398	10000	0	0	581360.0158691406	33797946.80513674	1379780.4936398417	330871.36237483413	190379421.06290072	45652985.17088358	9999.999999999989	2397.9999999999995	0.23980000000000007	0.23980000000000007	True	True	True	authorized_by_external_sidecar_for_run2_138fb
225	ce7af60881c755acd494dc80::background::283::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4311_10kevt_bundle.tar.gz	ce7af60881c755acd494dc80	background	tchannel_antitop	primary_physical_background	uniform_member_constant	4	False	True	unified_background_5m_single_top_scaleout280k_20260722_v1		ordinary_campaign_exact_key_match	2.373366684974117	10000	2404	10000	0	0	581759.9868774414	33844468.23316408	1380729.7715058988	331927.4370700181	190641470.1922732	45830209.434222475	9999.999999999996	2404.0	0.2404	0.2404	True	True	True	authorized_by_external_sidecar_for_run2_138fb
226	0b98dd231d51507a67024a7c::background::292::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4305_10kevt_bundle.tar.gz	0b98dd231d51507a67024a7c	background	tchannel_top	primary_physical_background	uniform_member_constant	4	False	True	unified_background_5m_single_top_scaleout280k_20260722_v1		ordinary_campaign_exact_key_match	2.30445033585019	10000	2216	10000	0	0	1003239.9749755859	100649044.73890144	2311916.697270826	512320.74011521484	534495881.51196396	118444287.34305125	10000.000000000007	2215.9999999999995	0.2215999999999999	0.2215999999999999	True	True	True	authorized_by_external_sidecar_for_run2_138fb
227	138439eb0637fdaf2eb69810::background::291::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4304_10kevt_bundle.tar.gz	138439eb0637fdaf2eb69810	background	tchannel_top	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_single_top_scaleout280k_20260722_v1		ordinary_campaign_exact_key_match	2.30445033585019	10000	2220	10000	0	0	1003880.0048828125	100777506.42035156	2313391.6144054867	513572.93839801825	535178076.16016275	118809532.90755618	9999.999999999993	2219.9999999999995	0.2220000000000001	0.2220000000000001	True	True	True	authorized_by_external_sidecar_for_run2_138fb
228	365f7cea18504cdf9e08046b::background::287::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_bundle.tar.gz	365f7cea18504cdf9e08046b	background	tchannel_top	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_single_top_pilot50k_20260722_v1		ordinary_campaign_exact_key_match	2.30445033585019	10000	2270	10000	0	0	1003600.0061035156	100721297.22509766	2312746.3711244995	524993.4262452614	534879577.7149542	121417664.14129455	9999.999999999998	2270.000000000001	0.22700000000000004	0.22700000000000004	True	True	True	authorized_by_external_sidecar_for_run2_138fb
229	4b2f86c81c15a2383ae45bc1::background::290::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4303_10kevt_bundle.tar.gz	4b2f86c81c15a2383ae45bc1	background	tchannel_top	primary_physical_background	uniform_member_constant	0	False	True	unified_background_5m_single_top_scaleout280k_20260722_v1		ordinary_campaign_exact_key_match	2.30445033585019	10000	2251	10000	0	0	1008160.0189208984	101638662.37505862	2323254.6941929976	522964.63166284387	539751237.4089801	121498003.54076144	9999.999999999995	2250.9999999999995	0.22510000000000005	0.22510000000000005	True	True	True	authorized_by_external_sidecar_for_run2_138fb
230	90675ad3957f3fba70612683::background::288::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_bundle.tar.gz	90675ad3957f3fba70612683	background	tchannel_top	primary_physical_background	uniform_member_constant	3	False	True	unified_background_5m_single_top_scaleout280k_20260722_v1		ordinary_campaign_exact_key_match	2.30445033585019	10000	2312	10000	0	0	1006429.9774169922	101290129.94435674	2319267.899468287	536214.7383570679	537900358.9504038	124362562.98933336	10000.000000000004	2312.0000000000005	0.2312	0.2312	True	True	True	authorized_by_external_sidecar_for_run2_138fb
231	c1be834df5c1d7a6877bb985::background::289::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4302_10kevt_bundle.tar.gz	c1be834df5c1d7a6877bb985	background	tchannel_top	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_single_top_scaleout280k_20260722_v1		ordinary_campaign_exact_key_match	2.30445033585019	10000	2161	10000	0	0	1005690.0024414062	101141238.10105957	2317562.663887278	500825.2916660406	537109670.1044291	116069399.70956716	10000.000000000011	2161.0	0.2160999999999999	0.2160999999999999	True	True	True	authorized_by_external_sidecar_for_run2_138fb
