stage	bins	signal_yield	background_yield	background_sumw2	background_neff	mu95_stat_only	mu95_finite_mc_aware
pooled_one_bin	1	184.72443780558697	48653342.97808224	41177380305020.63	57.4866046700471	74.0151727273842	68085.29934608826
exact3tag_ge4tag	2	184.72443780558697	48653342.97808224	41177380305020.63	57.4866046700471	44.32758473485289	32937.518650134225
exact3tag_ge4tag_rhh_fixed_shape	8	184.72443780558703	48653342.97808172	41177380305017.484	57.486604670050255	31.95647727235911	545.7007962261
