index_source	index_ordinal	sample_class	process_or_mode	campaign	member_name	member_type	size_bytes	content_opened	content_extracted	status
scaleout	26	background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	./parquet/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_event_summary.parquet	regular_file	249609	False	False	payload_identified_and_protected
scaleout	26	background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	./parquet/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_hh4b_candidates_v2.parquet	regular_file	55596	False	False	payload_identified_and_protected
scaleout	26	background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	10691403	False	False	payload_identified_and_protected
scaleout	27	background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	./root/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_delphes.root	regular_file	861608444	False	False	payload_identified_and_protected
scaleout	27	background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	./parquet/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_event_summary.parquet	regular_file	249495	False	False	payload_identified_and_protected
scaleout	27	background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	./parquet/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_hh4b_candidates_v2.parquet	regular_file	56213	False	False	payload_identified_and_protected
scaleout	27	background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	10693588	False	False	payload_identified_and_protected
scaleout	28	background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	./root/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_delphes.root	regular_file	857017285	False	False	payload_identified_and_protected
scaleout	28	background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	./parquet/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_event_summary.parquet	regular_file	249302	False	False	payload_identified_and_protected
scaleout	28	background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	./parquet/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_hh4b_candidates_v2.parquet	regular_file	52357	False	False	payload_identified_and_protected
scaleout	28	background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	10685462	False	False	payload_identified_and_protected
scaleout	29	background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./root/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_delphes.root	regular_file	802188813	False	False	payload_identified_and_protected
scaleout	29	background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./parquet/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_event_summary.parquet	regular_file	245055	False	False	payload_identified_and_protected
scaleout	29	background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./parquet/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_hh4b_candidates_v2.parquet	regular_file	50989	False	False	payload_identified_and_protected
scaleout	29	background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./source/unweighted_events.lhe.gz	regular_file	11832250	False	False	payload_identified_and_protected
scaleout	30	background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	./root/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_delphes.root	regular_file	805574667	False	False	payload_identified_and_protected
scaleout	30	background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	./parquet/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_event_summary.parquet	regular_file	244964	False	False	payload_identified_and_protected
scaleout	30	background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	./parquet/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_hh4b_candidates_v2.parquet	regular_file	51362	False	False	payload_identified_and_protected
scaleout	30	background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	./source/unweighted_events.lhe.gz	regular_file	11833976	False	False	payload_identified_and_protected
scaleout	31	background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	./root/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_delphes.root	regular_file	784348698	False	False	payload_identified_and_protected
scaleout	31	background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	./parquet/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_event_summary.parquet	regular_file	246311	False	False	payload_identified_and_protected
scaleout	31	background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	./parquet/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_hh4b_candidates_v2.parquet	regular_file	50627	False	False	payload_identified_and_protected
scaleout	31	background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	./source/unweighted_events.lhe.gz	regular_file	11154251	False	False	payload_identified_and_protected
scaleout	32	background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	./root/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_delphes.root	regular_file	783985688	False	False	payload_identified_and_protected
scaleout	32	background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	./parquet/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_event_summary.parquet	regular_file	246361	False	False	payload_identified_and_protected
scaleout	32	background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	./parquet/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_hh4b_candidates_v2.parquet	regular_file	51309	False	False	payload_identified_and_protected
scaleout	32	background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	./source/unweighted_events.lhe.gz	regular_file	11149540	False	False	payload_identified_and_protected
scaleout	33	background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	./root/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_delphes.root	regular_file	730890532	False	False	payload_identified_and_protected
scaleout	33	background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	./parquet/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_event_summary.parquet	regular_file	238707	False	False	payload_identified_and_protected
scaleout	33	background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	./parquet/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_hh4b_candidates_v2.parquet	regular_file	34963	False	False	payload_identified_and_protected
scaleout	33	background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	./source/unweighted_events.lhe.gz	regular_file	10187007	False	False	payload_identified_and_protected
scaleout	34	background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	./root/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_delphes.root	regular_file	732279336	False	False	payload_identified_and_protected
scaleout	34	background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	./parquet/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_event_summary.parquet	regular_file	238897	False	False	payload_identified_and_protected
scaleout	34	background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	./parquet/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_hh4b_candidates_v2.parquet	regular_file	34963	False	False	payload_identified_and_protected
scaleout	34	background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	./source/unweighted_events.lhe.gz	regular_file	10188865	False	False	payload_identified_and_protected
scaleout	35	background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./root/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_delphes.root	regular_file	436866570	False	False	payload_identified_and_protected
scaleout	35	background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./parquet/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_event_summary.parquet	regular_file	161905	False	False	payload_identified_and_protected
scaleout	35	background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./parquet/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_hh4b_candidates_v2.parquet	regular_file	54106	False	False	payload_identified_and_protected
scaleout	35	background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	51053833	False	False	payload_identified_and_protected
scaleout	36	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./root/wwz_zbb_run2_frozen_v2_train_shard9901_5200_delphes.root	regular_file	434555810	False	False	payload_identified_and_protected
scaleout	36	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./parquet/wwz_zbb_run2_frozen_v2_train_shard9901_5200_event_summary.parquet	regular_file	163545	False	False	payload_identified_and_protected
scaleout	36	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./parquet/wwz_zbb_run2_frozen_v2_train_shard9901_5200_hh4b_candidates_v2.parquet	regular_file	52239	False	False	payload_identified_and_protected
scaleout	36	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	51050437	False	False	payload_identified_and_protected
scaleout	37	background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	./parquet/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_hh4b_candidates_v2.parquet	regular_file	49412	False	False	payload_identified_and_protected
scaleout	37	background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	./parquet/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_event_summary.parquet	regular_file	243981	False	False	payload_identified_and_protected
scaleout	37	background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	./root/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_delphes.root	regular_file	765372748	False	False	payload_identified_and_protected
scaleout	37	background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	./source/unweighted_events.lhe.gz	regular_file	11092213	False	False	payload_identified_and_protected
scaleout	38	background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	./root/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_delphes.root	regular_file	771400950	False	False	payload_identified_and_protected
scaleout	38	background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	./parquet/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_hh4b_candidates_v2.parquet	regular_file	49459	False	False	payload_identified_and_protected
scaleout	38	background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	./parquet/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_event_summary.parquet	regular_file	244379	False	False	payload_identified_and_protected
scaleout	38	background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	./source/unweighted_events.lhe.gz	regular_file	11094990	False	False	payload_identified_and_protected
scaleout	39	background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./root/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_delphes.root	regular_file	278629421	False	False	payload_identified_and_protected
scaleout	39	background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./parquet/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_event_summary.parquet	regular_file	108918	False	False	payload_identified_and_protected
scaleout	39	background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./parquet/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_hh4b_candidates_v2.parquet	regular_file	53706	False	False	payload_identified_and_protected
scaleout	39	background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	20919213	False	False	payload_identified_and_protected
scaleout	40	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./root/wzz_zbb_run2_frozen_v2_train_shard9911_3300_delphes.root	regular_file	279171722	False	False	payload_identified_and_protected
scaleout	40	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./parquet/wzz_zbb_run2_frozen_v2_train_shard9911_3300_event_summary.parquet	regular_file	108827	False	False	payload_identified_and_protected
scaleout	40	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./parquet/wzz_zbb_run2_frozen_v2_train_shard9911_3300_hh4b_candidates_v2.parquet	regular_file	52253	False	False	payload_identified_and_protected
scaleout	40	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	20919681	False	False	payload_identified_and_protected
scaleout	41	background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	./parquet/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_event_summary.parquet	regular_file	245350	False	False	payload_identified_and_protected
scaleout	41	background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	./parquet/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_hh4b_candidates_v2.parquet	regular_file	165298	False	False	payload_identified_and_protected
scaleout	41	background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	./root/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	regular_file	858659842	False	False	payload_identified_and_protected
scaleout	41	background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	./source/unweighted_events.lhe.gz	regular_file	12530651	False	False	payload_identified_and_protected
scaleout	42	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	./root/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	regular_file	862619412	False	False	payload_identified_and_protected
scaleout	42	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	./parquet/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.parquet	regular_file	245248	False	False	payload_identified_and_protected
scaleout	42	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	./parquet/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_hh4b_candidates_v2.parquet	regular_file	158058	False	False	payload_identified_and_protected
scaleout	42	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	./source/unweighted_events.lhe.gz	regular_file	12532121	False	False	payload_identified_and_protected
scaleout	43	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	./root/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_delphes.root	regular_file	866425020	False	False	payload_identified_and_protected
scaleout	43	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	./parquet/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_event_summary.parquet	regular_file	245453	False	False	payload_identified_and_protected
scaleout	43	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	./parquet/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_hh4b_candidates_v2.parquet	regular_file	149669	False	False	payload_identified_and_protected
scaleout	43	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	./source/unweighted_events.lhe.gz	regular_file	12537040	False	False	payload_identified_and_protected
scaleout	44	background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./root/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_delphes.root	regular_file	126848772	False	False	payload_identified_and_protected
scaleout	44	background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./parquet/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_event_summary.parquet	regular_file	54063	False	False	payload_identified_and_protected
scaleout	44	background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./parquet/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_hh4b_candidates_v2.parquet	regular_file	54410	False	False	payload_identified_and_protected
scaleout	44	background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	7748633	False	False	payload_identified_and_protected
scaleout	45	background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./root/zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes.root	regular_file	127105264	False	False	payload_identified_and_protected
scaleout	45	background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./parquet/zzz_zbb_run2_frozen_v2_train_shard9921_1500_event_summary.parquet	regular_file	53151	False	False	payload_identified_and_protected
scaleout	45	background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./parquet/zzz_zbb_run2_frozen_v2_train_shard9921_1500_hh4b_candidates_v2.parquet	regular_file	53361	False	False	payload_identified_and_protected
scaleout	45	background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	7760851	False	False	payload_identified_and_protected
scaleout	46	signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	./hepmc/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_pythia8.hepmc	regular_file	278781909	False	False	payload_identified_and_protected
scaleout	47	signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	./root/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_delphes.root	regular_file	893278055	False	False	payload_identified_and_protected
scaleout	47	signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	./parquet/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_event_summary.parquet	regular_file	245704	False	False	payload_identified_and_protected
scaleout	47	signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	./parquet/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_hh4b_candidates_v2.parquet	regular_file	277993	False	False	payload_identified_and_protected
scaleout	47	signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	./source/unweighted_events.lhe.gz	regular_file	11199934	False	False	payload_identified_and_protected
