index_source	index_ordinal	sample_class	process_or_mode	campaign	member_index	member_name	member_type	size_bytes	safe_relative_path	event_payload	nested_archive	artifact_types	allowlist_candidate	content_opened	content_extracted	status
scaleout	6	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	16	./cards/pythia8_card_default.dat	regular_file	4434	True	False	False	parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	6	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	17	./logs	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	6	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	18	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_candidates.log	regular_file	243	True	False	False	candidate_or_event_summary_log	True	False	False	archive_header_indexed_only
scaleout	6	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	19	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.log	regular_file	8285	True	False	False	delphes_log_or_configuration	True	False	False	archive_header_indexed_only
scaleout	6	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	20	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_event_summary.log	regular_file	1125	True	False	False	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	archive_header_indexed_only
scaleout	6	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	21	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_compile_converter.log	regular_file	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	6	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	22	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	regular_file	18662	True	False	False	parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	6	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	23	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	regular_file	5678	True	False	False	generator_stdout_or_summary	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	1	.	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	2	./root	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	3	./root/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	regular_file	973134555	True	True	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	4	./parquet	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	5	./parquet/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.parquet	regular_file	245756	True	True	False	generator_stdout_or_summary	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	6	./parquet/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_hh4b_candidates_v2.parquet	regular_file	610303	True	True	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	7	./metadata	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	8	./metadata/generation_banner.txt	regular_file	19474	True	False	False	generator_banner_or_lhe_init	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	9	./metadata/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	regular_file	1458	True	False	False	generation_provenance_metadata	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	10	./logs	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	11	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	regular_file	5559	True	False	False	generator_stdout_or_summary	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	12	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_compile_converter.log	regular_file	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	13	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	regular_file	18250	True	False	False	parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	14	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.log	regular_file	8285	True	False	False	delphes_log_or_configuration	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	15	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.log	regular_file	1137	True	False	False	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	16	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_candidates.log	regular_file	243	True	False	False	candidate_or_event_summary_log	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	17	./cards	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	18	./cards/proc_card_mg5.dat	regular_file	2037	True	False	False	proc_card	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	19	./cards/run_card.dat	regular_file	10051	True	False	False	run_card	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	20	./cards/pythia8_card_default.dat	regular_file	4434	True	False	False	parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	21	./cards/pythia_card_default.dat	regular_file	350	True	False	False	parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	22	./source	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	7	background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	23	./source/unweighted_events.lhe.gz	regular_file	12067140	True	True	False	none	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	1	.	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	2	./hepmc	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	3	./hepmc/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033.hepmc	regular_file	2438496134	True	True	False	importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	4	./root	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	5	./root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.root	regular_file	782431250	True	True	False	importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	6	./parquet	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	7	./parquet/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_event_summary.parquet	regular_file	237253	True	True	False	generator_stdout_or_summary,importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	8	./parquet/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_hh4b_candidates_v2.parquet	regular_file	600	True	True	False	importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	9	./metadata	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	10	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_generator.json	regular_file	736	True	False	False	generation_provenance_metadata,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	11	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_provenance.json	regular_file	2121	True	False	False	generation_provenance_metadata,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	12	./logs	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	13	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_compile_arguments.txt	regular_file	1201	True	False	False	generation_provenance_metadata,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	14	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_pythia.log	regular_file	13143	True	False	False	generator_stdout_or_summary,importance_sampling_record,parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	15	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.log	regular_file	8330	True	False	False	delphes_log_or_configuration,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	16	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_event_summary.log	regular_file	1153	True	False	False	candidate_or_event_summary_log,generator_stdout_or_summary,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	8	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	17	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_candidates.log	regular_file	268	True	False	False	candidate_or_event_summary_log,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	1	.	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	2	./hepmc	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	3	./hepmc/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773.hepmc	regular_file	2434516917	True	True	False	importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	4	./root	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	5	./root/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_delphes.root	regular_file	781543412	True	True	False	importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	6	./parquet	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	7	./parquet/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.parquet	regular_file	237223	True	True	False	generator_stdout_or_summary,importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	8	./parquet/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_hh4b_candidates_v2.parquet	regular_file	600	True	True	False	importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	9	./metadata	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	10	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	regular_file	735	True	False	False	generation_provenance_metadata,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	11	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	regular_file	2123	True	False	False	generation_provenance_metadata,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	12	./logs	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	13	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_compile_arguments.txt	regular_file	1201	True	False	False	generation_provenance_metadata,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	14	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	regular_file	12952	True	False	False	generator_stdout_or_summary,importance_sampling_record,parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	15	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_delphes.log	regular_file	8329	True	False	False	delphes_log_or_configuration,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	16	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	regular_file	1152	True	False	False	candidate_or_event_summary_log,generator_stdout_or_summary,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	9	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	17	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_candidates.log	regular_file	267	True	False	False	candidate_or_event_summary_log,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	1	.	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	2	./hepmc	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	3	./hepmc/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909.hepmc	regular_file	2734664116	True	True	False	importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	4	./root	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	5	./root/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_delphes.root	regular_file	926683640	True	True	False	importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	6	./parquet	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	7	./parquet/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.parquet	regular_file	245094	True	True	False	generator_stdout_or_summary,importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	8	./parquet/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_hh4b_candidates_v2.parquet	regular_file	49689	True	True	False	importance_sampling_record	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	9	./metadata	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	10	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	regular_file	697	True	False	False	generation_provenance_metadata,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	11	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	regular_file	2075	True	False	False	generation_provenance_metadata,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	12	./logs	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	13	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_compile_arguments.txt	regular_file	1201	True	False	False	generation_provenance_metadata,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	14	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	regular_file	13133	True	False	False	generator_stdout_or_summary,importance_sampling_record,parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	15	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_delphes.log	regular_file	8325	True	False	False	delphes_log_or_configuration,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	16	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	regular_file	1149	True	False	False	candidate_or_event_summary_log,generator_stdout_or_summary,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	10	background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	17	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_candidates.log	regular_file	264	True	False	False	candidate_or_event_summary_log,importance_sampling_record	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	1	.	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	2	./metadata	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	3	./metadata/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_provenance.json	regular_file	1515	True	False	False	generation_provenance_metadata	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	4	./metadata/generation_banner.txt	regular_file	18697	True	False	False	generator_banner_or_lhe_init	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	5	./parquet	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	6	./parquet/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_event_summary.parquet	regular_file	246022	True	True	False	generator_stdout_or_summary	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	7	./parquet/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_hh4b_candidates_v2.parquet	regular_file	51911	True	True	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	8	./root	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	9	./root/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_delphes.root	regular_file	793167294	True	True	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	10	./cards	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	11	./cards/proc_card_mg5.dat	regular_file	2226	True	False	False	proc_card	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	12	./cards/run_card.dat	regular_file	9217	True	False	False	run_card	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	13	./cards/pythia_card_default.dat	regular_file	350	True	False	False	parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	14	./cards/pythia8_card_default.dat	regular_file	4434	True	False	False	parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	15	./source	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	16	./source/unweighted_events.lhe.gz	regular_file	10277561	True	True	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	17	./logs	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	18	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_mg5.log	regular_file	4969	True	False	False	generator_stdout_or_summary	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	19	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_pythia_hepmc.log	regular_file	19398	True	False	False	parton_shower_card	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	20	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_compile_converter.log	regular_file	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	21	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_delphes.log	regular_file	8289	True	False	False	delphes_log_or_configuration	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	22	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_candidates.log	regular_file	241	True	False	False	candidate_or_event_summary_log	True	False	False	archive_header_indexed_only
scaleout	11	background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	23	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_event_summary.log	regular_file	1126	True	False	False	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	archive_header_indexed_only
scaleout	12	background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	1	.	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	12	background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	2	./root	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	12	background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	3	./root/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_delphes.root	regular_file	791880628	True	True	False	none	False	False	False	archive_header_indexed_only
scaleout	12	background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	4	./parquet	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
scaleout	12	background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	5	./parquet/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_event_summary.parquet	regular_file	245908	True	True	False	generator_stdout_or_summary	False	False	False	archive_header_indexed_only
scaleout	12	background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	6	./parquet/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_hh4b_candidates_v2.parquet	regular_file	50361	True	True	False	none	False	False	False	archive_header_indexed_only
scaleout	12	background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	7	./metadata	directory	0	True	False	False	none	False	False	False	archive_header_indexed_only
