sample_class	process_or_mode	campaign	representative_locator	member_name	size_bytes	artifact_types	safe_relative_path	nested_archive	event_payload	extraction_authorized_now	content_review_authorized_now	status
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_candidates.log	243	candidate_or_event_summary_log	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.log	8285	delphes_log_or_configuration	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_event_summary.log	1125	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	18662	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	5678	generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./metadata/generation_banner.txt	19474	generator_banner_or_lhe_init	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./metadata/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	1458	generation_provenance_metadata	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	5559	generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	18250	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.log	8285	delphes_log_or_configuration	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.log	1137	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_candidates.log	243	candidate_or_event_summary_log	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/proc_card_mg5.dat	2037	proc_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/run_card.dat	10051	run_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/pythia8_card_default.dat	4434	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/pythia_card_default.dat	350	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_generator.json	736	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_provenance.json	2121	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_compile_arguments.txt	1201	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_pythia.log	13143	generator_stdout_or_summary,importance_sampling_record,parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.log	8330	delphes_log_or_configuration,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_event_summary.log	1153	candidate_or_event_summary_log,generator_stdout_or_summary,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_candidates.log	268	candidate_or_event_summary_log,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	735	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	2123	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_compile_arguments.txt	1201	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	12952	generator_stdout_or_summary,importance_sampling_record,parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_delphes.log	8329	delphes_log_or_configuration,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	1152	candidate_or_event_summary_log,generator_stdout_or_summary,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_candidates.log	267	candidate_or_event_summary_log,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_testfill_bin3_10k_20260717/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_bundle.tar.gz	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	697	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_testfill_bin3_10k_20260717/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_bundle.tar.gz	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	2075	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_testfill_bin3_10k_20260717/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_bundle.tar.gz	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_compile_arguments.txt	1201	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_testfill_bin3_10k_20260717/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_bundle.tar.gz	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	13133	generator_stdout_or_summary,importance_sampling_record,parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_testfill_bin3_10k_20260717/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_bundle.tar.gz	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_delphes.log	8325	delphes_log_or_configuration,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_testfill_bin3_10k_20260717/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_bundle.tar.gz	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	1149	candidate_or_event_summary_log,generator_stdout_or_summary,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_testfill_bin3_10k_20260717/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_bundle.tar.gz	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_candidates.log	264	candidate_or_event_summary_log,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./metadata/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_provenance.json	1515	generation_provenance_metadata	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./metadata/generation_banner.txt	18697	generator_banner_or_lhe_init	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./cards/proc_card_mg5.dat	2226	proc_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./cards/run_card.dat	9217	run_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./cards/pythia_card_default.dat	350	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./cards/pythia8_card_default.dat	4434	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_mg5.log	4969	generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_pythia_hepmc.log	19398	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_delphes.log	8289	delphes_log_or_configuration	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_candidates.log	241	candidate_or_event_summary_log	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_event_summary.log	1126	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_bundle.tar.gz	./metadata/generation_banner.txt	18686	generator_banner_or_lhe_init	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_bundle.tar.gz	./metadata/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_provenance.json	1526	generation_provenance_metadata	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_bundle.tar.gz	./logs/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_mg5.log	4990	generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_bundle.tar.gz	./logs/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_pythia_hepmc.log	18980	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_bundle.tar.gz	./logs/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_delphes.log	8292	delphes_log_or_configuration	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
