index_source	index_ordinal	sample_class	process_or_mode	campaign	member_name	member_type	size_bytes	artifact_types	safe_relative_path	nested_archive	allowlist_candidate	extraction_authorized_now	status
canary	2	signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	./cards/proc_card_mg5.dat	regular_file	2060	proc_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	2	signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	./cards/run_card.dat	regular_file	10719	run_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	2	signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	./cards/pythia8_card_default.dat	regular_file	4434	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	2	signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	./cards/pythia_card_default.dat	regular_file	350	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./metadata/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	regular_file	1442	generation_provenance_metadata	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./metadata/generation_banner.txt	regular_file	18635	generator_banner_or_lhe_init	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./parquet/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.parquet	regular_file	249747	generator_stdout_or_summary	True	False	False	False	not_allowlisted
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./cards/proc_card_mg5.dat	regular_file	2052	proc_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./cards/run_card.dat	regular_file	9208	run_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./cards/pythia_card_default.dat	regular_file	350	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./cards/pythia8_card_default.dat	regular_file	4434	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_candidates.log	regular_file	234	candidate_or_event_summary_log	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	regular_file	5132	generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.log	regular_file	8280	delphes_log_or_configuration	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.log	regular_file	1118	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	regular_file	18772	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./parquet/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.parquet	regular_file	245128	generator_stdout_or_summary	True	False	False	False	not_allowlisted
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./metadata/generation_banner.txt	regular_file	19472	generator_banner_or_lhe_init	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./metadata/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	regular_file	1446	generation_provenance_metadata	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	regular_file	5557	generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	regular_file	18616	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.log	regular_file	8281	delphes_log_or_configuration	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.log	regular_file	1120	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_candidates.log	regular_file	237	candidate_or_event_summary_log	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./cards/proc_card_mg5.dat	regular_file	2037	proc_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./cards/run_card.dat	regular_file	10048	run_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./cards/pythia8_card_default.dat	regular_file	4434	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	./cards/pythia_card_default.dat	regular_file	350	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./parquet/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_hh4b_candidates_v2.parquet	regular_file	600	importance_sampling_record	True	False	False	False	not_allowlisted
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./parquet/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.parquet	regular_file	237299	generator_stdout_or_summary,importance_sampling_record	True	False	False	False	not_allowlisted
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	regular_file	12762	generator_stdout_or_summary,importance_sampling_record,parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_candidates.log	regular_file	266	candidate_or_event_summary_log,importance_sampling_record	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	regular_file	1151	candidate_or_event_summary_log,generator_stdout_or_summary,importance_sampling_record	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_delphes.log	regular_file	8328	delphes_log_or_configuration,importance_sampling_record	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_compile_arguments.txt	regular_file	1201	generation_provenance_metadata,importance_sampling_record	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	regular_file	2116	generation_provenance_metadata,importance_sampling_record	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	regular_file	736	generation_provenance_metadata,importance_sampling_record	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./hepmc/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819.hepmc	regular_file	2456006502	importance_sampling_record	True	False	False	False	not_allowlisted
canary	5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	./root/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_delphes.root	regular_file	788155996	importance_sampling_record	True	False	False	False	not_allowlisted
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./parquet/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_event_summary.parquet	regular_file	249963	generator_stdout_or_summary	True	False	False	False	not_allowlisted
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./metadata/generation_banner.txt	regular_file	19838	generator_banner_or_lhe_init	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./metadata/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_provenance.json	regular_file	1465	generation_provenance_metadata	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_mg5.log	regular_file	5233	generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	regular_file	18738	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_delphes.log	regular_file	8274	delphes_log_or_configuration	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_event_summary.log	regular_file	1126	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_candidates.log	regular_file	232	candidate_or_event_summary_log	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./cards/proc_card_mg5.dat	regular_file	2070	proc_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./cards/run_card.dat	regular_file	10380	run_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./cards/pythia8_card_default.dat	regular_file	4434	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
canary	6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	./cards/pythia_card_default.dat	regular_file	350	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./parquet/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_event_summary.parquet	regular_file	245084	generator_stdout_or_summary	True	False	False	False	not_allowlisted
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./metadata/generation_banner.txt	regular_file	19232	generator_banner_or_lhe_init	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./metadata/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_provenance.json	regular_file	1437	generation_provenance_metadata	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_mg5.log	regular_file	4925	generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_pythia_hepmc.log	regular_file	18473	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_delphes.log	regular_file	8267	delphes_log_or_configuration	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_event_summary.log	regular_file	1070	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_candidates.log	regular_file	223	candidate_or_event_summary_log	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./cards/proc_card_mg5.dat	regular_file	2159	proc_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./cards/run_card.dat	regular_file	9775	run_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./cards/pythia8_card_default.dat	regular_file	4434	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	1	background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	./cards/pythia_card_default.dat	regular_file	350	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./parquet/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_event_summary.parquet	regular_file	245101	generator_stdout_or_summary	True	False	False	False	not_allowlisted
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./metadata/generation_banner.txt	regular_file	19223	generator_banner_or_lhe_init	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./metadata/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_provenance.json	regular_file	1436	generation_provenance_metadata	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_mg5.log	regular_file	4971	generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_pythia_hepmc.log	regular_file	18717	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_delphes.log	regular_file	8267	delphes_log_or_configuration	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_event_summary.log	regular_file	1070	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./logs/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_candidates.log	regular_file	223	candidate_or_event_summary_log	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./cards/proc_card_mg5.dat	regular_file	2159	proc_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./cards/run_card.dat	regular_file	9775	run_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./cards/pythia8_card_default.dat	regular_file	4434	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	2	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	./cards/pythia_card_default.dat	regular_file	350	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./parquet/ggh_hbb_run2_frozen_v2_pilot_shard9601_10k_event_summary.parquet	regular_file	241098	generator_stdout_or_summary	True	False	False	False	not_allowlisted
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./metadata/generation_banner.txt	regular_file	18883	generator_banner_or_lhe_init	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./metadata/ggh_hbb_run2_frozen_v2_pilot_shard9601_10k_provenance.json	regular_file	1417	generation_provenance_metadata	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_pilot_shard9601_10k_mg5.log	regular_file	6123	generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_pilot_shard9601_10k_pythia_hepmc.log	regular_file	18866	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_pilot_shard9601_10k_delphes.log	regular_file	8263	delphes_log_or_configuration	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_pilot_shard9601_10k_event_summary.log	regular_file	1015	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_pilot_shard9601_10k_candidates.log	regular_file	215	candidate_or_event_summary_log	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./cards/proc_card_mg5.dat	regular_file	2157	proc_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./cards/run_card.dat	regular_file	9020	run_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./cards/pythia8_card_default.dat	regular_file	4434	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	3	background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	./cards/pythia_card_default.dat	regular_file	350	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./parquet/ggh_hbb_run2_frozen_v2_train_shard9701_10k_event_summary.parquet	regular_file	241283	generator_stdout_or_summary	True	False	False	False	not_allowlisted
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./metadata/generation_banner.txt	regular_file	18891	generator_banner_or_lhe_init	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./metadata/ggh_hbb_run2_frozen_v2_train_shard9701_10k_provenance.json	regular_file	1417	generation_provenance_metadata	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_train_shard9701_10k_mg5.log	regular_file	6131	generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_train_shard9701_10k_pythia_hepmc.log	regular_file	18128	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_train_shard9701_10k_delphes.log	regular_file	8263	delphes_log_or_configuration	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_train_shard9701_10k_event_summary.log	regular_file	1015	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./logs/ggh_hbb_run2_frozen_v2_train_shard9701_10k_candidates.log	regular_file	215	candidate_or_event_summary_log	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./cards/proc_card_mg5.dat	regular_file	2157	proc_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./cards/run_card.dat	regular_file	9020	run_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./cards/pythia8_card_default.dat	regular_file	4434	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	4	background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	./cards/pythia_card_default.dat	regular_file	350	parton_shower_card	True	False	True	False	candidate_for_pn_b3_allowlist_review
scaleout	5	background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	./parquet/qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_event_summary.parquet	regular_file	245150	generator_stdout_or_summary	True	False	False	False	not_allowlisted
scaleout	5	background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	./metadata/generation_banner.txt	regular_file	19472	generator_banner_or_lhe_init	True	False	True	False	candidate_for_pn_b3_allowlist_review
