sample,method,n_generated_expected,n_events_read,truth_2hbb_events,truth_2hbb_fraction,candidate_events,candidate_efficiency_vs_read,truth_ok_candidates,all4_truth_matched_candidates,all4_truth_matched_fraction_of_candidates,correct_pairing_candidates,correct_pairing_over_all_candidates,correct_pairing_given_all4matched,median_mbb1,median_mbb2,median_avg_mbb,avg_mbb_central68_half_width,median_abs_avg_mbb_minus_125,median_mhh
ggF_HH4b,strict_4b_closest_mass,10000,10000,10000,1.0,641,0.0641,641,379,0.5912636505460218,315,0.4914196567862715,0.8311345646437994,125.11546040952287,110.51655989900905,117.02795283887602,17.728386948723617,13.861528999066167,322.51680792159476
ggF_HH4b,CMS_inspired_top_four_btag_priority_mass_balance,10000,10000,10000,1.0,6040,0.604,6040,1308,0.2165562913907285,845,0.13990066225165562,0.6460244648318043,131.50530965225346,131.81109100249762,134.7492728761526,64.59953891770115,31.224830532341684,401.2864722625268
ggF_HH4b,v2_all_bjet_leading8_closest_mass,10000,10000,10000,1.0,641,0.0641,641,387,0.6037441497659907,323,0.5039001560062403,0.834625322997416,124.80832690345977,110.88660591887825,117.5003030579692,16.060433600200703,13.276264500385125,318.53944046845186
VBF_HH4b,strict_4b_closest_mass,10000,10000,10000,1.0,694,0.0694,694,387,0.5576368876080692,337,0.48559077809798273,0.8708010335917312,125.32342894587596,115.30449534451711,120.84229148858782,24.012390955755308,14.412671502355316,439.8849950615793
VBF_HH4b,CMS_inspired_top_four_btag_priority_mass_balance,10000,10000,10000,1.0,6576,0.6576,6576,1163,0.1768552311435523,875,0.1330596107055961,0.7523645743766122,144.48975227327298,144.15952878854915,150.40073265136402,80.70735454440917,37.215202762940834,528.2711492395681
VBF_HH4b,v2_all_bjet_leading8_closest_mass,10000,10000,10000,1.0,694,0.0694,694,397,0.5720461095100865,344,0.4956772334293948,0.8664987405541562,124.70330454705159,115.71328526451742,120.46105787136507,20.52618053865499,13.204070540609706,431.68643145157085
