final_split	sample_class	process_family	process_or_mode	component	paper_method_role	group_id	member_id	source_index	generated_events	candidate_rows	candidate_path	candidate_sha256	mapping_mode	source_map_row	root_access_mode	root_locator	raw_event_scan_cap	selected_event_cap	deterministic_rank
train	background	background_other_tw_top	tw_top	single_top	authors_inference_background_suite	2458e0e0077b4b360490aa0b	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_bundle.tar.gz	306	10000	10	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/tw_top/0306_tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_hh4b_candidates_v2.parquet	ec6bf64d54a102a486d71761d5c1e17d77fc393d6c3cdd373ae7d15477180caf	primary_candidate_path_or_sha256	394	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_bundle.tar.gz::root/tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_delphes.root	1024	256	1ae0dac346e742b2ef247d4a312b6384a01200abe8647a3c7f1cc69ff1d7908f
train	background	background_other_vbf_hbb	vbf_hbb	waveb	authors_inference_background_suite	0d3465a131ab0343c3671249	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_bundle.tar.gz	496	10000	5	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/vbf_hbb/0496_vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_hh4b_candidates_v2.parquet	1c4ada20de4b6533767c4a5d9a2aa9f02b6048b609c32c6e5367f9b91ddf8273	primary_candidate_path_or_sha256	557	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_bundle.tar.gz::root/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_delphes.root	1024	256	0977bdccf1a7450ff6d0b39d9734bf53a220d160874ee0895b36467a9c86c4ef
train	background	background_other_wh_hbb	wh_hbb	wavec1	authors_inference_background_suite	509e2e7e416c11322408f853	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_bundle.tar.gz	508	10000	3	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0508_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_hh4b_candidates_v2.parquet	3e3df736cb498cf1b5cf44f6ee8bc00083933ed5ddd26f9b4e22e8a843c9e8a0	primary_candidate_path_or_sha256	569	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_bundle.tar.gz::root/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_delphes.root	1024	256	15b0c991a587cdab76438c1b916fd041c7ffa49f816aa1cb6e6e6a9d4c65a83d
train	background	background_other_wwz_zbb	wwz_zbb	triboson	authors_inference_background_suite	08ab83ea7308663ebbcce2ec	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz	312	5200	5	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0312_wwz_zbb_run2_frozen_v2_train_shard9904_5200_hh4b_candidates_v2.parquet	7af1cc27a669db4270a5e1b1f0d8c7e54844a95b024d21a20b574c1398d47276	primary_candidate_path_or_sha256	400	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz::root/wwz_zbb_run2_frozen_v2_train_shard9904_5200_delphes.root	1024	256	3e611b79ebba250dddf935180daba563a95cc64959e68fe38d480c121b9237e1
train	background	background_other_wz_zbb	wz_zbb	wavec1	authors_inference_background_suite	47c50caee3c055bdcaa4f49e	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz	514	10000	2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0514_wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_hh4b_candidates_v2.parquet	591a2dd635089dd32a9a2281826dffb36d0a20e0c76fc8670a21da1428c0f6c3	primary_candidate_path_or_sha256	575	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz::root/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_delphes.root	1024	256	2185fa3a95ff1a5f524d46fdb2e2d9b000481737d6c8707cbeb49150135e0cea
train	background	background_other_wzz_zbb	wzz_zbb	triboson	authors_inference_background_suite	0a34ee6d1ece34fbb1a4de87	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz	317	3300	19	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0317_wzz_zbb_run2_frozen_v2_train_shard9914_3300_hh4b_candidates_v2.parquet	f79c4796968beeacfebe8e7943a0025c70be0d69cd3de24117b805fc189c00c3	primary_candidate_path_or_sha256	405	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz::root/wzz_zbb_run2_frozen_v2_train_shard9914_3300_delphes.root	1024	256	cd6d3a30d9d58c7124cfafe5834e069f32d235c9236f582a2a20eeda888d7283
train	background	background_other_zzz_zbb	zzz_zbb	triboson	authors_inference_background_suite	1596513597a80bad4bbc8fdc	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	319	1500	12	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zzz_zbb/0319_zzz_zbb_run2_frozen_v2_train_shard9921_1500_hh4b_candidates_v2.parquet	83049f6c3a291a88943b5c2914e83340fa8ad613c949278e80d2ad8ae08c680c	primary_candidate_path_or_sha256	407	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz::root/zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes.root	1024	256	8df35a9546e88bedf541b71c3464c0f2eebb5f81a37d944d4191634e5c505176
train	background	background_qcd	qcd_hardqcd	qcd	authors_core_training_background	7f3e4018480247a4a4f74d09	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_bundle.tar.gz	136	10000	1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0136_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_hh4b_candidates_v2.parquet	6beebe6a10c28534b573c7dbced414e56dc6e354214d06d55380650f3bd8d049	primary_candidate_path_or_sha256	224	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_bundle.tar.gz::root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_delphes.root	1024	256	04b5e642849de95def2d2ffc04c33f9604567df8c75d97658f156f74f79a95b6
train	background	background_qcd	qcd_bbbb_iht400to600	wavea	authors_core_training_background	16ca7fe539d16ce0cbe2994e	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	375	10000	1559	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0375_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_hh4b_candidates_v2.parquet	55ca6180eae86bf786529b71cd24548fa0d82873b8a287eff23840eb15589b2c	primary_candidate_path_or_sha256	436	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz::root/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_delphes.root	1024	256	0557058c78a224fa689530ff913a7a9466e277d1b8957fb1d334f089b29df4ed
train	background	background_qcd	qcd_bbbb_general	wavea	authors_core_training_background	331e1d9ade0b6f4ee6de7411	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	359	10000	395	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0359_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_hh4b_candidates_v2.parquet	eb9763605de9651cda8b4f47005bcf5b48a5f3cfcb021fd20b0ae59287630dc3	primary_candidate_path_or_sha256	420	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz::root/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_delphes.root	1024	256	09f763d36f613d28f05ff9ec8fe46f9f1c7274669701efa18e46971b30821742
train	background	background_qcd	qcd_hardqcd	qcd	authors_core_training_background	03b82368ee8a80a11d321612	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820_bundle.tar.gz	218	4532	1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0218_qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820_hh4b_candidates_v2.parquet	c1948efed6ce5feace5e3bf8602480ff1d82815a61cd064ba21349f405151906	primary_candidate_path_or_sha256	306	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820_bundle.tar.gz::root/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820_delphes.root	1024	256	0e16107f8195908fca02de5387e1cb4d424f0d139e492c1e15ced02b1b1b620b
train	background	background_qcd	qcd_bbbb_general	wavea	authors_core_training_background	765df8c6ff15e5ef9646314a	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	356	10000	352	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0356_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_hh4b_candidates_v2.parquet	1aa3ed455f4c0d4e5ddc09d729f6b4d74734b32218162ec5ff0745cae6a22542	primary_candidate_path_or_sha256	417	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz::root/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_delphes.root	1024	256	13629e24a00cbb320ea314120c582054936846f5aa2e0964865e50e87d6ccba4
train	background	background_qcd	qcd_bbbb_iht400to600	wavea	authors_core_training_background	bd8b7f9e133dbca1fd322312	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	371	10000	1595	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0371_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_hh4b_candidates_v2.parquet	e43f7b2e42b74fa6ffd0dd31794c29b84e6d9b62c1b2af292bf3730badff0b4c	primary_candidate_path_or_sha256	432	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz::root/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_delphes.root	1024	256	1a9d5bd49bd2218ec953e8110607604465cda6f3dc117bf0ffccbd4fe329b885
train	background	background_ttbar	ttbar_inclusive	ttbar	authors_core_training_background	45769e5a1a14b913092bc190	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard012_event_summary.parquet	339	10000	32	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__012__ttbar_200k_shard012_pythia8_delphes_v2_hh4b_candidates.parquet	cedeec5f5056c79b9300243d2926e8a8e7783a87c9f56345aaf21e87344f681f	supplemental_unique_ttbar_shard_token		local_file	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard012_pythia8_delphes.root	1024	256	01fd470c7d216ffb5eb7dab6119fc4afb37965b363a41ebb7cdb60b4107c86d6
