canary_index	sample_class	process_or_mode	campaign	member_index	member_name	member_type	size_bytes	safe_relative_path	event_payload	artifact_types	allowlist_candidate	content_opened	content_extracted	status
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	2	./metadata	directory	0	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	3	./metadata/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	regular_file	1442	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	4	./metadata/generation_banner.txt	regular_file	18635	True	False	generator_banner_or_lhe_init	True	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	5	./parquet	directory	0	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	6	./parquet/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_hh4b_candidates_v2.parquet	regular_file	64462	True	True	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	7	./parquet/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.parquet	regular_file	249747	True	True	generator_stdout_or_summary	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	8	./root	directory	0	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	9	./root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	regular_file	924652710	True	True	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	10	./cards	directory	0	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	11	./cards/proc_card_mg5.dat	regular_file	2052	True	False	proc_card	True	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	12	./cards/run_card.dat	regular_file	9208	True	False	run_card	True	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	13	./cards/pythia_card_default.dat	regular_file	350	True	False	parton_shower_card	True	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	14	./cards/pythia8_card_default.dat	regular_file	4434	True	False	parton_shower_card	True	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	15	./source	directory	0	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	16	./source/unweighted_events.lhe.gz	regular_file	10807538	True	True	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	17	./logs	directory	0	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	18	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_candidates.log	regular_file	234	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	19	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	regular_file	5132	True	False	generator_stdout_or_summary	True	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	20	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_compile_converter.log	regular_file	0	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	21	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.log	regular_file	8280	True	False	none	False	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	22	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.log	regular_file	1118	True	False	generator_stdout_or_summary	True	False	False	archive_header_indexed_only
3	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	23	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	regular_file	18772	True	False	parton_shower_card	True	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	1	.	directory	0	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	2	./root	directory	0	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	3	./root/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	regular_file	870890574	True	True	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	4	./parquet	directory	0	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	5	./parquet/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.parquet	regular_file	245128	True	True	generator_stdout_or_summary	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	6	./parquet/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_hh4b_candidates_v2.parquet	regular_file	189794	True	True	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	7	./metadata	directory	0	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	8	./metadata/generation_banner.txt	regular_file	19472	True	False	generator_banner_or_lhe_init	True	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	9	./metadata/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	regular_file	1446	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	10	./logs	directory	0	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	11	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	regular_file	5557	True	False	generator_stdout_or_summary	True	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	12	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_compile_converter.log	regular_file	0	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	13	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	regular_file	18616	True	False	parton_shower_card	True	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	14	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.log	regular_file	8281	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	15	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.log	regular_file	1120	True	False	generator_stdout_or_summary	True	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	16	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_candidates.log	regular_file	237	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	17	./cards	directory	0	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	18	./cards/proc_card_mg5.dat	regular_file	2037	True	False	proc_card	True	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	19	./cards/run_card.dat	regular_file	10048	True	False	run_card	True	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	20	./cards/pythia8_card_default.dat	regular_file	4434	True	False	parton_shower_card	True	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	21	./cards/pythia_card_default.dat	regular_file	350	True	False	parton_shower_card	True	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	22	./source	directory	0	True	False	none	False	False	False	archive_header_indexed_only
4	background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	23	./source/unweighted_events.lhe.gz	regular_file	11725729	True	True	none	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	1	.	directory	0	True	False	none	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	2	./parquet	directory	0	True	False	none	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	3	./parquet/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_hh4b_candidates_v2.parquet	regular_file	600	True	True	importance_sampling_record	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	4	./parquet/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.parquet	regular_file	237299	True	True	generator_stdout_or_summary,importance_sampling_record	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	5	./logs	directory	0	True	False	none	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	6	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	regular_file	12762	True	False	generator_stdout_or_summary,importance_sampling_record,parton_shower_card	True	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	7	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_candidates.log	regular_file	266	True	False	importance_sampling_record	True	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	8	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	regular_file	1151	True	False	generator_stdout_or_summary,importance_sampling_record	True	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	9	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_delphes.log	regular_file	8328	True	False	importance_sampling_record	True	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	10	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_compile_arguments.txt	regular_file	1201	True	False	importance_sampling_record	True	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	11	./metadata	directory	0	True	False	none	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	12	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	regular_file	2116	True	False	importance_sampling_record	True	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	13	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	regular_file	736	True	False	importance_sampling_record	True	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	14	./hepmc	directory	0	True	False	none	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	15	./hepmc/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819.hepmc	regular_file	2456006502	True	True	importance_sampling_record	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	16	./root	directory	0	True	False	none	False	False	False	archive_header_indexed_only
5	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	17	./root/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_delphes.root	regular_file	788155996	True	True	importance_sampling_record	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	1	.	directory	0	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	2	./root	directory	0	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	3	./root/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_delphes.root	regular_file	1010039021	True	True	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	4	./parquet	directory	0	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	5	./parquet/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_event_summary.parquet	regular_file	249963	True	True	generator_stdout_or_summary	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	6	./parquet/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_hh4b_candidates_v2.parquet	regular_file	468374	True	True	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	7	./metadata	directory	0	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	8	./metadata/generation_banner.txt	regular_file	19838	True	False	generator_banner_or_lhe_init	True	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	9	./metadata/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_provenance.json	regular_file	1465	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	10	./logs	directory	0	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	11	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_mg5.log	regular_file	5233	True	False	generator_stdout_or_summary	True	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	12	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_compile_converter.log	regular_file	0	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	13	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	regular_file	18738	True	False	parton_shower_card	True	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	14	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_delphes.log	regular_file	8274	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	15	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_event_summary.log	regular_file	1126	True	False	generator_stdout_or_summary	True	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	16	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_candidates.log	regular_file	232	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	17	./cards	directory	0	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	18	./cards/proc_card_mg5.dat	regular_file	2070	True	False	proc_card	True	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	19	./cards/run_card.dat	regular_file	10380	True	False	run_card	True	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	20	./cards/pythia8_card_default.dat	regular_file	4434	True	False	parton_shower_card	True	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	21	./cards/pythia_card_default.dat	regular_file	350	True	False	parton_shower_card	True	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	22	./source	directory	0	True	False	none	False	False	False	archive_header_indexed_only
6	background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	23	./source/unweighted_events.lhe.gz	regular_file	12876263	True	True	none	False	False	False	archive_header_indexed_only
