sample_class	process_or_mode	campaign	evidence_classes	line_text	source_archive_path	source_member_name	source_line	source_kind	normalization_denominator_authorized	status
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	event_weighting_strategy	Event weighting strategy = -4	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	191	pythia_log_or_card	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	| Subprocess Code | Number of events | sigma +- delta |	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	241	pythia_log_or_card	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	# the events generated: *	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	19	generator_banner	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	# Number of events and rnd seed *	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	151	generator_banner	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	154	generator_banner	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	200	generator_banner	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	# Number of Events : 10000	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	generator_banner	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	# Number of events and rnd seed *	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	23	run_card	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	26	run_card	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	72	run_card	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	unweighted	INFO: Generating 10000.0 unweighted events.	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_mg5.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_mg5.log	50	generator_log_or_summary	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	INFO: # Events generated with PDF: NNPDF23_lo_as_0130_qed (247000)	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_mg5.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_mg5.log	74	generator_log_or_summary	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	event_weighting_strategy	Event weighting strategy = -4	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	191	pythia_log_or_card	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	| Subprocess Code | Number of events | sigma +- delta |	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	239	pythia_log_or_card	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	# the events generated: *	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	19	generator_banner	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	# Number of events and rnd seed *	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	151	generator_banner	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	154	generator_banner	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	200	generator_banner	False	text_candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	# Number of Events : 10000	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	# Number of events and rnd seed *	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	23	run_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	26	run_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	72	run_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	unweighted	INFO: Generating 10000.0 unweighted events.	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_mg5.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_mg5.log	50	generator_log_or_summary	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	INFO: # Events generated with PDF: NNPDF23_lo_as_0130_qed (247000)	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_mg5.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_mg5.log	79	generator_log_or_summary	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	event_weighting_strategy	Event weighting strategy = -4	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	191	pythia_log_or_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	| Subprocess Code | Number of events | sigma +- delta |	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	241	pythia_log_or_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	# the events generated: *	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	19	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	# Number of events and rnd seed *	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	151	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	154	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	200	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	# Number of Events : 10000	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	# Number of events and rnd seed *	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	23	run_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	26	run_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	72	run_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	unweighted	INFO: Generating 10000.0 unweighted events.	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_mg5.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_mg5.log	50	generator_log_or_summary	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	INFO: # Events generated with PDF: NNPDF23_lo_as_0130_qed (247000)	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_mg5.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_mg5.log	74	generator_log_or_summary	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	event_weighting_strategy	Event weighting strategy = -4	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	191	pythia_log_or_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	| Subprocess Code | Number of events | sigma +- delta |	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	236	pythia_log_or_card	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	# the events generated: *	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	19	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	# Number of events and rnd seed *	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	151	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	154	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	200	generator_banner	False	text_candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	# Number of Events : 10000	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	# Number of events and rnd seed *	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	23	run_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	26	run_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	70	run_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	unweighted	INFO: Generating 10000.0 unweighted events.	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	62	generator_log_or_summary	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	INFO: # Events generated with PDF: NNPDF23_lo_as_0130_qed (247000)	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	88	generator_log_or_summary	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	event_weighting_strategy	Event weighting strategy = -4	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	191	pythia_log_or_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	| Subprocess Code | Number of events | sigma +- delta |	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	236	pythia_log_or_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	# the events generated: *	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	19	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	# Number of events and rnd seed *	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	147	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	150	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	194	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	# Number of Events : 10000	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	361	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generated_events	# Number of events and rnd seed *	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	23	run_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	26	run_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	70	run_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	unweighted	INFO: Generating 10000.0 unweighted events.	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	62	generator_log_or_summary	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generated_events	INFO: # Events generated with PDF: NNPDF23_lo_as_0130_qed (247000)	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	88	generator_log_or_summary	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	event_weighting_strategy	Event weighting strategy = -4	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	191	pythia_log_or_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generated_events	| Subprocess Code | Number of events | sigma +- delta |	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	238	pythia_log_or_card	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generated_events	# the events generated: *	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	19	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generated_events	# Number of events and rnd seed *	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	147	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	150	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	194	generator_banner	False	text_candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generated_events	# Number of Events : 10000	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	361	generator_banner	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	# Number of events and rnd seed *	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/run_card.dat	./cards/run_card.dat	23	run_card	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/run_card.dat	./cards/run_card.dat	26	run_card	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/run_card.dat	./cards/run_card.dat	70	run_card	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	unweighted	INFO: Generating 10000.0 unweighted events.	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_mg5.log	./logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_mg5.log	57	generator_log_or_summary	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	INFO: # Events generated with PDF: NNPDF23_lo_as_0130_qed (247000)	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_mg5.log	./logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_mg5.log	84	generator_log_or_summary	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	event_weighting_strategy	Event weighting strategy = -4	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_pythia_hepmc.log	./logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_pythia_hepmc.log	191	pythia_log_or_card	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	| Subprocess Code | Number of events | sigma +- delta |	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_pythia_hepmc.log	./logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_pythia_hepmc.log	243	pythia_log_or_card	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	# the events generated: *	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	19	generator_banner	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	# Number of events and rnd seed *	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	147	generator_banner	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	150	generator_banner	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	194	generator_banner	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	# Number of Events : 10000	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	generator_banner	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	# Number of events and rnd seed *	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/run_card.dat	./cards/run_card.dat	23	run_card	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	unweighted,generated_events	10000 = nevents ! Number of unweighted events	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/run_card.dat	./cards/run_card.dat	26	run_card	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	event_norm	average = event_norm ! average/sum. Normalization of the weight in the LHEF	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/run_card.dat	./cards/run_card.dat	70	run_card	False	text_candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	unweighted	INFO: Generating 10000.0 unweighted events.	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_mg5.log	./logs/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_mg5.log	56	generator_log_or_summary	False	text_candidate_requires_review
