sample_class	process_or_mode	campaign	evidence_class	field	value	source_archive_path	source_member_name	source_kind	normalization_denominator_authorized	status
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	denominator_candidate	n_events	10000	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_provenance.json	./metadata/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_provenance.json	json	False	structured_candidate_requires_review
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	denominator_candidate	n_events	10000	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_provenance.json	./metadata/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_provenance.json	json	False	structured_candidate_requires_review
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	denominator_candidate	n_events	10000	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_provenance.json	./metadata/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	denominator_candidate	n_events	10000	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_provenance.json	./metadata/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	denominator_candidate	n_events	10000	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_provenance.json	./metadata/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	denominator_candidate	n_events	10000	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_provenance.json	./metadata/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	denominator_candidate	n_events	10000	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_provenance.json	./metadata/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_provenance.json	json	False	structured_candidate_requires_review
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	denominator_candidate	n_events	10000	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_provenance.json	./metadata/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_provenance.json	json	False	structured_candidate_requires_review
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	denominator_candidate	n_events	10000	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_provenance.json	./metadata/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	denominator_candidate	n_events	10000	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_provenance.json	./metadata/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	denominator_candidate	n_events	10000	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_provenance.json	./metadata/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	denominator_candidate	n_events	10000	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_provenance.json	./metadata/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	denominator_candidate	n_events	5200	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_provenance.json	./metadata/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_provenance.json	json	False	structured_candidate_requires_review
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	denominator_candidate	n_events	5200	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/wwz_zbb_run2_frozen_v2_train_shard9901_5200_provenance.json	./metadata/wwz_zbb_run2_frozen_v2_train_shard9901_5200_provenance.json	json	False	structured_candidate_requires_review
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	denominator_candidate	n_events	10000	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_provenance.json	./metadata/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	denominator_candidate	n_events	10000	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_provenance.json	./metadata/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_provenance.json	json	False	structured_candidate_requires_review
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	denominator_candidate	n_events	3300	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_provenance.json	./metadata/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_provenance.json	json	False	structured_candidate_requires_review
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	denominator_candidate	n_events	3300	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/wzz_zbb_run2_frozen_v2_train_shard9911_3300_provenance.json	./metadata/wzz_zbb_run2_frozen_v2_train_shard9911_3300_provenance.json	json	False	structured_candidate_requires_review
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	denominator_candidate	n_events	10000	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/metadata/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_provenance.json	./metadata/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_provenance.json	json	False	structured_candidate_requires_review
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	denominator_candidate	n_events	10000	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/metadata/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	./metadata/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	json	False	structured_candidate_requires_review
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	denominator_candidate	n_events	10000	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/metadata/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_provenance.json	./metadata/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_provenance.json	json	False	structured_candidate_requires_review
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	denominator_candidate	n_events	1500	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_provenance.json	./metadata/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_provenance.json	json	False	structured_candidate_requires_review
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	denominator_candidate	n_events	1500	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/zzz_zbb_run2_frozen_v2_train_shard9921_1500_provenance.json	./metadata/zzz_zbb_run2_frozen_v2_train_shard9921_1500_provenance.json	json	False	structured_candidate_requires_review
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	denominator_candidate	n_events	1000	signal/ggf_hh4b/ggf_hh4b_ml_ext20k_frozen_v2_20260716/metadata/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_provenance.json	./metadata/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_provenance.json	json	False	structured_candidate_requires_review
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	denominator_candidate	n_events	1000	signal/ggf_hh4b/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/metadata/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_provenance.json	./metadata/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_provenance.json	json	False	structured_candidate_requires_review
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	denominator_candidate	n_events	10000	signal/vbf_hh4b/vbf_hh4b_sm_pilot10k_20260722_v1/metadata/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_provenance.json	./metadata/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_provenance.json	json	False	structured_candidate_requires_review
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	denominator_candidate	n_events	10000	signal/vbf_hh4b/vbf_hh4b_sm_scaleout90k_20260722_v1/metadata/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_provenance.json	./metadata/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_provenance.json	json	False	structured_candidate_requires_review
