process_or_mode	campaigns	campaign_count	all_campaigns_semantically_complete_candidate	cross_campaign_decay_sampling_mode_compatible_candidate	cross_campaign_branching_convention_compatible_candidate	cross_campaign_hard_process_compatible_candidate	cross_campaign_semantic_compatibility_candidate	common_decay_sampling_mode_candidate	common_vbf_hh_process_line	physical_reference_branching_convention_candidate	numerical_BR_H_to_bb_assigned	external_reference_cross_section_frozen	cross_campaign_denominator_aggregation_authorized	physical_weight_application_authorized
vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1,vbf_hh4b_sm_scaleout90k_20260722_v1	2	True	True	True	True	True	unforced_standard_model_higgs_decay_sampling	"""process_definition"": ""generate p p > h h j j qcd=0"",,generate p p > h h j j qcd=0"	inclusive_VBF_HH_reference_with_no_explicit_BR_H_to_bb_squared_multiplier_because_Higgs_branching_is_sampled_inside_the_generated_event_population	False	False	False	False
