campaign	member_name	member_sha256	line_number	evidence_type	semantic_value	raw_line	exact_bundle_scope	payload_opened
vbf_hh4b_sm_pilot10k_20260722_v1	metadata/generation_banner.txt	3a3be4d1ea1996a992f785e5bf79bd8668a2ec00d14a4a6cedc612bc5939f78e	79	vbf_hh_process_line	generate p p > h h j j qcd=0	generate p p > h h j j QCD=0	True	False
vbf_hh4b_sm_pilot10k_20260722_v1	metadata/generation_banner.txt	3a3be4d1ea1996a992f785e5bf79bd8668a2ec00d14a4a6cedc612bc5939f78e	357	slha_higgs_total_width	6.382339e-03	DECAY  25 6.382339e-03 # WH	True	False
vbf_hh4b_sm_pilot10k_20260722_v1	metadata/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_provenance.json	8fede3d77e52ff31ac0612ff49246ae0278b2897ddd6d4460237d13924273f28	18	vbf_hh_process_line	"""process_definition"": ""generate p p > h h j j qcd=0"","	"""process_definition"": ""generate p p > h h j j QCD=0"","	True	False
vbf_hh4b_sm_pilot10k_20260722_v1	cards/proc_card_mg5.dat	a6f7ceb66905d566455dfdc45e4e689cfc6a17a15418c3e85794be5d4ccc8019	43	vbf_hh_process_line	generate p p > h h j j qcd=0	generate p p > h h j j QCD=0	True	False
vbf_hh4b_sm_scaleout90k_20260722_v1	metadata/generation_banner.txt	f6540886272d0e77fce188b43bd85e8c6bceb396c9e771c179f9d3a53456813e	79	vbf_hh_process_line	generate p p > h h j j qcd=0	generate p p > h h j j QCD=0	True	False
vbf_hh4b_sm_scaleout90k_20260722_v1	metadata/generation_banner.txt	f6540886272d0e77fce188b43bd85e8c6bceb396c9e771c179f9d3a53456813e	357	slha_higgs_total_width	6.382339e-03	DECAY  25 6.382339e-03 # WH	True	False
vbf_hh4b_sm_scaleout90k_20260722_v1	metadata/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_provenance.json	a5c9f8999a5ad53f7efb5334aa9b16f6902a4676e8553fd198a7a271135816e5	18	vbf_hh_process_line	"""process_definition"": ""generate p p > h h j j qcd=0"","	"""process_definition"": ""generate p p > h h j j QCD=0"","	True	False
vbf_hh4b_sm_scaleout90k_20260722_v1	cards/proc_card_mg5.dat	a6f7ceb66905d566455dfdc45e4e689cfc6a17a15418c3e85794be5d4ccc8019	43	vbf_hh_process_line	generate p p > h h j j qcd=0	generate p p > h h j j QCD=0	True	False
