seed,working_point,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
10,previous_v2_loose_mid,0.775,0.5,100.89018076434179,357999.52153481264,0.00028181652403278705,0.16861945336184184,0.0028181652403278705,167,326,77.64092520732599,136.33086894974565
10,previous_v2_loose_best,0.8,0.5,86.04731820106113,307834.3745828429,0.0002795247227268457,0.155088209614852,0.002795247227268457,145,276,66.37519195304486,129.96032333689007
10,ablation_best_median,0.825,0.5,74.43806925887034,237235.02767593585,0.0003137735181355811,0.1528289726281499,0.003137735181355811,131,203,57.76226488877218,89.59498765311851
10,ablation_tighter_qcd_same_top,0.85,0.5,55.18652144467781,180624.48405602382,0.0003055317873049855,0.12985082414885674,0.0030553178730498543,103,148,43.19048370322651,62.098082964545966
10,ablation_qcd825_looser_top,0.825,0.475,75.83400847905384,241433.56921981683,0.00031409885843177685,0.15433526976545736,0.0031409885843177677,132,207,58.75547762871383,91.96845278208951
10,qcd850_looser_top,0.85,0.475,56.582460664861294,183452.723254645,0.0003084307480479368,0.13210515004819506,0.0030843074804793678,104,151,44.18215749384756,63.60242279692782
10,previous_nominal_balanced,0.825,0.525,72.96850750856638,231062.97804875352,0.0003157948890158001,0.15179947868921123,0.003157948890158001,129,199,56.658218200951396,87.04159909461185
11,previous_v2_loose_mid,0.775,0.5,100.1138962016671,329889.42498281336,0.00030347713088069693,0.17430512895657957,0.0030347713088069695,147,290,78.69365300038477,108.27324290593815
11,previous_v2_loose_best,0.8,0.5,83.04279371350935,268151.85235087574,0.00030968569855280417,0.16036572445801678,0.0030968569855280414,123,237,65.34259151692558,98.69304952833112
11,ablation_best_median,0.825,0.5,75.47343575423201,210765.5841769536,0.0003580918395617492,0.1643971454961382,0.003580918395617492,107,181,59.084485128581946,70.39912903148625
11,ablation_tighter_qcd_same_top,0.85,0.5,63.7123686044505,161124.6692924298,0.00039542280449194955,0.158724048191812,0.003954228044919495,86,125,49.607227634057374,48.34694355218812
11,ablation_qcd825_looser_top,0.825,0.475,76.89602762824516,220253.66453607666,0.0003491248501595301,0.1638484486456133,0.0034912485015953,109,186,60.19710653868278,73.80797466829621
11,qcd850_looser_top,0.85,0.475,63.78843503598577,170612.74965155288,0.00037387847723140653,0.15443161255464782,0.003738784772314065,87,130,49.72223496693886,51.68073771384111
11,previous_nominal_balanced,0.825,0.525,70.08733398432052,209841.5258426818,0.00033400125977384003,0.1530008426282448,0.0033400125977384,103,177,55.097158444092905,69.83358213418222
12,previous_v2_loose_mid,0.775,0.5,90.57283133359212,291255.0864186177,0.00031097424751378523,0.16782675015967152,0.0031097424751378518,146,267,67.8618818231204,150.4642915862535
12,previous_v2_loose_best,0.8,0.5,84.28061420594436,228098.34973034935,0.00036949243300347516,0.1764682668299931,0.0036949243300347517,134,210,63.040102401029976,112.99100445057206
12,ablation_best_median,0.825,0.5,76.41534279638462,166773.88764057463,0.00045819728662242586,0.1871184189908251,0.004581972866224258,119,157,57.013484643383094,77.80695146198592
12,ablation_tighter_qcd_same_top,0.85,0.5,64.19177487967174,136607.91670459375,0.0004698979124210094,0.17367665649291256,0.004698979124210093,100,118,47.895519078649784,60.34680360824666
12,ablation_qcd825_looser_top,0.825,0.475,76.55968933181771,174018.3432573061,0.0004399518343799849,0.1835281334321661,0.0043995183437998495,121,161,57.22326131618596,81.1164279826131
12,qcd850_looser_top,0.85,0.475,64.26394814738828,143852.37232132524,0.00044673540735109266,0.1694372481292499,0.004467354073510926,101,122,48.000374899722274,63.65414199745185
12,previous_nominal_balanced,0.825,0.525,76.3431695286681,150966.50282084732,0.0005056960855698227,0.19648522079444253,0.005056960855698228,118,148,56.90873288781288,72.86720628257129
13,previous_v2_loose_mid,0.775,0.5,105.14873210290705,312414.8517402049,0.0003365676488080204,0.18812140106596018,0.003365676488080204,153,281,79.65696872951204,109.54176389422842
13,previous_v2_loose_best,0.8,0.5,97.8009233513872,256903.36979265948,0.0003806914772286559,0.19295589647628325,0.0038069147722865587,143,224,74.13134596663073,82.79821221938846
13,ablation_best_median,0.825,0.5,87.51399109925943,176392.94474800074,0.0004961309037857725,0.20837081249055883,0.0049613090378577245,129,168,66.39556496553021,84.683382075168
13,ablation_tighter_qcd_same_top,0.85,0.5,65.69143243506132,124259.18098352084,0.000528664617898723,0.1863564756790101,0.005286646178987229,102,111,50.14669275939223,56.31847783439772
13,ablation_qcd825_looser_top,0.825,0.475,88.9099303194429,199009.0322434605,0.00044676329168152375,0.19930301837325298,0.004467632916815237,130,176,67.39213269693701,90.02968505625009
13,qcd850_looser_top,0.85,0.475,65.69143243506132,143657.54347383074,0.00045727798796049956,0.17331833731647653,0.0045727798796049955,102,118,50.14669275939223,61.367725715383145
13,previous_nominal_balanced,0.825,0.525,84.501245068531,170220.79680363066,0.000496421393010003,0.20481266022392225,0.00496421393010003,124,160,64.07678438603813,81.7444255867104
14,previous_v2_loose_mid,0.775,0.5,92.36821057254029,312907.42613741884,0.0002951934113956604,0.16512567087954821,0.002951934113956604,136,290,67.50804766964241,121.92792214370395
14,previous_v2_loose_best,0.8,0.5,78.969495967204,251040.1563647099,0.000314569179332718,0.15761145116622,0.00314569179332718,122,235,58.03348717965696,93.03408775683184
14,ablation_best_median,0.825,0.5,70.93926812117843,206690.11933618382,0.0003432155748373966,0.15603673185104353,0.0034321557483739653,106,184,51.932327329547164,71.6873531082265
14,ablation_tighter_qcd_same_top,0.85,0.5,63.19436338799332,132034.7008304651,0.00047861935529460554,0.17391390244317556,0.0047861935529460555,94,127,46.2388768258503,59.98055903615493
14,ablation_qcd825_looser_top,0.825,0.475,72.3883859783213,221508.00671103213,0.0003267980559851971,0.15380631916023965,0.003267980559851971,107,191,52.928702909839465,77.13112705846464
14,qcd850_looser_top,0.85,0.475,64.64348124513619,145503.7042711466,0.0004442737837428033,0.16946800290049918,0.004442737837428033,95,133,47.23532593018326,64.34467727901522
14,previous_nominal_balanced,0.825,0.525,69.49015026403558,203814.1588650547,0.0003409485908682379,0.15392390591375027,0.0034094859086823788,105,180,50.936112315846316,70.13641191695946
15,previous_v2_loose_mid,0.775,0.5,85.71011567830313,288477.2091269587,0.00029711226040245745,0.15957921609199852,0.0029711226040245744,145,276,66.45662732650526,149.96298106038228
15,previous_v2_loose_best,0.8,0.5,82.26571098486522,233017.67358022011,0.0003530449417028615,0.17042151606764974,0.0035304494170286145,134,215,63.46811017220605,115.01185761242397
15,ablation_best_median,0.825,0.5,74.43085290046399,175971.79125596723,0.00042297036570024705,0.1774318039999891,0.00422970365700247,117,161,57.165564643116596,84.52506457944234
15,ablation_tighter_qcd_same_top,0.85,0.5,61.25949272757403,140480.4852062621,0.00043607119264735646,0.16344265065975058,0.004360711926473564,99,118,47.213922079252356,64.94447382481219
15,ablation_qcd825_looser_top,0.825,0.475,75.89433736411843,181347.6873723589,0.00041850182080505695,0.17821873744271904,0.004185018208050569,119,164,58.27137202258356,86.50158559093948
15,qcd850_looser_top,0.85,0.475,61.33341212273532,141828.43274061335,0.00043244792978081156,0.16286039143656206,0.004324479297808116,100,119,47.32467982320238,65.80330911007462
15,previous_nominal_balanced,0.825,0.525,71.5778033683164,173185.4755839311,0.00041330142222941526,0.1719976974618631,0.004133014222294153,114,156,55.06443106606865,82.45433772062485
16,previous_v2_loose_mid,0.775,0.5,105.1351689374587,273858.9058676541,0.0003839026837720102,0.20090214910227833,0.0038390268377201013,157,254,83.53765130337099,108.21540171576504
16,previous_v2_loose_best,0.8,0.5,93.84383464545256,230814.59648996923,0.000406576690003792,0.19533232110281,0.004065766900037919,141,207,74.62157939053989,85.05028160783782
16,ablation_best_median,0.825,0.5,82.09228252917858,168915.28608126251,0.00048599676461303363,0.19974129194755866,0.004859967646130336,119,164,64.99717918765013,79.59439036576582
16,ablation_tighter_qcd_same_top,0.85,0.5,72.44247393580709,125294.52733216449,0.0005781774789233775,0.2046572914586173,0.005781774789233775,108,115,57.54929352505198,55.87378853729034
16,ablation_qcd825_looser_top,0.825,0.475,83.50369931567937,196970.66639207993,0.0004239397715671078,0.1881503101589194,0.004239397715671078,121,171,66.11172867679721,67.82520290590212
