working_point,sample,group,mean_expected_events_450fb,std_expected_events_450fb,median_rows,fraction_within_group
ablation_best_median,VBF_HH4b_SMnorm,signal,4.6948189136995975,0.4975405971011831,60.5,0.06095584465703003
ablation_best_median,Zbbbb_100k,background,3394.4807929139847,447.13531897477765,39.5,0.017202873107509127
ablation_best_median,ggF_HH4b_SMnorm,signal,72.32517711974303,7.18961820656859,54.5,0.93904415534297
ablation_best_median,qcd_bbbb_iht100to200_20000,background,14643.617235749049,4330.5885354219945,1.0,0.07421231832196372
ablation_best_median,qcd_bbbb_iht200to400_combined120k,background,75142.02907439314,12653.39017210147,55.5,0.3808119326837806
ablation_best_median,qcd_bbbb_iht400to600_20000,background,19021.737609784035,2813.67425545232,28.0,0.09640017379639967
ablation_best_median,qcd_bbbb_iht600plus_20000,background,2066.1870856069622,510.40959839222563,19.0,0.01047121972947082
ablation_best_median,ttbar_200k,background,83052.52202083416,11354.914103077374,25.0,0.4209014823608759
ablation_qcd825_looser_top,VBF_HH4b_SMnorm,signal,4.732689845213743,0.4919729643058275,61.5,0.05960171048363605
ablation_qcd825_looser_top,Zbbbb_100k,background,3487.6021359505016,434.48475443787606,40.0,0.016926195914946308
ablation_qcd825_looser_top,ggF_HH4b_SMnorm,signal,74.67257901050353,6.932037877030759,56.5,0.940398289516364
ablation_qcd825_looser_top,qcd_bbbb_iht100to200_20000,background,14477.752865075401,4116.470515655293,1.0,0.07026411610327085
ablation_qcd825_looser_top,qcd_bbbb_iht200to400_combined120k,background,76964.06150143701,12865.694574246032,56.0,0.37352562953063534
ablation_qcd825_looser_top,qcd_bbbb_iht400to600_20000,background,19272.62016837055,2790.1367820971263,29.0,0.09353479326141097
ablation_qcd825_looser_top,qcd_bbbb_iht600plus_20000,background,2089.303748663836,506.0421582006869,19.0,0.010139907935937146
ablation_qcd825_looser_top,ttbar_200k,background,89756.26492996284,12035.074029835961,26.0,0.43560935725379935
ablation_tighter_qcd_same_top,VBF_HH4b_SMnorm,signal,3.9269667378796407,0.4750428645167396,52.5,0.06192251800685248
ablation_tighter_qcd_same_top,Zbbbb_100k,background,2406.3032116722984,371.2983893233236,28.0,0.016535332151912847
ablation_tighter_qcd_same_top,ggF_HH4b_SMnorm,signal,59.49045981840275,6.16171413262991,43.0,0.9380774819931476
ablation_tighter_qcd_same_top,qcd_bbbb_iht100to200_20000,background,13170.202017964328,1050.5058863256986,1.0,0.09050133990532629
ablation_tighter_qcd_same_top,qcd_bbbb_iht200to400_combined120k,background,48825.734811593415,8781.30639646871,35.0,0.3355145514308774
ablation_tighter_qcd_same_top,qcd_bbbb_iht400to600_20000,background,13257.602821928944,2926.8777311451954,20.5,0.09110192977151142
ablation_tighter_qcd_same_top,qcd_bbbb_iht600plus_20000,background,1497.1458247548173,419.6308970830196,13.5,0.010287898620625607
ablation_tighter_qcd_same_top,ttbar_200k,background,66367.9508515639,9931.837547189198,20.0,0.4560589481197465
previous_nominal_balanced,VBF_HH4b_SMnorm,signal,4.59275515106404,0.49347962362702874,60.0,0.06182358001310694
previous_nominal_balanced,Zbbbb_100k,background,3247.9342173093983,434.43898180655054,38.0,0.017206460353116217
previous_nominal_balanced,ggF_HH4b_SMnorm,signal,69.69532635586827,6.457003838877261,52.5,0.938176419986893
previous_nominal_balanced,qcd_bbbb_iht100to200_20000,background,14643.617235749049,4330.5885354219945,1.0,0.07757694661742685
previous_nominal_balanced,qcd_bbbb_iht200to400_combined120k,background,73045.48568051083,11862.782525335535,53.5,0.38697035384448486
previous_nominal_balanced,qcd_bbbb_iht400to600_20000,background,18545.05998546455,3068.0356259296595,27.5,0.09824547482688772
previous_nominal_balanced,qcd_bbbb_iht600plus_20000,background,2026.1346032011065,523.8306690404673,18.5,0.010733777960853227
previous_nominal_balanced,ttbar_200k,background,77254.25345218816,12120.394988904694,24.0,0.40926698639723114
previous_v2_loose_best,VBF_HH4b_SMnorm,signal,5.4500798829765085,0.5672688376356261,72.5,0.062006913230750325
previous_v2_loose_best,Zbbbb_100k,background,4378.10738001262,442.67704027599405,50.0,0.01741379026144718
previous_v2_loose_best,ggF_HH4b_SMnorm,signal,82.44463377088293,7.7344601013087715,61.0,0.9379930867692496
previous_v2_loose_best,qcd_bbbb_iht100to200_20000,background,16582.11624718854,5531.186634270511,1.0,0.06595486801848256
previous_v2_loose_best,qcd_bbbb_iht200to400_combined120k,background,106389.51988613648,17938.98903900718,76.5,0.4231611115275807
previous_v2_loose_best,qcd_bbbb_iht400to600_20000,background,24422.081872543124,3960.55545338178,37.5,0.09713809520019842
previous_v2_loose_best,qcd_bbbb_iht600plus_20000,background,2639.85307701885,644.19087098784,25.0,0.010499936117169815
