working_point,qcd_threshold,top_threshold,n_boot,S_over_sqrtB_mean,S_over_sqrtB_std_bootstrap,S_over_sqrtB_p16,S_over_sqrtB_p50,S_over_sqrtB_p84,S_over_B_mean,S_over_B_std_bootstrap,B_events_p16,B_events_p50,B_events_p84
previous_v2_loose_mid,0.775,0.5,4000,0.1809393197355951,0.027653453449782754,0.1538950426858885,0.1794052337551551,0.20814903213841118,0.0003350783873303972,6.360966845207679e-05,258753.92462280343,293771.29509135184,338543.43727619294
ablation_qcd825_looser_top,0.825,0.475,4000,0.17993967484212867,0.030330128250223163,0.14986301592600437,0.17862464157498054,0.21050807573266356,0.000410765814688569,8.906791693461754e-05,165800.06929375904,196054.49980233822,231010.9659581584
previous_v2_loose_best,0.8,0.5,4000,0.1796731515521658,0.029929194873610544,0.14934803698745702,0.17793878830473198,0.21016379091706208,0.000368880161426707,7.706126068202404e-05,209220.74718641184,238900.31158563108,280400.5904832137
ablation_best_median,0.825,0.5,4000,0.17881930973456742,0.031381094630053535,0.14719163297871524,0.17690791542573664,0.209939280294134,0.00041746713914173495,9.438231638485296e-05,158518.49337348065,186427.56577174022,223480.86878367048
previous_nominal_balanced,0.825,0.525,4000,0.1766050121646677,0.03188622297232753,0.14387849180263604,0.17578470029197818,0.20821687380715911,0.0004240693112077185,0.00010050064460908738,148059.90270124545,177198.8704857059,213572.32510315892
qcd850_looser_top,0.85,0.475,4000,0.17444787722739452,0.03248843729596303,0.1416494542087071,0.17332126539435858,0.20698006777272998,0.00047008444017432365,0.00011395355562297719,117849.47398347426,141859.11197191873,168557.4675336357
ablation_tighter_qcd_same_top,0.85,0.5,4000,0.17391038279073673,0.03261933770845716,0.14171461557352902,0.17235021264460673,0.2066654204589264,0.000481463852229126,0.00011741006221517518,111294.78835346173,133677.44238412826,159790.51644577945
