replication_lane	new_file_count	new_event_count	ensemble_signal_mean_across_file_means	ensemble_signal_file_mean_min	ensemble_signal_file_mean_max	ensemble_signal_file_mean_range	ensemble_signal_file_mean_population_std	ensemble_qcd_file_mean_range	ensemble_ttbar_file_mean_range	ensemble_signal_gt_0p997_fraction_range	ensemble_signal_quantile_0p5_range	ensemble_signal_quantile_0p9_range	ensemble_signal_quantile_0p99_range	canary_reference_included	interpretation
qcd	2	256	0.09582274430798371	0.08983624575992584	0.10180924285604159	0.011972997096115753	0.005986498548057877	0.00398254463410308	0.007990456167110917	0.0	0.001365864570142131	0.00283643869645972	0.06602498634765397	False	unweighted_new_file_response_diagnostic_not_efficiency
ttbar	2	256	0.04393231011424631	0.032855599385879605	0.055009020842613006	0.0221534214567334	0.0110767107283667	0.019539543755405675	0.0026138806209700105	0.0	1.093142147380538e-06	0.01224198825965174	0.3365258742254784	False	unweighted_new_file_response_diagnostic_not_efficiency
zjets	2	256	0.2698872233311934	0.26979552245245386	0.26997892420993297	0.00018340175747910692	9.170087873955346e-05	0.008097737987526443	0.007914336177763714	0.0234375	0.015529700393983603	0.0676120797022215	0.0034051464564861522	False	unweighted_new_file_response_diagnostic_not_efficiency
zz	1	128	0.026409767598140108	0.026409767598140108	0.026409767598140108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	unweighted_new_file_response_diagnostic_not_efficiency
