replication_lane	replication_rank_within_lane	replication_selection_policy	sampling_mode	sample_group	process_family	remote_path	remote_size_bytes	remote_adler32	frozen_selection_rank_within_group	frozen_deterministic_rank_sha256	target_valid_events_per_file	scan_limit_per_file	physical_weight_status
qcd	1	same_canary_sample_group_exclude_canary_paths_complete_identity_within_size_bound_then_deterministic_rank_sha256_then_remote_path	high_score_tail_stability_v1	QCD_DelphesHH4JTrig_forInfer_merged_ntuple	qcd	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid1.root	969674887	f6ebd6b5	1	071c1bce4d308f11bd799a13573628f33fb786415c04c65abae41f967805176f	128	4096	blocked_pending_author_clarification
qcd	2	same_canary_sample_group_exclude_canary_paths_complete_identity_within_size_bound_then_deterministic_rank_sha256_then_remote_path	high_score_tail_stability_v1	QCD_DelphesHH4JTrig_forInfer_merged_ntuple	qcd	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid62.root	970883574	a635adbc	2	093e33be70afea78e7cb9197a8c005fabb164c7cd522089b5f16e33de27f9ae2	128	4096	blocked_pending_author_clarification
ttbar	1	same_canary_sample_group_exclude_canary_paths_complete_identity_within_size_bound_then_deterministic_rank_sha256_then_remote_path	high_score_tail_stability_v1	TTbar_forInfer_ntuple	ttbar	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0045.root	1355253655	5ee51885	1	014ce107a1280f5d941054150293bfc3a44c69d393519c85b4a97cca7a25ef68	128	4096	blocked_pending_author_clarification
ttbar	2	same_canary_sample_group_exclude_canary_paths_complete_identity_within_size_bound_then_deterministic_rank_sha256_then_remote_path	high_score_tail_stability_v1	TTbar_forInfer_ntuple	ttbar	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0036.root	1355222248	90c6c23b	2	02c34b010953be2f6ec17e281b001d14e34e39bfe3c8ab787653d6f156eadc6a	128	4096	blocked_pending_author_clarification
zjets	1	same_canary_sample_group_exclude_canary_paths_complete_identity_within_size_bound_then_deterministic_rank_sha256_then_remote_path	high_score_tail_stability_v1	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id500-999.root	1763435733	c5d36b3f	1	11cf381535cd2f58523e3a5e66b45d9e50ed50f62b062677b528d1cf3b930a06	128	4096	blocked_pending_author_clarification
zjets	2	same_canary_sample_group_exclude_canary_paths_complete_identity_within_size_bound_then_deterministic_rank_sha256_then_remote_path	high_score_tail_stability_v1	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id0-499.root	1759940750	aa7186e9	2	193de740ff0d7750913f3bed6c6ba98763f04e8a9bb95e0586a5a622e1479d25	128	4096	blocked_pending_author_clarification
zz	1	same_canary_sample_group_exclude_canary_paths_complete_identity_within_size_bound_then_deterministic_rank_sha256_then_remote_path	high_score_tail_stability_v1	ZZ_ntuple	zz	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0000.root	1122900950	5acf887b	2	4ccfa993bee38bf69a12b3747f4681229568baeadbd8d1f29e5b7eb77b30d8a5	128	4096	blocked_pending_author_clarification
