canary_class	production_row_index	source_uid	generated_events	transport_class	output_path	output_sha256	broad_eligible_rows	assignment_matchable_rows	transport_overlap_rows	status
ordinary_signed_sidecar	374	1596513597a80bad4bbc8fdc::background::319::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	1500	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_broad_train_single_source_worker_canary_v1/parquet/source_0374_ead19061246a4af7.parquet	93eaefe80c4d8d4639e9daf799f807fe11f795039de22ce6027187e0e950024b	729	0	1500	pass
hard_qcd_variable_fragment	202	e5ff572c7d0297ac256a6c61::background::212::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9812_seed1219812_bundle.tar.gz	2809	qcd_variable_frozen_fragment	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_broad_train_single_source_worker_canary_v1/parquet/source_0202_df5cf40100b364bd.parquet	8a9779be0a389946bed121b26b68c68d5dce5af94fc1e31afa0f9ed288008a51	158	0	0	pass
nested_ggf_signal	377	0540a4c78a021d63f3a941b1::signal::45::ggf_shard_045	1000	uniform_member_constant	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_broad_train_single_source_worker_canary_v1/parquet/source_0377_0513d74b62257da4.parquet	8b0193abfa99dcdc6f5faac208d7cffb929acd8114b0e501dbca4f76acbc7e3e	600	202	0	pass
local_direct_root	237	1292acdf3e3add4887eb1585::background::342::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard016_event_summary.parquet	10000	uniform_member_constant	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_broad_train_single_source_worker_canary_v1/parquet/source_0237_61a62231ce14a237.parquet	99ae904e44ce9364bf56ca75725df9d5e8a1be93d75207ae00a4adcd5747f39d	6653	0	0	pass
auxiliary_qcd	0	331e1d9ade0b6f4ee6de7411::background::359::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	10000	not_applicable_auxiliary_qcd	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_broad_train_single_source_worker_canary_v1/parquet/source_0000_b109098209bda84b.parquet	509ca6106b4d330bcda8cc3ae4488dc75411cc5abc3ace3e3b0ab1fa313d3b49	2915	0	0	pass
