scenario	scenario_description	projection_class	ggf_expected_signal_yield	vbf_expected_signal_yield	total_expected_signal_yield	background_included	significance_authorized
run2_138fb	CMS Run 2, 138 fb^-1 at 13 TeV	direct_run2_normalization	26.23699729377174	1.464808378994688	27.70180567276643	False	False
run2_plus_run3_hh_published_200fb	CMS HH-paper scenario: 138 fb^-1 at 13 TeV plus 62 fb^-1 at 13.6 TeV	energy_separated_cross_section_projection_using_run2_acceptance	39.31181148165911	2.195859794931712	41.50767127659083	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	62.298178360364346	3.48109534875648	65.77927370912083	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	674.1741614322804	37.84619983872	712.0203612710004	False	False
