source_fold	variable	rows	min	q0_01	q0_05	median	q0_95	q0_99	max
0	mbb1	206236	15.592951427450222	51.47125620418647	75.82006804115747	124.17538813015432	234.57043935415277	459.8772784654286	2375.0275608149504
0	mbb2	206236	16.87010473895472	52.58876063514778	76.99463112877987	123.38931113161448	228.30979975985574	429.07059723137473	2596.8198225822625
0	r_hh_125_125	206236	0.017831239483490403	2.7608507504843773	6.516828376373673	32.62103787178904	175.11320785631347	467.59868139806173	2473.4467537788482
0	r_hh_125_120	206236	0.016998179144021186	2.8818853972881615	6.654979381133307	32.175900744140975	177.81036702286502	470.33951349269705	2478.4434716178107
0	ht_selected_jets	206236	124.69832420349121	163.88208217620848	194.91082954406738	358.8788146972656	1291.2289943695068	1873.3981399536128	3935.729362487793
0	ht_candidate_jets	206236	123.47262573242188	159.78096981048583	184.84127807617188	286.69245529174805	794.7183256149292	1518.0267995834347	3756.00284576416
0	ht_selected_bjets	206236	0.0	0.0	0.0	99.00509262084961	373.2330379486084	645.5524393081664	2539.74169921875
0	mhh	206236	102.48326113957486	188.56464197394152	225.50760373278638	358.5432197869525	1017.5651799504233	2018.4158388382841	6377.467734481079
0	h1_pt	206236	2.4376129911930104	22.461028260904836	38.80986944328994	119.48052633668905	491.9143296503015	805.3115285663953	1828.117278124661
0	h2_pt	206236	0.10169258153594299	5.944376960001995	14.050720707574191	68.19555255707229	266.0369943781998	656.0321962561353	1577.594891699819
0	drbb1	206236	0.383546037046454	0.47577481062239957	0.6424256570653208	1.8752789037204751	3.097240864777884	3.475175543342753	5.4382286165117195
0	drbb2	206236	0.39533579021098153	0.5502516673632784	0.9280811445630498	2.5100308616904963	3.3897356171901007	3.824933302101244	5.64531320707043
0	h_delta_r	206236	0.005807856693149171	0.4447518851725061	1.0273629122329266	2.9540637425446494	4.5499989891689285	5.61142070448692	11.47019926585938
0	h_pt_balance	206236	2.022038910361907e-06	0.003540620596518399	0.017637677374896202	0.2229224798152868	0.7284035557780791	0.8764840444575727	0.9980643534012146
0	abs_h_delta_eta	206236	1.1960655846632307e-05	0.021172399684528127	0.10358997375253952	1.1618188983046087	3.83538782167045	5.12268084355611	11.43852465648548
1	mbb1	209833	17.773911204949435	52.55874742397649	76.48713785491509	124.42895911972012	272.07319118851905	606.7558230582955	2824.7852547843736
1	mbb2	209833	14.891513669737666	53.748703156401355	77.22800310755296	123.4189882475718	251.86823631987377	560.5600806811836	2673.1857052756786
1	r_hh_125_125	209833	0.04593443886154023	2.803458897338019	6.658705382218628	33.48440885973435	228.40250064961617	674.8368324484472	2742.49995371934
1	r_hh_125_120	209833	0.02031090388145704	2.9319846413393678	6.776670810316434	32.954595345014006	231.2515043121221	678.1022183237765	2743.3833972922816
1	ht_selected_jets	209833	126.59820747375488	161.1141452026367	191.1931137084961	353.99890518188477	2047.7115882873522	2825.846853637694	6081.1231689453125
1	ht_candidate_jets	209833	124.79318237304688	157.6905661010742	182.10114784240722	284.37828826904297	1149.8691955566405	2350.7347552490232	6081.1231689453125
1	ht_selected_bjets	209833	0.0	0.0	0.0	98.8154296875	376.3228240966796	781.0542138671839	5566.0595703125
