source_fold	variable	rows	min	q0_01	q0_05	median	q0_95	q0_99	max
1	mhh	209833	88.08106706063558	186.8731209505918	224.11107011924094	361.01837868062665	1259.849927620335	2941.653932893759	8177.603485874105
1	h1_pt	209833	3.9415571933245834	21.70789458121734	37.751560730322325	118.14586841328082	683.5696292825364	1252.5556088476176	2908.517835791404
1	h2_pt	209833	0.14223610373229195	5.777125655797292	13.775985814065063	67.49280439363814	342.0259597305922	1058.8664705573012	2737.753190290576
1	drbb1	209833	0.37338691447681516	0.46524815995255875	0.6197053905118043	1.8876555229501994	3.1085263708518975	3.4990885184472176	5.286648423666417
1	drbb2	209833	0.38615288468836834	0.5314397725644188	0.9020735631278977	2.5178130836591834	3.4023243866093824	3.8443936012116002	5.629868808611641
1	h_delta_r	209833	0.011648958453751787	0.4581786120922253	1.034120401028167	2.9612908224676864	4.600762703898597	5.713427507704819	10.0322305738681
1	h_pt_balance	209833	2.6925597718020735e-07	0.0034129884488181277	0.017212164111556037	0.2241725362959305	0.740234008534054	0.8851324581374956	0.9975362174957356
1	abs_h_delta_eta	209833	3.681345041028905e-06	0.02124742969761082	0.10545094175219916	1.1735375570236477	3.903410993750237	5.240772437634114	9.72398676593328
2	mbb1	211149	15.935908368405885	49.856008955424834	73.88675929011856	123.2769917457299	220.5520218957134	387.90702432376753	1731.2212775412281
2	mbb2	211149	15.355633499637529	51.43215634443465	75.5709272915476	122.58298105631884	216.33919425802742	368.9843146409263	1586.0081794231364
2	r_hh_125_125	211149	0.04171022867203473	2.8263536736504444	6.768619395446825	33.376932449244855	152.66308252188196	351.3273015087105	1636.9960129583117
2	r_hh_125_120	211149	0.12674733240769362	2.972630585952223	6.856814841505384	32.86261625887786	155.3654908757757	354.45422855795624	1637.9683162749266
2	ht_selected_jets	211149	127.12921524047852	161.90457595825194	190.99732666015626	342.37122344970703	871.0309059143062	1313.3328392028805	4121.342342376709
2	ht_candidate_jets	211149	127.12921524047852	158.00802688598634	181.93080101013183	279.4849395751953	616.2864494323709	1008.4458026123024	3797.7677307128906
2	ht_selected_bjets	211149	0.0	0.0	0.0	97.38899230957031	339.4003967285153	535.9417395019517	2825.4839630126953
2	mhh	211149	88.21437382117189	185.38372992642533	222.45326269676156	354.75139979982976	878.4620158845663	1452.5274843330162	4547.887039961033
2	h1_pt	211149	2.235279128527777	21.52059690857711	37.26084685071657	113.28820380704457	341.2235147465642	548.9938755539513	1794.217270708403
2	h2_pt	211149	0.028181727222247408	5.728864685713442	13.580202591137754	65.44795622030853	229.20896267117183	410.30484892816406	1763.212534532442
2	drbb1	211149	0.386821881264394	0.48858090384535685	0.6836967513646354	1.9382941918041712	3.1256818209315504	3.5281917041889725	5.287398798680294
2	drbb2	211149	0.38702486179918166	0.5703708895875297	0.9751355582127116	2.546961685598409	3.41201999363592	3.8576000813787807	5.378608515579274
2	h_delta_r	211149	0.012511931260663063	0.4628513940619664	1.0616155990679481	2.981741939736375	4.671871242366604	5.756802061981799	10.518128403180876
2	h_pt_balance	211149	3.639458131445773e-06	0.0033048128866671684	0.017626041716111207	0.21656531957684405	0.7093464061323065	0.8647227013193007	0.999676969707933
2	abs_h_delta_eta	211149	3.514046923580594e-05	0.02124203082504734	0.10543191892109255	1.2028619848998492	3.967943177377906	5.2814814175398315	10.13760447723752
3	mbb1	208797	16.874663655915604	52.9833718653374	76.51489244840599	124.60476206422497	236.14210265244424	439.4605551158446	2588.4144952629485
3	mbb2	208797	19.20587459370112	53.02013822654409	76.9862918584325	123.65533610943704	228.484392948982	418.11103504288326	2294.3932826261407
3	r_hh_125_125	208797	0.057486056303936564	2.8415625202572206	6.65415002381894	33.128791965275575	172.45311257389216	429.12157532854343	2465.5265282807254
3	r_hh_125_120	208797	0.11168265379656028	2.9435007696238706	6.770079323370761	32.75623461590782	174.99776708035301	432.21463108858933	2465.738501941105
3	ht_selected_jets	208797	125.02472877502441	162.58046760559083	193.69247283935547	355.2139663696289	1103.1771286010742	1843.9518764495854	4855.979793548584
3	ht_candidate_jets	208797	125.02472877502441	159.10087326049805	184.42919006347657	287.49077224731445	708.3100868225074	1463.6011338806154	3001.8067474365234
3	ht_selected_bjets	208797	0.0	0.0	0.0	99.691650390625	357.2403091430658	624.0363839721682	2635.766357421875
3	mhh	208797	108.11336528072079	189.29686360841322	226.40953033090366	363.4350921890261	956.6263747097464	1880.2491008023508	5709.249358711843
3	h1_pt	208797	1.3450988740999885	22.012647660696956	38.34703352957012	119.85143765807541	394.01383633417447	794.9125393342732	1739.496764658849
3	h2_pt	208797	0.07729920155402809	6.016383126787633	14.211530768275637	69.33400027452349	252.12586503879106	625.9977740985693	1423.289692394687
3	drbb1	208797	0.37388820284392055	0.494235904830243	0.6738480192823714	1.8813845208183342	3.107301486613874	3.5127386525607105	5.294565853518356
3	drbb2	208797	0.3810007820280408	0.5751784354297159	0.9452679362827286	2.5049873304342714	3.389408914159206	3.839555501161916	5.493655107629614
3	h_delta_r	208797	0.006719756981673973	0.4596157388010556	1.0764855375950455	2.981459388775099	4.597885128667276	5.656950945194651	11.309859935575554
3	h_pt_balance	208797	2.9906698050269446e-06	0.0033676387498626816	0.01708594011909399	0.2144783299887105	0.7164720376787682	0.8686443048016571	0.9974157076958654
3	abs_h_delta_eta	208797	2.3312710117906477e-06	0.021108327368462687	0.10653595897413058	1.1824635462905906	3.8818846284144968	5.18114826415445	11.306749058773594
4	mbb1	206382	17.449308714208634	49.45404162544065	73.85372982943348	123.39087257714863	209.57775745772295	343.32524916371875	1636.5729810678636
4	mbb2	206382	15.657121792816557	51.16611411600357	75.9771439214817	122.92967273144268	208.8526192383136	334.6064088396455	1320.4116004071518
4	r_hh_125_125	206382	0.028138357639294342	2.736750520559007	6.587443566016521	32.53244888935174	137.01652784645285	290.48967409700344	1512.4120219629112
4	r_hh_125_120	206382	0.10131859619006187	2.883528783435779	6.725515587399513	32.08566701238295	139.5680464892663	294.1194252093214	1512.5868025059722
4	ht_selected_jets	206382	124.13724899291992	164.2160968208313	194.98957290649415	347.44318866729736	797.1195459365836	1167.080337791443	5220.56575012207
4	ht_candidate_jets	206382	124.13724899291992	160.0897486114502	184.8418758392334	282.12992668151855	558.7783794403075	803.401987075806	3040.4229278564453
4	ht_selected_bjets	206382	0.0	0.0	0.0	98.15654373168945	339.8158710479732	531.4299166488654	2032.7837219238281
4	mhh	206382	84.60119940338446	187.65428779764977	224.8390475449461	354.2829373440036	804.3605063377711	1217.2918813073675	3858.3328769878585
4	h1_pt	206382	1.9788812403182814	22.38127039978137	38.79578394230484	115.56872268565486	307.65046852474893	455.82028701235066	2868.6041770282704
4	h2_pt	206382	0.03884952586670789	5.863291673236916	13.972169366842156	66.76707544640222	208.76055854517662	319.612008403339	1237.3927087641416
4	drbb1	206382	0.3841520037780707	0.4999706651662493	0.6985744907670474	1.9162045411744415	3.111336668456394	3.502076238391983	5.416089513858282
4	drbb2	206382	0.38824898420339565	0.5941779578123342	1.0078279463368676	2.5333582190178205	3.3987803970195714	3.8305454537753856	5.5717501314696385
4	h_delta_r	206382	0.0076519523500707285	0.4442170708916439	1.0443852273983865	2.960600391063242	4.605970311835985	5.6645663754424405	10.394970819619548
4	h_pt_balance	206382	6.569719131656147e-06	0.00359407872068624	0.018163027709595936	0.2166177901876905	0.7075946146782108	0.8657926958975184	0.9987084001185216
4	abs_h_delta_eta	206382	1.3336970538457837e-05	0.02054884139064345	0.10450457292650947	1.1714962262433417	3.8809013738930256	5.16192402536656	10.353624396181804
