member	seed	root_path	root_bytes	root_sha256	delphes_entries	output_directory	output_tree_exists	output_files_before_execution
ttbar_100k_shard001	105001	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard001/root/ttbar_100k_shard001_pythia8_delphes.root	916880175	cd812441e240f0fd7b137129aadf4def052907f44830784879ca4e5a0d6f395c	10000	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard001	True	0
ttbar_100k_shard002	105002	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard002/root/ttbar_100k_shard002_pythia8_delphes.root	916357867	3328999ac5bc867fc29b29e220d382d468076a4f85b8f6c8193679a702992d61	10000	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard002	True	0
ttbar_100k_shard004	105004	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard004/root/ttbar_100k_shard004_pythia8_delphes.root	916380037	fc7d89902695b64ba84ee39c183dd89b549840e32cf1de9f086f96df7b2dad4c	10000	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard004	True	0
ttbar_100k_shard005	105005	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard005/root/ttbar_100k_shard005_pythia8_delphes.root	917874479	5a405c983c1fea331dfd853caef09b05f1c092b543d0d80dedf7f303fac03111	10000	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard005	True	0
ttbar_100k_shard007	105007	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard007/root/ttbar_100k_shard007_pythia8_delphes.root	917591749	181529274199a5f38c795590dd471ed3d8e0dbe4676d5678c3b744ebf09643a2	10000	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard007	True	0
ttbar_100k_shard008	105008	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard008/root/ttbar_100k_shard008_pythia8_delphes.root	913050087	04f3142f14807b77601b735a4901bfe411102bcdc29f17c27189a75869800c50	10000	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard008	True	0
ttbar_100k_shard009	105009	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard009/root/ttbar_100k_shard009_pythia8_delphes.root	918144772	62fa589354ecfb8415331393e83c01475a2fe19f30d96bf46cad11bdfca2d50f	10000	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard009	True	0
