threshold,disagreement_type,row_index,process_label,u_prob32,u_logit,delta,score_float32
4.5,only_u_prob32,193602,signal,4.50044402633476,4.499948254669622,10.3614821434021,0.999968409538269
4.5,only_u_prob32,213003,signal,4.50044402633476,4.4997827967941335,10.361101150512695,0.999968409538269
4.5,only_u_prob32,271112,signal,4.50044402633476,4.499840365366355,10.361233711242676,0.999968409538269
