seed,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
10.0,0.8,0.525,91.74695742029783,244418.2327186043,0.00037536871288127257,0.18557730819696172,0.0037536871288127256,135.0,232.0,70.86411978393613,121.66629687557786
11.0,0.875,0.625,46.18486752708111,66439.6110398175,0.0006951405464942044,0.17917860936098817,0.006951405464942043,56.0,64.0,35.57062192644407,32.35933406857883
12.0,0.85,0.5,63.438876562500006,86453.92916201858,0.0007337882404813861,0.21575611604520675,0.00733788240481386,82.0,94.0,45.958105661540095,50.003749487063374
13.0,0.875,0.6,43.1063240024304,56803.079373335444,0.0007588730131885316,0.18086521496187563,0.007588730131885315,67.0,51.0,33.06121424410595,27.59277360510557
14.0,0.85,0.6,61.22633811394237,119400.14663482654,0.0005127827715421241,0.17718863211121236,0.00512782771542124,82.0,105.0,44.09390617522329,54.76640869112886
15.0,0.875,0.7,45.72271190952276,62726.53913600194,0.0007289213232438672,0.18256029049984407,0.007289213232438672,49.0,60.0,33.78343499212976,33.41941614534419
16.0,0.875,0.675,39.90450577037445,33346.170267413654,0.0011966743242287615,0.2185239059609853,0.011966743242287614,59.0,42.0,31.530683834005384,20.159316573266825
17.0,0.8,0.6,88.05144427185179,272940.96157404105,0.00032260252826861224,0.16853966458908778,0.0032260252826861223,125.0,236.0,68.03429697930855,137.38465664859848
18.0,0.8,0.55,89.86746604495006,239701.6562134473,0.0003749138302362238,0.18355532111201794,0.003749138302362238,131.0,211.0,66.22948908200426,123.29264881848677
19.0,0.85,0.6,70.32488786403462,91058.95923052418,0.0007723005891820118,0.23304924872557056,0.007723005891820118,91.0,75.0,51.4277041219087,45.297662610587054
20.0,0.875,0.525,50.75325948662925,78000.5982790136,0.0006506778230736293,0.18172512318513073,0.0065067782307362924,68.0,76.0,40.689727508169675,41.34209358603444
21.0,0.825,0.55,92.7473667565314,186586.81757728872,0.0004970735229894429,0.21471436920165124,0.004970735229894429,122.0,162.0,66.99076216880653,90.76525287797809
22.0,0.825,0.575,84.40755224008811,202957.7612685675,0.00041588728468675956,0.18736068880153608,0.004158872846867595,112.0,185.0,65.8865662918154,101.69361472924741
23.0,0.8,0.525,82.00496766283806,347742.3734281958,0.00023582103858784125,0.13906292332470507,0.0023582103858784125,122.0,264.0,65.41393265963136,116.86390610566671
24.0,0.8,0.6,80.08555913517975,224300.27611857906,0.0003570461905844536,0.16909832586410167,0.003570461905844536,121.0,220.0,65.67759808706043,119.43128493038115
25.0,0.8,0.55,91.972200034684,272697.36998000584,0.0003372683793812437,0.1761230105745,0.003372683793812437,133.0,246.0,72.79903054603712,141.6106603263425
26.0,0.825,0.525,87.89740662759989,176554.70678233518,0.0004978479941402179,0.20918782846924366,0.0049784799414021785,119.0,176.0,70.55003381970636,96.54137550414514
27.0,0.8,0.5,98.89535122766138,305187.1812766898,0.0003240481818861211,0.1790163645098208,0.0032404818188612105,130.0,262.0,77.78710146074374,147.42144960053704
28.0,0.8,0.5,90.47158475010093,256329.24891496176,0.0003529506879650525,0.17869529394708936,0.0035295068796505243,127.0,214.0,74.46217265588498,123.21900257702097
29.0,0.875,0.525,41.97672507923407,33889.871347910404,0.0012386215529797899,0.22802034208957456,0.012386215529797899,50.0,37.0,33.247929154811345,17.440681091641178
