seed,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
10,0.875,0.65,30.806792731936017,43940.85160484232,0.0007010968519449697,0.14696443584378335,0.007010968519449696,48,42,23.959243076231164,20.98563196835614
10,0.875,0.6,32.25240442471042,47378.71056671945,0.0006807362217950629,0.14817347917857546,0.006807362217950629,50,44,25.06788359983902,21.77744664958677
10,0.875,0.7,28.762584794263642,31901.635861825926,0.0009016021911491213,0.16103542924965455,0.009016021911491213,38,35,21.954458787048065,16.039947870566188
10,0.85,0.6,52.565792654164355,93724.5166761618,0.0005608542409003866,0.17170249775812368,0.005608542409003867,79,94,40.70249367207599,48.665219895984166
10,0.85,0.65,48.154133045228896,88741.15883757563,0.0005426358374851311,0.16164825490356588,0.0054263583748513115,72,87,37.26375024480704,46.71168238402891
10,0.85,0.75,27.76592028516271,51276.10702135349,0.0005414982122882268,0.1226180908224925,0.005414982122882268,42,55,21.516265339893714,27.317768593032977
10,0.825,0.65,57.57604850799778,134699.27629176795,0.00042744140943477734,0.15687698149806326,0.004274414094347773,94,134,45.04618406664974,73.76552363349093
10,0.8,0.75,36.738888564258126,108586.38287492043,0.00033833789828488243,0.1114906199738507,0.003383378982848824,58,111,28.619842535473595,55.04608288848321
11,0.875,0.65,43.415750210590105,65788.11116323802,0.0006599330706252371,0.16926750825239026,0.00659933070625237,53,63,33.459646420186154,31.82685133339535
11,0.875,0.6,46.18486752708111,69870.12996454572,0.0006610101849032877,0.17472454842926263,0.006610101849032877,56,65,35.57062192644407,32.945060719431034
11,0.875,0.7,41.841025473506406,64460.18879217963,0.0006490987112743703,0.16479974427544208,0.0064909871127437025,49,62,32.12013692662368,30.95639471097412
11,0.85,0.6,60.5855894554401,128455.16820207065,0.0004716477375214202,0.16904158125461302,0.004716477375214202,95,113,48.008137515182256,63.80285041192637
11,0.85,0.65,57.66433927587853,123045.22702970452,0.00046864344654309675,0.16438982541774955,0.004686434465430967,90,110,45.6663767481335,61.88123259945743
11,0.85,0.75,39.17064491370763,83748.68299470165,0.0004677165480463228,0.13535419765854173,0.004677165480463229,64,73,31.20566598159895,40.511560303755715
11,0.825,0.65,68.66474211030736,196738.11809457417,0.0003490159546880461,0.15480662298828626,0.003490159546880461,101,160,53.98456594024583,66.25797899162221
11,0.8,0.75,46.35967071530863,120129.29329680589,0.00038591478766770776,0.13375680349217076,0.003859147876677077,75,114,36.8844419951882,57.18294561458959
12,0.875,0.65,33.304907109374994,33648.48651519871,0.000989789157213103,0.18156220955597824,0.00989789157213103,44,42,24.179279464919627,22.79787668045485
12,0.875,0.6,36.332625937500005,39720.82766470096,0.0009146996191569297,0.18230040896279537,0.009146996191569296,48,48,26.377395779912337,25.151202098297283
12,0.875,0.7,27.4642976953125,28256.441323184317,0.0009719659096907626,0.16338409069870397,0.009719659096907626,39,37,20.08797264515088,21.562184594387073
12,0.85,0.6,58.968907734375016,81415.69362984209,0.000724294114627067,0.2066659933757713,0.007242941146270669,77,85,42.76205108272916,45.84420113333525
12,0.85,0.65,53.05668890624999,72585.22879494594,0.0007309571077627338,0.19693187621708075,0.007309571077627338,71,76,38.56837238755399,41.17711817519848
12,0.85,0.75,34.81876652343749,43282.520579757555,0.0008044533002479896,0.16736209738272137,0.008044533002479894,46,54,25.27833762241597,31.0577506363344
12,0.825,0.65,62.426283046875014,111705.69310469668,0.0005588460293457531,0.1867797644488294,0.005588460293457531,87,122,45.569100357457934,67.99634552460945
12,0.8,0.75,42.88932949218749,81277.46521243041,0.000527690293737508,0.1504402967224446,0.0052769029373750794,63,96,31.486409887899246,58.16922458531265
13,0.875,0.65,42.95848521210782,56803.079373335444,0.0007562703586854031,0.18024491399188594,0.00756270358685403,65,51,32.84121320007421,27.59277360510557
13,0.875,0.6,43.1063240024304,56803.079373335444,0.0007588730131885316,0.18086521496187563,0.007588730131885315,67,51,33.06121424410595,27.59277360510557
13,0.875,0.7,33.157610337494475,50958.121756380344,0.0006506835258962992,0.14688468539877286,0.006506835258962991,57,47,25.765299141881552,25.003943563726903
13,0.85,0.6,58.18468500994256,123985.83366689544,0.00046928494400629283,0.16524284143924264,0.004692849440062928,93,113,44.781295991090595,65.19593067521738
13,0.85,0.65,57.96292682445869,119294.00767799381,0.0004858829705924208,0.1678189472905223,0.004858829705924208,90,110,44.45023637122822,63.67461109975891
13,0.85,0.75,39.233306377596115,83386.7485082243,0.00047049809567435767,0.13586462356944726,0.004704980956743576,68,80,30.52094318674046,44.861639483194026
13,0.825,0.65,66.9655917918692,167791.9720471247,0.00039909890190134833,0.16348056199227157,0.003990989019013484,105,156,51.415916490514874,90.0267301906451
13,0.8,0.75,49.255939437693335,117560.68180704999,0.00041898310455987426,0.143657253292752,0.004189831045598743,79,115,37.925887218343675,62.53698160546891
14,0.875,0.65,40.947637709469234,72351.90372485413,0.0005659510752500492,0.1522312700814901,0.005659510752500492,50,61,29.232125819554653,33.922284283872976
