qcd_threshold,top_threshold,n_seeds,S_over_sqrtB_mean,S_over_sqrtB_std,S_over_B_mean,S_over_B_std,median_background_test_rows,min_background_test_rows,median_neff_background,min_neff_background,median_signal_test_rows,min_signal_test_rows
0.85,0.6,20,0.1702957495615094,0.02618470220575608,0.0005176207532004149,0.00012363588633851067,103.5,75,56.64350601544348,42.50215627939237,80.5,64
0.85,0.65,20,0.1660390756222176,0.025226342454322183,0.000524477650413151,0.00013097840150805135,100.0,70,53.51908137844757,38.35843324383271,75.0,62
0.875,0.6,20,0.16516634899927546,0.028760435423799333,0.0007062625564599691,0.00020319849166440415,52.0,34,28.292563639255476,16.897786650425093,50.5,40
0.825,0.65,20,0.16289204845489538,0.020782289657545736,0.00041112525174494773,8.330739592981187e-05,151.5,114,75.96749043500212,60.61252377302394,94.5,81
0.875,0.65,20,0.16264687069826672,0.02799178616247827,0.0007248158020714896,0.00022820709554702956,50.5,31,27.684082421146456,13.607188429434682,50.0,40
0.875,0.7,20,0.15314697904323554,0.026576523644935776,0.0007253865410995003,0.00023539253656470774,47.0,26,25.940287372161833,11.398825410464251,45.5,31
0.8,0.75,20,0.1374562516898428,0.01729048423499611,0.00040254983720140194,9.302650239453521e-05,115.0,73,61.353277923801045,33.26460746082073,74.5,46
0.85,0.75,20,0.13726873491693586,0.0226608165099186,0.0005346187477137383,0.00016005798776728308,71.5,41,37.54703424657936,22.54911340431722,54.5,34
