sample	selected_order_index	root_event_entry	p_signal	fit_success	p1_amp	p1_x_mean_gev	p1_y_mean_gev	p1_x_sigma_gev	p1_y_sigma_gev	p1_physical_40_200	p1_in_target_region	p2_amp	p2_x_mean_gev	p2_y_mean_gev	p2_x_sigma_gev	p2_y_sigma_gev	p2_valid	p2_physical_40_200	p2_in_target_region	either_physical_peak_in_target_region	distance	amplitude_ratio	dominant_raw_upstream	dominant_with_valid_secondary
ZZ	10	145	0.9977575540542603	True	0.15212810437478544	73.09931369485246	72.14418003770558	8.908328512262745	7.7729223688809705	True	False	0.01810893453000544	78.29418151791944	89.15090915518667	10.525835214644642	6.772755967178893	True	True	True	True	17.782448846391087	8.400720877460687	False	False
ZZ	11	176	0.9994218945503235	True	0.03438186209338961	93.5982615556322	100.6465897667882	11.22159873036672	11.273634998841604	True	True	0.025956608852914252	152.87321445646384	98.68648409822218	14.06528608211534	6.653584059634427	True	True	False	True	59.307352458424184	1.3245899064942537	False	False
ZZ	12	191	0.9982548952102661	True	0.0735219554401929	88.55489378698181	87.5658788167241	9.436911051154823	15.631893453377481	True	True	0.003644215855295431	55.22284394297183	84.39902749304703	18.098067584674876	5.407383760513562	True	True	False	True	33.482151873943835	20.174972712814945	True	True
ZZ	13	200	0.9984057545661926	True	0.04204602704281442	100.90551786639124	174.8783026845055	7.857820394266426	29.243601826488973	True	False	0.005164991562839076	211.16194744961834	185.11318803735523	13.477203389844695	12.895230988018696	True	False	False	False	110.73045264346703	8.140580005072204	False	False
ZZ	14	255	0.9987552165985107	True	0.06143454902888403	95.74120831215288	196.46807760087395	9.802266604108663	20.19712860153092	True	False	0.0	500.0	500.0	15.0	15.0	False	False	False	False	inf	inf	True	False
ZZ	15	256	0.9992613792419434	True	0.03712139227994466	98.82794204427545	169.7009119557733	13.038907470856092	16.644826295145485	True	False	0.0021985243014598717	170.19611207455665	130.6644104348376	11.059378761716232	15.267980309838212	True	True	False	False	81.34656811731607	16.88468590285547	True	True
ZZ	16	267	0.9996732473373413	True	0.14376192993016612	80.21936290194195	82.18706677656192	10.190173668951939	6.881768400462869	True	True	0.00531760819179324	82.42246238085619	158.73435185122503	6.270155080863745	25.198047346721868	True	True	False	True	76.57898210093768	27.03507380480504	True	True
ZZ	17	308	0.998209536075592	True	0.07493628923463834	91.90170764569396	127.11340928399866	8.222224575108086	12.598023050493154	True	False	0.007271706691115355	141.50561248063846	95.40775754277283	12.697805131080203	9.73397659725641	True	True	False	False	58.87100922534051	10.305185896207318	True	True
ZZ	18	333	0.9989505410194397	True	0.07911835064562625	88.20171281259736	159.9946294543005	5.26395696399272	17.425941806449334	True	False	0.054811078993984755	87.13180189734493	54.05673111293933	5.915871028053354	15.50950939005912	True	True	False	False	105.94330094135802	1.4434736935995933	False	False
ZZ	19	340	0.9971610307693481	True	0.06640755789841941	88.91624435593808	197.36333216986569	5.296111414445353	31.587889551163446	True	False	7.945578427811206	173.6958027514701	18.452851686499233	29.383706365763786	7.245228263684118	True	False	False	False	197.9811444267622	0.008357800316460147	False	False
ZZ	20	354	0.9973181486129761	True	0.014136913031791527	93.48429728968107	127.90344695602349	12.705309543822517	49.99999999980901	True	False	0.0	500.0	500.0	15.0	15.0	False	False	False	False	inf	inf	True	False
ZZ	21	356	0.9998041391372681	True	0.06835818194175972	83.77346814608259	84.2056410936485	14.800821913254886	21.183056968848593	True	True	0.029421330029460287	201.75937713208006	208.34000287005222	23.212806720505746	12.068132726998087	True	False	False	True	171.26007851477576	2.323422560207544	False	False
ZZ	22	399	0.9994518756866455	True	0.4751110693879201	79.94162108161406	108.25040517460339	2.501775853096839	12.797308849706232	True	False	6.386186100044614	119.88729306464317	89.53563479901536	11.199928464011801	1.0000000000000002	True	True	False	False	44.11234906901631	0.0743966840215635	False	False
ZZ	23	443	0.9997633695602417	True	0.12670628532152545	91.50534647241196	121.14979197411013	9.901873715038905	6.483172170032616	True	False	0.004237485356830068	112.80380280358149	113.73475198580007	6.594756295941695	9.243882748885406	True	True	False	False	22.55231828701814	29.90129160382763	True	True
ZZ	24	447	0.9979170560836792	True	0.08172868404990533	82.32079731956071	95.93845965907263	6.77842747939296	9.569996920473676	True	True	0.013034544740995593	100.6067530978422	152.5490864284585	8.531499360742238	22.07340311374784	True	True	False	True	59.490665166460985	6.2701602299048	False	False
ZZ	25	467	0.9996398687362671	True	0.06307114284493129	91.0996159330051	91.108476316745	8.873752852111652	12.170504399088516	True	True	0.004275267542968816	103.81733695918564	109.44875130840772	7.215406326274303	7.626355130251695	True	True	False	True	22.318291038284357	14.752560444704626	True	True
ZZ	26	469	0.9990359544754028	False	0.05206091124811688	85.0	195.0	15.0	15.0	False	False	0.0	500.0	500.0	15.0	15.0	False	False	False	False	inf	inf	True	False
ZZ	27	492	0.9975481629371643	True	0.06627456741588328	104.96125724427584	106.7851866956971	15.366747265688286	8.065071300715397	True	False	0.009820964048776382	208.06361131066816	187.1668873392423	10.886574899652317	9.614232173494234	True	False	False	False	130.73374932426682	6.748275127240751	False	False
ZZ	28	507	0.9972639083862305	True	0.09286439291860152	88.55856439357767	79.56492785247377	10.476122325005912	20.878949261158468	True	True	0.0	500.0	500.0	15.0	15.0	False	False	False	True	inf	inf	True	False
ZZ	29	510	0.9970289468765259	True	0.028525508971114555	88.39403606731695	145.146037454097	10.302237492089724	49.99999999999999	True	False	0.0	500.0	500.0	15.0	15.0	False	False	False	False	inf	inf	True	False
ZZ	30	512	0.9997056722640991	True	0.15770604007132827	86.63809857320062	90.58242324805566	8.959440708690591	5.3110118304466924	True	True	0.0026013001704618356	78.01057211234868	81.26036010183485	25.312714144551958	35.35782369967153	True	True	True	True	12.701774448274096	60.6258523572576	True	True
ZZ	31	526	0.9982991814613342	True	0.11000962827923688	82.12040744365459	86.65639113422127	13.01470515967821	6.599203543342254	True	True	0.008389680045360441	69.14467902142107	94.62456768511672	16.07429402716219	44.9964807202139	True	True	False	True	15.226994635639654	13.11249388349119	True	True
ZZ	32	544	0.9996742010116577	True	0.30019094680020497	89.64076831063291	212.70713411131766	3.366887265286257	24.909258178093406	False	False	0.006325922414136122	86.54714495571565	91.20973811657957	13.264534186730144	4.2482842645313434	True	True	True	True	121.53677525327176	47.454098730232296	True	True
ZZ	33	548	0.9994034171104431	True	0.10083439606130164	83.94398124156822	93.93291547558894	10.917109483585028	10.177788620542879	True	True	0.4723048925385239	98.15588963498138	111.00842601370115	2.523734948996488	1.3621307643490885	True	True	False	True	22.216016751883053	0.2134942865388103	False	False
ZZ	34	557	0.9986189007759094	True	0.05170712990879272	90.26560494437172	163.62217067954268	6.9751547217599805	24.87487711941537	True	False	0.012598974313269746	91.16311750228205	97.21053374219056	6.124319375209096	10.186954197675934	True	True	True	True	66.41770132645573	4.1040745558416365	False	False
ZZ	35	591	0.9996837973594666	True	0.02854803164768229	96.43913352451798	98.52110403640351	5.166410635317065	21.80679520632839	True	True	0.04080526742543305	186.18686456928995	99.90247593830817	25.101366539234416	4.8864522168252	True	True	False	True	89.75836125964031	0.6996163350687641	False	False
ZZ	36	615	0.999494194984436	True	0.8684908026608482	88.98972369379833	116.02373390868085	2.504188941215399	11.67355942319866	True	False	0.04578212324423916	89.27810762607288	171.86386085246764	3.2771371408129606	10.428358282830636	True	True	False	False	55.84087161202462	18.970085725985456	True	True
ZZ	37	630	0.9991822242736816	True	0.1935799369033288	94.96812486541313	93.65068551801427	8.975053695169997	5.5108824234631095	True	True	0.0	500.0	500.0	15.0	15.0	False	False	False	True	inf	inf	True	False
ZZ	38	635	0.9988478422164917	True	0.10114687935137599	114.25849342416748	114.46227757950335	11.401143334240198	6.8264893395368835	True	False	0.0077388802694837305	121.01464525868748	138.6188834447503	7.464304245905023	14.343593194082544	True	True	False	False	25.083604097895734	13.069963073368962	True	True
ZZ	39	649	0.9988858699798584	True	0.15459082941873217	97.04699453721099	95.57937592694981	10.300923077769719	5.200759776854811	True	True	0.06920584472047145	111.19013202538049	87.81859190986796	6.99176561245415	4.026609772653467	True	True	False	True	16.13251705621471	2.233782855236263	False	False
ZZ	40	657	0.999775230884552	True	0.07099523770569403	89.61144818258974	196.55223177524354	5.071894262383399	49.00614778882107	True	False	0.01025481897267019	86.39381940569379	90.53364089992584	7.5499074281813385	8.940053556604012	True	True	True	True	106.06740661548157	6.923109797930252	False	False
ZZ	41	668	0.9979541301727295	True	33.10145431975336	50.394854875344976	302.54252799449205	23.159593284397207	25.711047144589774	False	False	0.37390386035426487	33.46056371296937	179.41816257495697	17.39556841271286	1.415225126703248	True	False	False	False	124.2834646167193	88.52931951114527	True	True
ZZ	42	687	0.9973217844963074	True	0.019637816719509225	111.42236173699077	116.90658806336796	15.753077603224272	17.774223958277254	True	False	0.010504006186228322	102.33534795517966	65.67121903992542	15.584608768860752	2.1490630504382104	True	True	False	False	52.03495804206208	1.869554946117238	False	False
ZZ	43	690	0.9994084239006042	True	0.1424665258918714	80.25351188701839	151.21538092084586	6.198100490450768	17.734523467980303	True	False	0.026721526745030907	88.12520332467642	80.72836041462037	8.923136948681991	5.339142834619087	True	True	True	True	70.92519711593864	5.331526422544859	False	False
ZZ	44	699	0.9986461400985718	True	0.02313162587477069	91.3644504583239	168.09657632583236	7.494595042226139	49.81753906944084	True	False	0.0	500.0	500.0	15.0	15.0	False	False	False	False	inf	inf	True	False
ZZ	45	728	0.9986724853515625	True	0.09990466009840229	84.38562837075443	81.86225974943756	8.214015915881536	13.773511701646267	True	True	0.006629908870609937	78.5804638081716	128.7336501410135	7.75252983023187	36.25296383000526	True	True	False	True	47.22951590730298	15.068783304288658	True	True
ZZ	46	736	0.9977527260780334	True	0.031438573176775585	89.7753205658896	162.84666087391548	6.737207348960776	40.84918424566	True	False	0.46353461711987004	106.03890082792175	3.6086660561946707e-10	35.79702172094281	6.687358700025491	True	False	False	False	163.65677193628764	0.0678235713486002	False	False
ZZ	47	770	0.9975925087928772	True	0.7398163566519228	84.92801792936329	261.4969492881225	6.846682720745154	31.917287452555307	False	False	0.00737711953837135	98.18136178833322	86.05823633846022	10.220584626969579	5.921934325322778	True	True	True	True	175.93860612406274	100.2852607720184	True	True
ZZ	48	785	0.9998792409896851	True	0.23313679976883409	97.16234285984443	94.51214724279782	9.116781788097727	3.7695036796721912	True	True	0.007092081975195917	117.59112525382434	102.32873021702835	10.479511844018571	32.694483314387256	True	True	False	True	21.873136937659726	32.87282924594138	True	True
ZZ	49	792	0.997150182723999	True	0.16614987587811575	90.48377129239805	89.07847208201395	11.435332002549552	4.608438018151281	True	True	0.006681247936507741	136.2442845305467	89.92321910695061	36.43342434232838	8.540343863150689	True	True	False	True	45.76830966241727	24.86809013182073	True	True
ZZ	50	793	0.998723566532135	True	0.06579602479106533	87.30251758783007	108.70069816739849	7.325124434335596	14.777683924563906	True	False	0.004804972063560211	201.24465253962342	183.37701410241635	15.193082777296029	20.277592738068925	True	False	False	False	136.2327503906432	13.69332098516182	True	True
ZZ	51	808	0.997162938117981	True	0.13075760706987724	94.77898007355287	86.53327281838263	10.10704114960572	6.036882853363162	True	True	0.009617093746058718	90.36502495929416	116.00137016550885	6.80704426833074	12.903272087048089	True	True	False	True	29.796841460302428	13.59637438529331	True	True
ZZ	52	811	0.9995996952056885	True	0.058442114821116865	87.48983384769627	124.17572604186317	6.9145378116724645	17.419125793425504	True	False	0.0027479183209589662	88.224991138143	157.071637659848	15.618552514460104	13.00144949750481	True	True	False	False	32.904125234079174	21.267777275389243	True	True
ZZ	53	812	0.9981297254562378	True	0.09430733065684677	104.12210162557243	105.37625104568275	7.616401802726358	9.412469865820954	True	True	0.03913389983777823	99.67229746024965	82.09027262772715	3.2957048871322714	6.95298608536188	True	True	True	True	23.70733110223962	2.4098628311458605	False	False
ZZ	54	822	0.9991132616996765	True	0.07825892035481533	94.81721994582401	156.20818106773547	7.1465085456092545	12.504065194055041	True	False	0.005031869286755203	88.22045407800184	97.00823449697582	10.651948537007472	12.700207219701396	True	True	True	True	59.5663579035655	15.552653675008424	True	True
ZZ	55	844	0.9987754821777344	True	0.031544089568676444	102.06028353618782	98.50733608524166	40.446438673771354	10.09863439559483	True	True	0.00434082717174063	177.24294444715352	93.10789019851599	106.21558263178284	8.815040843741711	True	True	False	True	75.37629944178029	7.26683839753693	False	False
ZZ	56	880	0.9987847208976746	False	0.03298486672774485	85.0	135.0	15.0	15.0	False	False	0.0	500.0	500.0	15.0	15.0	False	False	False	False	inf	inf	True	False
ZZ	57	888	0.9970425367355347	True	0.04752936799279867	58.158354400465015	157.0387302527948	6.424153884142464	23.819295747118975	True	False	0.42867795536579356	59.22368571925526	226.57126574159642	19.471888799009225	54.189982832114545	True	False	False	False	69.54069615930122	0.1108742994545674	False	False
ZZ	58	892	0.9970771670341492	True	0.09242798516370279	94.80098919452402	91.30188716223148	9.578852737732621	16.279759983982387	True	True	0.0	500.0	500.0	15.0	15.0	False	False	False	True	inf	inf	True	False
ZZ	59	898	0.9995434284210205	True	0.10570352700752696	92.0820466901374	93.76510129895524	5.177991685335374	13.04220077723072	True	True	0.021181891179136124	116.10865088196657	96.82641288848824	14.497968369981246	4.986460304664714	True	True	False	True	24.22084510579744	4.990278068827183	False	False
ZZ	60	908	0.9978930354118347	True	0.017825553566766437	84.92103928651966	90.63581080566034	27.061697487391132	14.520937041823695	True	True	0.007157597949820599	94.78592896154628	164.87850728217884	13.952207431521758	12.954509397853645	True	True	False	True	74.89522033083887	2.4904379502362555	False	False
ZZ	61	915	0.9998635053634644	True	0.12085221169241016	90.2603550414807	82.4834891219641	7.794066732673844	8.90083161860994	True	True	0.01834091545845266	103.78333448335509	92.6664269586869	7.2535172673125405	7.7593571404327895	True	True	True	True	16.928177573853556	6.5892137154317325	False	False
ZZ	62	953	0.9999663829803467	True	0.19969993684089088	90.28186484928685	89.7365282302468	6.484391046313214	6.887328942372272	True	True	0.0	500.0	500.0	15.0	15.0	False	False	False	True	inf	inf	True	False
ZZ	63	961	0.9994332790374756	True	0.055285103008540414	87.49640474130491	168.46959770928217	5.192538105257803	31.94974298872024	True	False	0.0010627370633699738	91.8175082553448	104.76752928011308	19.76477940674576	6.953347381719971	True	True	True	True	63.84845697222126	52.02143118376765	True	True
ZZ	64	975	0.9994394779205322	True	0.08220747378949461	69.72422387745738	86.16315603109592	12.934422322468926	8.11899043064446	True	False	0.00901907859914557	80.4908738826915	103.97261014559565	5.944898226555254	30.683406737157593	True	True	True	True	20.81099248454238	9.114841708695455	False	False
ZZ	65	982	0.9979746341705322	True	12927284371476.035	612.3036342386987	431.95316214237994	11.991400760150354	6.370185553395259	False	False	20419293522130.316	1.3669955005127168	206.5393755910208	6.063460399805114	3.879410298425947	True	False	False	False	651.195018193578	0.6330916570382573	False	False
ZZ	66	998	0.9998552203178406	True	1.04436391397993	78.74325213965696	78.94373928074394	12.904715340496608	2.5000000000000004	True	True	0.03268055739598951	79.84146707067376	197.25977405592135	3.1271006764347327	12.314242259588312	True	True	False	True	118.32113150640379	31.956735049693247	True	True
