sample	selected_order_index	root_event_entry	p_signal	fit_success	p1_x_mean_gev	p1_y_mean_gev	p1_physical	p1_in_target_region	p2_amp	p2_x_mean_gev	p2_y_mean_gev	p2_valid	p2_physical	p2_in_target_region	bg_amp	reasons
ZZ	37	630	0.9991822242736816	True	94.96812486541313	93.65068551801427	True	True	0.0	500.0	500.0	False	False	False	0.0005678605709985166	secondary_invalid_or_sentinel,one_or_more_parameters_at_bound
ZZ	38	635	0.9988478422164917	True	114.25849342416748	114.46227757950335	True	False	0.0077388802694837305	121.01464525868748	138.6188834447503	True	True	False	0.0006257586831085533	one_or_more_parameters_at_bound
ZZ	39	649	0.9988858699798584	True	97.04699453721099	95.57937592694981	True	True	0.06920584472047145	111.19013202538049	87.81859190986796	True	True	False	0.0006535258248503273	one_or_more_parameters_at_bound
ZZ	41	668	0.9979541301727295	True	50.394854875344976	302.54252799449205	False	False	0.37390386035426487	33.46056371296937	179.41816257495697	True	False	False	0.01422387556388281	primary_nonphysical,secondary_nonphysical,one_or_more_parameters_at_bound
ZZ	43	690	0.9994084239006042	True	80.25351188701839	151.21538092084586	True	False	0.026721526745030907	88.12520332467642	80.72836041462037	True	True	True	0.0013295311476102872	one_or_more_parameters_at_bound
ZZ	44	699	0.9986461400985718	True	91.3644504583239	168.09657632583236	True	False	0.0	500.0	500.0	False	False	False	0.000302339109755376	secondary_invalid_or_sentinel
ZZ	45	728	0.9986724853515625	True	84.38562837075443	81.86225974943756	True	True	0.006629908870609937	78.5804638081716	128.7336501410135	True	True	False	0.0001964323029714254	one_or_more_parameters_at_bound
ZZ	46	736	0.9977527260780334	True	89.7753205658896	162.84666087391548	True	False	0.46353461711987004	106.03890082792175	3.6086660561946707e-10	True	False	False	0.0010086333136877705	secondary_nonphysical,one_or_more_parameters_at_bound
ZZ	47	770	0.9975925087928772	True	84.92801792936329	261.4969492881225	False	False	0.00737711953837135	98.18136178833322	86.05823633846022	True	True	True	0.002577683059351319	primary_nonphysical,one_or_more_parameters_at_bound
ZZ	48	785	0.9998792409896851	True	97.16234285984443	94.51214724279782	True	True	0.007092081975195917	117.59112525382434	102.32873021702835	True	True	False	0.0004728182596265958	one_or_more_parameters_at_bound
ZZ	49	792	0.997150182723999	True	90.48377129239805	89.07847208201395	True	True	0.006681247936507741	136.2442845305467	89.92321910695061	True	True	False	0.0008501575029489256	one_or_more_parameters_at_bound
ZZ	50	793	0.998723566532135	True	87.30251758783007	108.70069816739849	True	False	0.004804972063560211	201.24465253962342	183.37701410241635	True	False	False	0.005598480068960294	secondary_nonphysical,one_or_more_parameters_at_bound
ZZ	51	808	0.997162938117981	True	94.77898007355287	86.53327281838263	True	True	0.009617093746058718	90.36502495929416	116.00137016550885	True	True	False	0.0011401747683210145	one_or_more_parameters_at_bound
