local_path	remote_path	expected_size	local_adler32	remote_adler32	verified
/uscms_data/d3/iturkmen/hh4b_delphes/hepmc/ttbar_10k_pythia8.hepmc	/store/user/iturkmen/hh4b_delphes/legacy_local_migration/ttbar_hepmc_20260718/ttbar_10k_pythia8.hepmc	2801392426	2d8d9572	2d8d9572	true
/uscms_data/d3/iturkmen/hh4b_delphes/hepmc/ttbar_1k_pythia8.hepmc	/store/user/iturkmen/hh4b_delphes/legacy_local_migration/ttbar_hepmc_20260718/ttbar_1k_pythia8.hepmc	279259023	d6932a14	d6932a14	true
/uscms_data/d3/iturkmen/hh4b_delphes/hepmc/ttbar_extra50k_ak4ak8_v1_shard000_pythia8.hepmc	/store/user/iturkmen/hh4b_delphes/legacy_local_migration/ttbar_hepmc_20260718/ttbar_extra50k_ak4ak8_v1_shard000_pythia8.hepmc	2800510214	13367bf7	13367bf7	true
/uscms_data/d3/iturkmen/hh4b_delphes/hepmc/ttbar_extra50k_ak4ak8_v1_shard001_pythia8.hepmc	/store/user/iturkmen/hh4b_delphes/legacy_local_migration/ttbar_hepmc_20260718/ttbar_extra50k_ak4ak8_v1_shard001_pythia8.hepmc	2799341162	4be49b8b	4be49b8b	true
/uscms_data/d3/iturkmen/hh4b_delphes/hepmc/ttbar_extra50k_ak4ak8_v1_shard002_pythia8.hepmc	/store/user/iturkmen/hh4b_delphes/legacy_local_migration/ttbar_hepmc_20260718/ttbar_extra50k_ak4ak8_v1_shard002_pythia8.hepmc	2804096943	9050bc97	9050bc97	true
/uscms_data/d3/iturkmen/hh4b_delphes/hepmc/ttbar_extra50k_ak4ak8_v1_shard003_pythia8.hepmc	/store/user/iturkmen/hh4b_delphes/legacy_local_migration/ttbar_hepmc_20260718/ttbar_extra50k_ak4ak8_v1_shard003_pythia8.hepmc	2809704933	3e7b5fd5	3e7b5fd5	true
/uscms_data/d3/iturkmen/hh4b_delphes/hepmc/ttbar_extra50k_ak4ak8_v1_shard004_pythia8.hepmc	/store/user/iturkmen/hh4b_delphes/legacy_local_migration/ttbar_hepmc_20260718/ttbar_extra50k_ak4ak8_v1_shard004_pythia8.hepmc	2810311337	830555b6	830555b6	true
