variant	category_count	label	category	metric	bootstrap_mean	bootstrap_median	bootstrap_standard_deviation	bootstrap_p16	bootstrap_p84	bootstrap_p2p5	bootstrap_p97p5	valid_replicas	invalid_replicas	invalid_reason_counts_json	nominal_full_oof
mass_aware	2	mass_aware_scan_n2_n2	0	signal_yield	28.760512899042144	28.753283820189615	0.6528372179012059	28.105592066393314	29.41651981014679	27.49321920044039	30.031020877779014	1000	0	{}	28.792283313313405
mass_aware	2	mass_aware_scan_n2_n2	0	ordinary_background_yield	258722.7126749993	258558.02137737902	6282.9779992633785	252615.86780189813	265230.41990916827	246063.11638762135	271239.6127605261	1000	0	{}	258530.53241538594
mass_aware	2	mass_aware_scan_n2_n2	0	transferred_qcd_yield	3246745.5944284946	3243220.2026990056	312573.2111367051	2926612.760348822	3560447.0146634458	2676749.5703565213	3851159.03439855	1000	0	{}	3251432.4236981357
mass_aware	2	mass_aware_scan_n2_n2	0	background_yield	3505468.3071034937	3500531.767958113	312786.96357090725	3184277.1371769495	3819109.0586307105	2932224.354510331	4112702.135343534	1000	0	{}	3509962.956113522
mass_aware	2	mass_aware_scan_n2_n2	0	signal_over_background	8.270400607069678e-06	8.216556629254542e-06	7.692679682550705e-07	7.522477168440741e-06	9.054761219942146e-06	6.947918297612823e-06	9.834628041702509e-06	1000	0	{}	8.203016291999346e-06
mass_aware	2	mass_aware_scan_n2_n2	0	signal_over_sqrt_background	0.015407270035122348	0.015339107904276974	0.000776347090662381	0.014653183335440976	0.016202889823538544	0.014024365882996138	0.017005479122298398	1000	0	{}	0.015368264999763986
mass_aware	2	mass_aware_scan_n2_n2	0	background_neff	186.41097719839735	185.00496575202948	21.53307857326417	166.0226762424595	206.71928995359002	147.2207730570828	231.5361327516717	1000	0	{}	185.41827578489276
mass_aware	2	mass_aware_scan_n2_n2	0	signal_neff	2195.2826738415342	2195.8216576541263	45.21217575868058	2150.0436038045505	2240.939525410922	2104.4017850537957	2283.0117959666663	1000	0	{}	2197.5076837232464
mass_aware	2	mass_aware_scan_n2_n2	0	transferred_qcd_fraction	0.925610161145983	0.9259563481052913	0.006840290288156551	0.9187729271251235	0.9323541724162857	0.9114724807727325	0.9382791442579624	1000	0	{}	0.9263438003056165
mass_aware	2	mass_aware_scan_n2_n2	0	direct_qcd_closure_yield	7214767.389075059	7066082.044710483	2484080.276075826	4724061.764335621	9679790.131867632	2914204.0328956638	12293466.57220999	1000	0	{}	7203589.490489205
mass_aware	2	mass_aware_scan_n2_n2	0	direct_qcd_closure_ratio	2.22135649646625	2.1845167795315676	0.7342060740395825	1.4661479593315625	2.9670360246575482	0.9377055168749184	3.6850215088235414	1000	0	{}	2.215512596228569
mass_aware	2	mass_aware_scan_n2_n2	0	direct_qcd_neff	9.835785777670385	9.480839039228966	3.3377038208231613	6.702472928226443	12.998521720571043	4.319417488897571	17.644983085797183	1000	0	{}	8.621405733922634
mass_aware	2	mass_aware_scan_n2_n2	0	minimum_support_margin	16.2138	16.2	0.5548129210620255	15.7	16.8	15.1	17.3	1000	0	{}	25.4
mass_aware	2	mass_aware_scan_n2_n2	0	nominal_asimov_ZA_contribution	0.01540724870081021	0.015339086923610652	0.0007763440676243562	0.014653165227645657	0.016202864989718364	0.014024349465196168	0.01700545130284494	1000	0	{}	0.015368243989132708
mass_aware	2	mass_aware_scan_n2_n2	0	systematic_aware_ZA_standalone_contribution	1.1323553843969259e-06	0.0	1.648192104253236e-06	0.0	3.458087894892731e-06	0.0	4.089494197109172e-06	1000	0	{}	0.0
mass_aware	2	mass_aware_scan_n2_n2	0	signal_rows	3320.175	3321.0	53.32449603021933	3266.0	3372.0	3214.975	3429.025	1000	0	{}	3323.0
mass_aware	2	mass_aware_scan_n2_n2	0	background_rows	17432.942	17433.0	2402.5152982643826	15049.880000000001	19848.96	12963.5	22146.449999999997	1000	0	{}	17463.0
mass_aware	2	mass_aware_scan_n2_n2	0	background_sources	162.138	162.0	5.548129210620256	157.0	168.0	151.0	173.0	1000	0	{}	254.0
mass_aware	2	mass_aware_scan_n2_n2	0	transferred_rows	518.052	511.0	95.9400322377775	422.0	616.0	351.925	717.0999999999999	1000	0	{}	516.0
mass_aware	2	mass_aware_scan_n2_n2	0	transferred_sources	57.714	58.0	3.7459626581476	54.0	61.0	50.0	65.0	1000	0	{}	91.0
mass_aware	2	mass_aware_scan_n2_n2	0	direct_qcd_rows	46.886	46.0	13.844084031190459	33.0	60.0	23.0	76.02499999999998	1000	0	{}	46.0
mass_aware	2	mass_aware_scan_n2_n2	0	direct_qcd_sources	13.326	13.0	2.088560769067083	11.0	15.0	9.0	17.0	1000	0	{}	21.0
mass_aware	2	mass_aware_scan_n2_n2	1	signal_yield	50.44773768248692	50.44978845647928	0.7516827809636052	49.717353845699066	51.19844798301964	48.9826021137109	51.921738428300195	1000	0	{}	50.445085207284485
mass_aware	2	mass_aware_scan_n2_n2	1	ordinary_background_yield	93856.35484179764	93920.86660497371	3072.298001689206	90661.47392916738	97004.11805327995	87913.90704662557	99817.08339928504	1000	0	{}	93929.74134205756
mass_aware	2	mass_aware_scan_n2_n2	1	transferred_qcd_yield	549262.774221487	542707.3935097186	110450.21244178351	441236.9255776413	661405.2677488289	348871.4163780314	778420.7267234626	1000	0	{}	546719.1364419581
mass_aware	2	mass_aware_scan_n2_n2	1	background_yield	643119.1290632846	637808.0242168012	110465.52444994786	536696.277110309	754105.7716636393	444403.4874499952	870689.4554285835	1000	0	{}	640648.8777840157
mass_aware	2	mass_aware_scan_n2_n2	1	signal_over_background	8.08386423567653e-05	7.912719627946286e-05	1.4427425423109263e-05	6.6873198042202e-05	9.436745024234665e-05	5.822380799222206e-05	0.00011388470654070067	1000	0	{}	7.874061277024701e-05
mass_aware	2	mass_aware_scan_n2_n2	1	signal_over_sqrt_background	0.06361573232114426	0.06315727172475785	0.005644163712517028	0.05800273639488658	0.069083223116468	0.05401269766524865	0.07575981802551103	1000	0	{}	0.06302441527272508
mass_aware	2	mass_aware_scan_n2_n2	1	background_neff	33.629451141515446	33.15323692358433	5.2309113115096455	28.79240843876428	38.331858487749564	24.366799193826242	45.273265766983805	1000	0	{}	32.6242749561779
