target_index	source_tag	transport_class	fragment_path	fragment_sha256s_sha256	complete_marker_sha256	sidecar_or_uniform_sha256
95	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1844_seed1201844	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1844_seed1201844	c7a88d65d2483ed45b3e5f2a6a5f1e7154a3472b8b22656df961b122571f9c67	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
96	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1846_seed1201846	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1846_seed1201846	e32eeee0e8f2a42abecf0e6b47a40cf7dbb0f38ac864e6bcaa42126668fffef3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
97	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1847_seed1201847	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1847_seed1201847	71110723fadac70ba61c3a46a19d1ad7b4521f369c2c722d5e6ea2ebf88a7b7c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
98	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1848_seed1201848	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1848_seed1201848	c443721d227d3893dd2abe4669911541f19da4868a5402810fde809a89d244e1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
99	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1849_seed1201849	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1849_seed1201849	bd01e9b24c1c0aa80af870faca93dfacc882b3ddacafad6d47f50df8631018dc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
100	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1850_seed1211850	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1850_seed1211850	0b99763aea78543279ae6057b7750ebde2b6249ad9edd921b36c6eb945f83a0f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a2d629bac7741ed1af660c835f4cd67d0d7432121083cc389c10174ff25c884e
101	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1852_seed1211852	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1852_seed1211852	a809a0b5e3fa4e918d1cb4075bb4a414dcab098a69a43ceb4cb6391209364cd0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
102	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1853_seed1211853	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1853_seed1211853	5521a1aae6566111c183581ab158ee871cd7084d359e51078bc3d62715df22f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
103	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1855_seed1211855	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1855_seed1211855	ce551f57e10f1c18713611b1137c1e4f30490b3f11fa9533d6f0e21fa8a26455	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
104	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1856_seed1211856	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1856_seed1211856	870107f8b73971e90e1956d08b849c46d0f90e8fd4886f3d7e4e8de517c19d2f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
105	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1857_seed1211857	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1857_seed1211857	e0520c53488f84b456edd7a731fc4b2deab085f73d4f5f0038b83622f9c5e3c7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
106	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	c5f903da87d161f50132a6d7ceccde463c863ea457290dd37107769d89366ffc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
107	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9774_seed1209774	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9774_seed1209774	f21f5b17ed8bcd9412701b52283bde35a21ace2d5332bea484357b0f9bb676e9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
108	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9775_seed1209775	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9775_seed1209775	1d0d794738d370e7760035f45e3646c1db65b33e84e7c25806edce276c94c6ed	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
109	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9776_seed1209776	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9776_seed1209776	098f7969f19eb55e2d126790ff860a8810af64bb1653bd5ac17c5933d7969200	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	aa83c83408d56660bc1f682aa940b725312948bfd21e8a4c5fe603b2b0d05ac2
110	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9779_seed1209779	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9779_seed1209779	274590ef689ed7893689f32bc97bbfd79a4d864edf54d4c7cbbd4f4b0e63f374	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
111	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9781_seed1209781	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9781_seed1209781	e7be85654cbc8d9ed30c2d11e68e8f5b155298b91ab34960b0c98200d7b8aa30	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
112	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9782_seed1209782	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9782_seed1209782	31eb484b72bc433e89b63337846085144e4cfce2a8ec2d99b8fa5cf69c5512e1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
113	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9783_seed1209783	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9783_seed1209783	d6f983e48a5b26a3c24c2bc2535d652f8e5b053cac49cc4872bb10b1dfa80c33	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
114	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9784_seed1209784	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9784_seed1209784	2827f695621956f4c51ada5e45f6fcadd25fd48b9f6407e3a790412cb3d3e1e5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
115	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9787_seed1209787	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9787_seed1209787	2bf5a034ddf53241b4fe812d7565af26200eca2904c6ed1b968e1c5c79f93e64	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
116	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9788_seed1209788	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9788_seed1209788	7ae5bb12c058572706c1c3dab355908783e997258b8c545a88fdd7249464a190	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
117	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9792_seed1209792	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9792_seed1209792	18ecafe51f3c6290dffe3e6ec4304a3c48d3e3b48ba75dae1f56d9a28f9eb125	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
118	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9794_seed1209794	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9794_seed1209794	d6fd891816554d205bf0d2deb6c521edb288c0737d0363a42e3015020e668146	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
119	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9796_seed1209796	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9796_seed1209796	4ccd718a8114f4aca5f270226f77239d9e62acfddd1e59669fc0df8c3bcbddc4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
120	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9798_seed1209798	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9798_seed1209798	dcf77a9b3d1308437b7c3bfa682887778434ea149c3c9017ba734ce8371866c0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
121	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9799_seed1209799	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9799_seed1209799	8baa8b37fb8ddf9a2ab1ea29742c029cd881489fcf3a4b39f85e623e286c3c17	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
122	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9801_seed1209801	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9801_seed1209801	3b1b65f60fe7d66b8808a130ac69d1ecfae5424e2fcc7e3cc29efd1608e44c31	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
123	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9806_seed1219806	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9806_seed1219806	36a0990b1ba8012d56bf6a39d9680d78a03e8e1b2e1cc6b7b786d2167ad15028	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
124	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9808_seed1219808	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9808_seed1219808	53ccefcff72660383d1aecae4d06c02b74b48b738a19c3bd5e1e7549aefc4b2f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
125	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9810_seed1219810	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9810_seed1219810	e814af2289650ab99f8a445c0777def534ae908b188ab1aa27ba92dd5b365b65	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
126	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9811_seed1219811	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9811_seed1219811	ff797168edc1c2b01a2b6e33104aa79ef7d7625f2de7a3805e8f4dff48f2cd67	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
127	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9812_seed1219812	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9812_seed1219812	ec3e5e31f0a8950044712c8ffba465ec92a3030d46ac44600a71ed369bdaa6d7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
128	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036	9ef1c9f00d05dbc1607dd63143f29ee8185542fe098b709a6988b13ab6171794	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5bed3c678829d4bd4d56878d3b662d233b41cd2d8533b6577a6a3f194f3e9cf9
129	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1038_seed1201038	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1038_seed1201038	d2c0e437898b45e12c017c7516c7fd22717ffcb8b202cf22a82827495e574b37	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1eaefb94d17f29f4e9da724c09ba671a21c5b7700a534ad44536504ccb43d6bc
130	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1041_seed1201041	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1041_seed1201041	77622e8d003ea3d9bbfc4f21c25fb7afb8495c76f410d16054fe67ad94e1a06f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ef687729eb065f1d37ed88168aedcc7f8fa06e256cdd3143e8474b375d215bf8
131	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	c8bf3ed094ef3dc83c88f5e864a6727da6ab313f6412d5b3c3feac2132638841	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	945d791626e478ffbcdb64a394fb865ad228ae578860d92cc36f231b3d4aac41
132	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1091_seed1201091	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1091_seed1201091	efca4f8133104f00ccefd0d3ccb63c636b9d22fe7f30f6b442eaee362503f823	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a3c4b4b7f64477470b86cfcb7364c2741c8c9ddb3e331bf5cd05f95e6831779e
133	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094	17d724d7efde2180670b20fe7e4133a1b0a83620a90d99d2d45809e83b826816	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d0892b831f8596ccaeb3fbc5e477250afb91332e062cc2ac2480bcbf6d0c415f
134	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1102_seed1201102	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1102_seed1201102	0796e8594d454193242dd1bd3bbd476703c09525a6b91a82c62124157c26c880	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	796aae88e785827f96a4149b015070d9c6aa5d245ba001e18f6313c9b65a19d1
135	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1104_seed1201104	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1104_seed1201104	dafd944f593ba2d76048f56cfcbb68428714280e1a2227295439fce316783d6d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5a58839a3c87400d9c808b455b0837665776711764562250b88ce5a4138e78dc
136	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1105_seed1201105	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1105_seed1201105	55e47aeaba0f8e867d592979a48f9d23aeb44248d3bdb506aafbdb4ff4d1dbd3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ee0e357f8a41d03857b55d3082dd84511899b3dc5f241a77714d3214511828b8
137	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129	7770bdb3375c74ade97b0577136c42cb570609890cf80d6c9022ef8e37c191ea	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0122dea6b0f0fb406de320b991b34c9aa123804066460cc914b3471552d3d373
138	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1130_seed1211130	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1130_seed1211130	54d6f0592cb04b711a42db2a9a8ece81ba49358b82915f7cdc601eacc9708a00	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	6cafb8968bc8b2d3be3b72d858a16422a11f65533f87de1e47baf58cd8554dd2
139	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150	8ae3f64c8e61c71aa227138970d66477eada0e775bbd21feb9106ae67d5ae70d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	16b897d8428d3f4c9d581c7fd23719d2fe342927a61d9832d609fba874abbc07
140	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1151_seed1221151	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1151_seed1221151	ac027638c12e9dedeea782745565d93fdf6cf499ea69d2f18ccef42b8ae9d783	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	76151e71a1c752f98d6964cf088031e4528897a76d375422ff7654ad82a6f2ec
141	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1152_seed1221152	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1152_seed1221152	464d39e2e50d86c025da2175999c08d33708dd488ab9d9a4a6cd0673ee2a0974	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1f2d36b32ac0fce261e931ed074c02c857db9fa233bac0e0cd4425ce7000e294
