source_tag	event	generator_nominal_weight	generator_coefficient_pb_per_event_weight	generator_cross_section_contribution_pb
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1120_seed1211120	7955	1	5.1242287813082905	5.1242287813082905
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1850_seed1211850	1963	1	5.1512448593468667	5.1512448593468667
qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9776_seed1209776	8827	1	13.731649895787539	13.731649895787539
