target_index	source_tag	campaign	transport_class	generated_events	candidate_rows	candidate_sha256	source_bundle_sha256	source_bundle_sha256_origin	fragment_sha256s_sha256	fragment_complete_marker_sha256	root_tree	root_weight_branch	root_weight_storage_dtype	n_events_closure	sum_event_weights_closure	sum_squared_event_weights_closure	min_event_weight_closure	max_event_weight_closure	candidate_event_join_column	candidate_event_join_pass	sidecar_rows	source_bundle_sha256_frozen_during_transport	validation_payload_files_opened	evaluation_payload_files_opened	physical_luminosity_weights_calculated	physical_yields_calculated	transport_complete
78	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1820_seed1201820	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	012f2e708e26ee20f8165c02bbabf0e1f7d0ed34a417d5b0fc3a720db1acfe37	pn_c4f_exact_bundle_checksum	2a5bcaa42fc96f15194f4aa0b95d36328d81fb6954a989182c8d760492e53f21	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
79	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1821_seed1201821	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	8690530b76a9098be05b1b35710624cfd3644619f9ed5b08ccdb44e43014a69c	pn_c4f_exact_bundle_checksum	f1ac64456c500b2357c01210adfac65b7f169cbee22753dd120d82d1fba14c97	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
80	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	b32921a5b8b07f28913fa9e314232b05445648dd58167284876daf03c82afc65	pn_c4f_exact_bundle_checksum	d86e71f9a77ee5af54411ebc615cf5a17c7d33ecc8fa08992cb7d659a713acd9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
81	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	536eff24766b993808a31f34d6c31fb97895518838c1b920cf33d87fbdf49117	pn_c4f_exact_bundle_checksum	ad7d81b81948c42ae73d2cbb13fe05782185d5766c1663ce2009e41b8c3a06d7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
82	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1825_seed1201825	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	3dcc875bbd35d10e85d6b7fcd8811bcdb716548686de83915edaeae7405a0c93	pn_c4f_exact_bundle_checksum	e927dd3c099065b7a6d1ddc553bef1da7d702290ff340ce5db416cb00c54a358	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
83	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0e0195439b9c8f094385ee9243c6c516646d89dc81327d71d21b1a12462f0f61	pn_c4f_exact_bundle_checksum	2603d4d0fc1f29fc3b13d2bc4f1c6777cc48cd1bda9ba0d54fbbc174f065f4b1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
84	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1828_seed1201828	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	5aff2387a9563a6a6b69aa832e8a9b3279232f1d30261c0ee65625418354ae27	pn_c4f_exact_bundle_checksum	502ee2f3554865705fd139ad60a4f7e1097eb8eb38cf1a746ad6eb12ea91fb66	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
85	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	bfac5bd6ca5d3491373d547c62e827d716c223e106131f8cb7d526b938489439	pn_c4f_exact_bundle_checksum	93d32648135e25216c36eac3cb6a5b22117d71474dae879e44483d22f9051627	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
86	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1832_seed1201832	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	607acf9d458016fc8122605c3f3bf3e3b82cb612c516ad82e44d4f92506a2e70	pn_c4f_exact_bundle_checksum	3f0b280086bdd275fca7c6ca387f0db5abe73bb4c59866857900b495e9dbe0a6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
87	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	67673ff2dfcda29bcdfa6e72d66a84f2781e77186237fe31204c5053a1ba690f	pn_c4f_exact_bundle_checksum	1be63ecd32fc990296c7d0fca4902b1d1ef4cf20c225cc3c5df6542bcf6bcdd4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
88	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	915ba14efadafaec1ac19a8c5ec0bb3603e9d6ca024ba77b698597b4c170a3a0	pn_c4f_exact_bundle_checksum	5ac12f0395b57999996c084b26838bc43ce55b19b42cac9df05859668bf9ca7e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
89	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1836_seed1201836	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	2ea3b4dea1a5ab136b9aa8008dac922e653a08496f475919bbd80fa3afea4553	pn_c4f_exact_bundle_checksum	3e652ab8d62c195d8025fb12017083b52e240ba22ca76c28b2ad7d31a4e8a5e6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
90	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1837_seed1201837	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	e5102a3a3964d93de880487b337ec677d7a0574404a5d43a58754399c996ec78	pn_c4f_exact_bundle_checksum	05a9a6143ed80947f1232473a6f7cab0191395fb65351465328e41444925304f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
91	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	950be8d01eb213854bb4615f42cb5bc0627fb34327ef6a75a271667bc1eae6b3	pn_c4f_exact_bundle_checksum	68c4d1b8cd749fdbebdb329ae95973b579d4332368c0b9636313f8465d9c5418	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
92	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1839_seed1201839	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	739ba01e4e72dfb48ba372254620792cb60e3842c13d98c74f4d3e620807e7a6	pn_c4f_exact_bundle_checksum	19924939090b344ccea62b6981455014eb09c1163a84cdf3b7bbc835d6d67def	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
93	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	fab3cbb3179a08d74e10505669fe0378575d2525f5f1a882b545bb65ccc31847	pn_c4f_exact_bundle_checksum	923a58511343930be3d34ff6bf05721b6350a1f2c79b14b4192f9b248af60a28	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
94	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	c125e565cb1164a855c4633f8aea3af59997b057d127abc82fbdea93dfd0761b	pn_c4f_exact_bundle_checksum	cf0a0ae4d3cdedd29f84fc2b770c8ee9bc78226b0bd70406a2e75026638c26d3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
95	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1844_seed1201844	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	934e35054b1929673a5067ea2c63e240a2bc093559078ae5359a05b293266bc5	pn_c4f_exact_bundle_checksum	c7a88d65d2483ed45b3e5f2a6a5f1e7154a3472b8b22656df961b122571f9c67	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
96	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1846_seed1201846	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	ff95533fa6161124db8d8dae7302fff11ba34e39230332a89383ecd3d6efca8d	pn_c4f_exact_bundle_checksum	e32eeee0e8f2a42abecf0e6b47a40cf7dbb0f38ac864e6bcaa42126668fffef3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
97	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1847_seed1201847	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	232d6458bdf1962ab579e33ec7b38e4561461b276010a0709558ba778279ed20	pn_c4f_exact_bundle_checksum	71110723fadac70ba61c3a46a19d1ad7b4521f369c2c722d5e6ea2ebf88a7b7c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
98	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1848_seed1201848	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	9995ff63d459d6a177a5e9c9b5b38e05adf6719d1055f1d559a106198c00a842	pn_c4f_exact_bundle_checksum	c443721d227d3893dd2abe4669911541f19da4868a5402810fde809a89d244e1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
99	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1849_seed1201849	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	9163	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	e9b008f5329e5be8bd7a18c2465d11180639d4a464cf5ca90d4a097962bd0a8b	pn_c4f_exact_bundle_checksum	bd01e9b24c1c0aa80af870faca93dfacc882b3ddacafad6d47f50df8631018dc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
100	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1850_seed1211850	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	1	8a72ad981cee704c587402eced2d5d74eae977e1b08d7622b8c8fc78bd61bd50	b70c48cfa448abad0e7678a9c9711f7699d955bb6275792cd8e0bb9c6050ceeb	pn_c4f_exact_bundle_checksum	0b99763aea78543279ae6057b7750ebde2b6249ad9edd921b36c6eb945f83a0f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	event	True	1	False	0	0	0	0	True
101	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1852_seed1211852	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	8fd45e43605d448746811eaed519098ebdbd8a10a815fe96efab062f823502aa	pn_c4f_exact_bundle_checksum	a809a0b5e3fa4e918d1cb4075bb4a414dcab098a69a43ceb4cb6391209364cd0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
102	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1853_seed1211853	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	8edf6ac7b4dab72716319d43bed494d617984856759791406543ebafcfe4f8d1	pn_c4f_exact_bundle_checksum	5521a1aae6566111c183581ab158ee871cd7084d359e51078bc3d62715df22f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
103	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1855_seed1211855	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	6652c47d757def9ce41d80db07057bc44ec66fe9bd2f552b55ca96976d8e9ab4	pn_c4f_exact_bundle_checksum	ce551f57e10f1c18713611b1137c1e4f30490b3f11fa9533d6f0e21fa8a26455	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
104	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1856_seed1211856	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	ecb576f50eca60d53871cca9380b63c6731c428e490c990a1af0064dbe6ed1f9	pn_c4f_exact_bundle_checksum	870107f8b73971e90e1956d08b849c46d0f90e8fd4886f3d7e4e8de517c19d2f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
105	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1857_seed1211857	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	7388	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	6574b1dd777825b71e79164b4a894fe9c806e8b83c8ac885e68609412f6dfbc9	pn_c4f_exact_bundle_checksum	e0520c53488f84b456edd7a731fc4b2deab085f73d4f5f0038b83622f9c5e3c7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
106	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	ffd11db286dcfb975d46e13abbd430c2f9cae50a1bace221c2c43d105b9019cf	pn_c4i_first_transport_checksum_freeze	c5f903da87d161f50132a6d7ceccde463c863ea457290dd37107769d89366ffc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	True	0	0	0	0	True
107	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9774_seed1209774	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	160b773afa0cdc5accbf7fe6d980991c8c5318f85176d2ab29eb04c501d7bfe8	pn_c4f_exact_bundle_checksum	f21f5b17ed8bcd9412701b52283bde35a21ace2d5332bea484357b0f9bb676e9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
108	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9775_seed1209775	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	aa9f064eef02e3b1baa583c0b3af75a41fc6fa66484e5ad705792b0c42a10f77	pn_c4f_exact_bundle_checksum	1d0d794738d370e7760035f45e3646c1db65b33e84e7c25806edce276c94c6ed	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
109	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9776_seed1209776	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	1	9560dd69c22dc5a524c6d437d735d6eccc98d88d74c6377cb7df722fbe0e84a3	623c9b591298086efd35e834424f483b18828c2702b43e571089817187a0f9c1	pn_c4f_exact_bundle_checksum	098f7969f19eb55e2d126790ff860a8810af64bb1653bd5ac17c5933d7969200	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	event	True	1	False	0	0	0	0	True
110	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9779_seed1209779	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	ad0f7abdbb2291551ce81c95953f073f93c704253f930e3a6d6c1a76684a6b1a	pn_c4f_exact_bundle_checksum	274590ef689ed7893689f32bc97bbfd79a4d864edf54d4c7cbbd4f4b0e63f374	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
111	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9781_seed1209781	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	a616eade2bd71b2d77e5ee27ff8287bd355978ff48043ed498487bdccd724720	pn_c4f_exact_bundle_checksum	e7be85654cbc8d9ed30c2d11e68e8f5b155298b91ab34960b0c98200d7b8aa30	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
112	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9782_seed1209782	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	dc39fd1c3927de5ed1b3c6b4e46c31bc6305ffd4e93dcd4a64200abb7d42cfde	pn_c4f_exact_bundle_checksum	31eb484b72bc433e89b63337846085144e4cfce2a8ec2d99b8fa5cf69c5512e1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
113	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9783_seed1209783	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	8cd4792e6f55cced1b5c3f0f85eb3e0c7db635a177211158850071da64f37537	pn_c4f_exact_bundle_checksum	d6f983e48a5b26a3c24c2bc2535d652f8e5b053cac49cc4872bb10b1dfa80c33	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
114	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9784_seed1209784	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	14ba3726a606772327ab22c5e571bf82e78fa6748a25fc291cc769ba44619cf4	pn_c4f_exact_bundle_checksum	2827f695621956f4c51ada5e45f6fcadd25fd48b9f6407e3a790412cb3d3e1e5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
115	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9787_seed1209787	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	da0088af49ecd1fb0d32b0ac564b9e130dbf42c4ae4c9ae079c716df621f816c	pn_c4f_exact_bundle_checksum	2bf5a034ddf53241b4fe812d7565af26200eca2904c6ed1b968e1c5c79f93e64	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
116	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9788_seed1209788	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	7203888570fda87240da433ca2f8c9bcc13a6de42a6304f9ee51b84436909ccd	pn_c4f_exact_bundle_checksum	7ae5bb12c058572706c1c3dab355908783e997258b8c545a88fdd7249464a190	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
