target_index	sample_class	process_or_mode	campaign	source_tag	remote_bundle_path	final_split	final_role	future_use	candidate_path	candidate_sha256	candidate_rows_metadata	n_events	bin_index	pthat_min_GeV	pthat_max_GeV	shard_id	seed	weights_uniform_positive	per_event_weight_transport_required	generator_coefficient_pb_per_event_weight	expected_sum_event_weights	expected_sum_squared_event_weights	expected_min_event_weight	expected_max_event_weight	source_bundle_sha256_expected	source_bundle_sha256_origin	metadata_origin	transport_plan	payload_access_authorized	source_commit
11	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1051_seed1201051	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1051_seed1201051_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0046_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1051_seed1201051_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1051	1201051	False	True	13.594622069866473	10000.050602233861	10000.102687945771	1	1.0353804277263561	8224c7ab90ec239ce543f03bc6376e783fa4a65ab3bd0e7deb21206025ef6ced	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
12	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1052_seed1201052	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1052_seed1201052_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0047_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1052_seed1201052_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1052	1201052	False	True	13.499474308297621	10000.040284500006	10000.081640075234	1	1.0315364316142845	3bc4a9634fee9e2f2e26b474e055fc3c14d267e375018b4277915e6ce0fb05a7	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
13	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0049_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1054	1201054	False	True	13.753504342066527	10000.016559102221	10000.033315088614	1	1.0137468282570272	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
14	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1057_seed1201057	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1057_seed1201057_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0050_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1057_seed1201057_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1057	1201057	False	True	13.602094751968114	10000.073271563031	10000.148319547074	1	1.0360155199604271	ca897c8ef4da31167dcb49d45eb6d743025009624cc6b9407e084e612eae6453	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
15	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1058_seed1201058	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1058_seed1201058_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0051_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1058_seed1201058_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1058	1201058	False	True	13.562909466112028	10000.043193034202	10000.087890130533	1	1.0384968577319726	a24f114f1c08c431d55db64d8c0c6a4a37ac98a34d75b0690b4c7c722a39109e	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
16	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1059_seed1201059	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1059_seed1201059_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0052_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1059_seed1201059_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1059	1201059	False	True	13.609872001420744	10000.073427545263	10000.148314789951	1	1.0245159042131122	0e4dc7a6a51b6b9da46568fbadb5cbeec5905cf244c1e189cf09bb1cfd074122	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
17	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1060_seed1201060	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1060_seed1201060_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0053_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1060_seed1201060_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1060	1201060	False	True	13.662727372501182	10000.038078458623	10000.076743203856	1	1.0188425181687017	e53248dc9a34004d4547f7a3be147f18c626023b50f7329a8757e0c346ef6baf	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
18	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1061_seed1201061	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1061_seed1201061_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0054_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1061_seed1201061_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1061	1201061	False	True	13.603606138772228	10000.008898585693	10000.017876356214	1	1.0088985856932056	0097c6ac61640f17d18d378144ede341ff24bc0f2532d2bbd64fffcfe5f0ef63	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
19	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1063_seed1201063	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1063_seed1201063_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0055_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1063_seed1201063_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1063	1201063	False	True	13.69716145667646	10000.016235176026	10000.032733932992	1	1.0162351760259789	e574587b5fda97ec7696650916402708716d7c1d6908599635e8477930910360	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
20	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1066_seed1201066	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1066_seed1201066_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0056_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1066_seed1201066_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1066	1201066	False	True	13.617987329678781	10000.075732628824	10000.153039866384	1	1.0242730922027963	6a2a936e5f0a884881c6dca4c48157aac024324626b287936bf86dbaf4f53f4a	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
21	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1067_seed1201067	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1067_seed1201067_bundle.tar.gz	train	development_train	model_fit	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0057_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1067_seed1201067_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	10000	0	50	75	1067	1201067	False	True	13.649728559416783	10000.110531283004	10000.225462782457	1	1.0551947300349545	2b085f6f9ef69a59d1aa005a23f5bd77f4501e427922d7d391f88345d7bf2237	pn_c4f_exact_bundle_checksum	pn_c4f_exact_small_bundle_recovery	extract_event_weight_sidecar_train_only	True	60fa40399f6205bd2e5d8cda3d243e287d65a5e8
