source_tag	candidate_path	candidate_sha256	candidate_rows	generator_nominal_weight	generator_coefficient_pb_per_event_weight	generator_cross_section_contribution_pb_per_candidate	source_bundle_sha256	source_bundle_sha256_origin	transport_status
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1862_seed1221862	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0181_qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1862_seed1221862_hh4b_candidates_v2.parquet	7d963cef9085d1bed9ab30ffcf434d3d5e467114f89edb82502b8bc87b18a4c7	1	1	3.2875018893297496	3.2875018893297496	d0e31fbc2e45764e1c2aa4b992123dd3b6b9c067c20de2aeb1a038fea3911384	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin03_pthat200to300_shard1863_seed1231863	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0182_qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin03_pthat200to300_shard1863_seed1231863_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	1	1.3111864718248178	1.3111864718248178	8fa5ca48202893c94659da86e1fb631013bf51169f0735e27846eb6d6ae0435d	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1865_seed1241865	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0183_qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1865_seed1241865_hh4b_candidates_v2.parquet	5da13e1e6192759eca71c52894633805586916f397eaa5f70792ea6d3d41a8d9	2	1	0.22592229741101311	0.22592229741101311	e89a3341850fe8048fe26fb35f58af246f118ce908f8f8f81763376ff43390ae	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1866_seed1241866	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0184_qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1866_seed1241866_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	1	0.22442760981922796	0.22442760981922796	c1ba860d17279170030fbe182f9be7940562279df4bc90e4ff3e8194d6b2ee70	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1867_seed1251867	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0185_qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1867_seed1251867_hh4b_candidates_v2.parquet	5c1a715ed8bd89c08e46c5668d036f48480467d35a62314147fa285671d04f81	8	1	0.015235357794710847	0.015235357794710847	68a5b8d738947695742539b428ec9f2f79ea97f0b1950630691b8c3a8cc17e53	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1868_seed1251868	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0186_qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1868_seed1251868_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	1	0.015192370021204708	0.015192370021204708	d0496b91fcd6044c5b82308982e571a203bc411da30934f54503de1b90c3e5c9	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin06_pthat700to1000_shard1869_seed1261869	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0187_qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin06_pthat700to1000_shard1869_seed1261869_hh4b_candidates_v2.parquet	9347a6458c1c45923c235afe29ddf317fcfbabfd13cf1cf16cff0108e56d5389	5	1	0.002408275432967324	0.002408275432967324	d670d5aa4f1c075e2279773881672825a7b1b6b6ab9113c1f52e522eb8e0f72d	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1871_seed1271871	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0188_qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1871_seed1271871_hh4b_candidates_v2.parquet	e41c754215e9756f5c03183de98b64e10905f267299f61b1407390931f012635	6	1	0.00029565624598111014	0.00029565624598111014	6522352da1d6c75768cadf23ceed28d79aece2e01215ef94bab2ea8341fb7766	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9777_seed1209777	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0193_qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9777_seed1209777_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	1	13.539409690504929	13.539409690504929	1e06972dff6f48e1c70b11a4835938c19c663ef76c3380a9f242dd782dc381d9	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9797_seed1209797	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0204_qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9797_seed1209797_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	1	13.465547410692668	13.465547410692668	f9db0ceb1e9f9e529618d9b673524616860ad90d3cd030d5355d33708c91512d	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9815_seed1229815	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0213_qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9815_seed1229815_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	1	3.2989711444149887	3.2989711444149887	431262b98a4b3a28f8b0345adbad3faf91a0f48f2ddf33f5c37423b620a394e7	pn_c4f_exact_bundle_checksum	uniform_constant_registry_frozen
