scope	outer_fold	inner_fold	btag_minimum	signal_rows	selected_signal_rows	total_signal_comparison_weight	selected_signal_comparison_weight	maximum_achievable_signal_efficiency	target_signal_efficiency	target_feasible_before_continuous_cuts	target_margin
canary_outer_development_pooled	0		0	29821	29821	195689.03983877497	195689.03983877497	1.0	0.585957	True	0.41404300000000005
canary_outer_development_pooled	0		3	29821	12331	195689.03983877497	80928.21039121403	0.4135551508550988	0.585957	False	-0.17240184914490114
canary_outer_development_pooled	0		4	29821	3076	195689.03983877497	20189.212789857746	0.10316986994515027	0.585957	False	-0.4827871300548497
canary_inner_held_out	0	1	0	7715	7715	50728.78465791261	50728.78465791261	1.0	0.585957	True	0.41404300000000005
canary_inner_held_out	0	1	3	7715	3210	50728.78465791261	21122.85333315553	0.41638792404739416	0.585957	False	-0.16956907595260579
canary_inner_held_out	0	1	4	7715	792	50728.78465791261	5204.943104068952	0.10260334717593302	0.585957	False	-0.48335365282406695
canary_inner_held_out	0	2	0	7777	7777	50691.45275425291	50691.45275425291	1.0	0.585957	True	0.41404300000000005
canary_inner_held_out	0	2	3	7777	3188	50691.45275425291	20776.983470394618	0.40987153339477866	0.585957	False	-0.17608546660522129
canary_inner_held_out	0	2	4	7777	794	50691.45275425291	5177.89676816578	0.10214536153200629	0.585957	False	-0.4838116384679937
canary_inner_held_out	0	3	0	7310	7310	48282.68767251109	48282.68767251109	1.0	0.585957	True	0.41404300000000005
canary_inner_held_out	0	3	3	7310	3020	48282.68767251109	19943.6750695509	0.4130605819796872	0.585957	False	-0.17289641802031275
canary_inner_held_out	0	3	4	7310	788	48282.68767251109	5210.826316888815	0.10792328613171856	0.585957	False	-0.4780337138682814
canary_inner_held_out	0	4	0	7019	7019	45986.114754098366	45986.114754098366	1.0	0.585957	True	0.41404300000000005
canary_inner_held_out	0	4	3	7019	2913	45986.114754098366	19084.69851811298	0.4150100224853659	0.585957	False	-0.17094697751463406
canary_inner_held_out	0	4	4	7019	702	45986.114754098366	4595.546600734197	0.09993335217180169	0.585957	False	-0.4860236478281983
