member_index	sample_class	process_or_mode	dataset_split	candidate_rows_in_existing_registry	canary_selection_reasons	resolution_method	layout_rule	remote_bundle_path	root_container_member	root_archive_member	root_sha256	delphes_num_entries	frozen_output_rows	parity_output_rows	ordered_schema_match	event_order_match	integer_columns_match	string_columns_match	floating_columns_match	parquet_types_compatible	mismatch_count	parity_status
1	signal	ggf_hh4b	train	58	"[""ggf_ext20k_campaign"",""nested_ggf_reconstruction_archive_layout""]"	candidate_source_root_nested_reconstruction_bundle	nested_reconstruction_bundle_source_root_basename	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_bundle.tar.gz	products/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_reconstruction.tar.gz	root/HH4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_cluster_3586817_shard_16000_1000_pythia8_delphes.root	fc8a67f580b5fed2218e8f23dc8c39b293b4bb277787e7cd09dcb4617bbfdf6e	1000	58	58	True	True	True	True	True	True	0	pass
18	signal	ggf_hh4b	train	74	"[""ggf_ext80k_campaign""]"	candidate_source_root_nested_reconstruction_bundle	nested_reconstruction_bundle_source_root_basename	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_bundle.tar.gz	products/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_reconstruction.tar.gz	root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851531_shard_16020_1000_pythia8_delphes.root	969dfc459e9cd79180788ff646d77101bd2d2f9f69f056fe1e6ae0c1da8e7c2c	1000	74	74	True	True	True	True	True	True	0	pass
99	signal	vbf_hh4b	train	612	"[""direct_standard_bundle_root_layout"",""vbf_hh_signal""]"	vbf_registry_standard_bundle_layout	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/vbf_hh4b_sm_scaleout90k_20260722_v1/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_bundle.tar.gz		root/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_delphes.root	7c8f5af55159c1510df49d537e38b41ca00e2bff2a0a0cd3aadf9f96712c2cf3	10000	612	612	True	True	True	True	True	True	0	pass
123	background	qcd_hardqcd	train	0	"[""zero_row_existing_4b_candidate_background""]"	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz		root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.root	4361d02c0e977acfcd5d359be5d4ad13f555211f7f8af61b3d346399a0d0a108	10000	0	0	True	True	True	True	True	True	0	pass
184	background	qcd_hardqcd	train	1	"[""nonzero_qcd_hard_scattering_background""]"	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1120_seed1211120_bundle.tar.gz		root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1120_seed1211120_delphes.root	307f76f0286b0f8a1e94cf5db8b31cd0187e8ee5ec3afce383d47f146a7e7b66	10000	1	1	True	True	True	True	True	True	0	pass
413	background	qcd_bbbb_general	train	334	"[""qcd_bbbb_background""]"	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz		root/qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	6427a58847e7016d8ee3d3010088106f1192421b49596f722bdbc61ceec6302b	10000	334	334	True	True	True	True	True	True	0	pass
443	background	ttbar_inclusive	train	36	"[""ttbar_background""]"	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	bbacdadaddc590df5ba09ca4edb3cbc87f7c563accbd5582337c4218c1b852d2	10000	36	36	True	True	True	True	True	True	0	pass
543	background	tth_hbb	train	1189	"[""high_jet_btag_multiplicity_background""]"	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_bundle.tar.gz		root/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_delphes.root	aeb350531512813665e98932590fa6883c52f3df2957821964316e6847f2b839	10000	1189	1189	True	True	True	True	True	True	0	pass
