member_index	column_name	column_order	frozen_arrow_type	parity_arrow_type	frozen_nullable	parity_nullable	arrow_type_compatible	nullability_match	comparison_status
543	r_hh	18	double	double	True	True	True	True	pass
543	r_hh_125_125	19	double	double	True	True	True	True	pass
543	r_hh_125_120	20	double	double	True	True	True	True	pass
543	mhh	21	double	double	True	True	True	True	pass
543	hh_pt	22	double	double	True	True	True	True	pass
543	hh_eta	23	double	double	True	True	True	True	pass
543	hh_phi	24	double	double	True	True	True	True	pass
543	h1_pt	25	double	double	True	True	True	True	pass
543	h1_eta	26	double	double	True	True	True	True	pass
543	h1_phi	27	double	double	True	True	True	True	pass
543	h2_pt	28	double	double	True	True	True	True	pass
543	h2_eta	29	double	double	True	True	True	True	pass
543	h2_phi	30	double	double	True	True	True	True	pass
543	h_delta_eta	31	double	double	True	True	True	True	pass
543	h_delta_phi	32	double	double	True	True	True	True	pass
543	h_delta_r	33	double	double	True	True	True	True	pass
543	h_pt_balance	34	double	double	True	True	True	True	pass
543	drbb1	35	double	double	True	True	True	True	pass
543	drbb2	36	double	double	True	True	True	True	pass
543	j1_pt	37	double	double	True	True	True	True	pass
543	j2_pt	38	double	double	True	True	True	True	pass
543	j3_pt	39	double	double	True	True	True	True	pass
543	j4_pt	40	double	double	True	True	True	True	pass
543	j1_eta	41	double	double	True	True	True	True	pass
543	j1_phi	42	double	double	True	True	True	True	pass
543	j1_mass	43	double	double	True	True	True	True	pass
543	j1_btag	44	double	double	True	True	True	True	pass
543	j1_flavor	45	int64	int64	True	True	True	True	pass
543	j1_raw_index	46	int64	int64	True	True	True	True	pass
543	j1_selected_index	47	int64	int64	True	True	True	True	pass
543	j1_bjet_rank	48	int64	int64	True	True	True	True	pass
543	j2_eta	49	double	double	True	True	True	True	pass
543	j2_phi	50	double	double	True	True	True	True	pass
543	j2_mass	51	double	double	True	True	True	True	pass
543	j2_btag	52	double	double	True	True	True	True	pass
543	j2_flavor	53	int64	int64	True	True	True	True	pass
543	j2_raw_index	54	int64	int64	True	True	True	True	pass
543	j2_selected_index	55	int64	int64	True	True	True	True	pass
543	j2_bjet_rank	56	int64	int64	True	True	True	True	pass
543	j3_eta	57	double	double	True	True	True	True	pass
543	j3_phi	58	double	double	True	True	True	True	pass
543	j3_mass	59	double	double	True	True	True	True	pass
543	j3_btag	60	double	double	True	True	True	True	pass
543	j3_flavor	61	int64	int64	True	True	True	True	pass
543	j3_raw_index	62	int64	int64	True	True	True	True	pass
543	j3_selected_index	63	int64	int64	True	True	True	True	pass
543	j3_bjet_rank	64	int64	int64	True	True	True	True	pass
543	j4_eta	65	double	double	True	True	True	True	pass
543	j4_phi	66	double	double	True	True	True	True	pass
543	j4_mass	67	double	double	True	True	True	True	pass
543	j4_btag	68	double	double	True	True	True	True	pass
543	j4_flavor	69	int64	int64	True	True	True	True	pass
543	j4_raw_index	70	int64	int64	True	True	True	True	pass
543	j4_selected_index	71	int64	int64	True	True	True	True	pass
543	j4_bjet_rank	72	int64	int64	True	True	True	True	pass
