sample_group_directory	branch	typename
08_ttH_ntuple	gen_bhadron_energy	std::vector<float>
08_ttH_ntuple	gen_bhadron_mass	std::vector<float>
08_ttH_ntuple	gen_bhadron_pt	std::vector<float>
08_ttH_ntuple	gen_bhadron_eta	std::vector<float>
08_ttH_ntuple	gen_bhadron_phi	std::vector<float>
08_ttH_ntuple	gen_bhadron_charge	std::vector<int32_t>
08_ttH_ntuple	gen_bhadron_pid	std::vector<int32_t>
08_ttH_ntuple	genpart_pt	std::vector<float>
08_ttH_ntuple	genpart_eta	std::vector<float>
08_ttH_ntuple	genpart_phi	std::vector<float>
08_ttH_ntuple	genpart_energy	std::vector<float>
08_ttH_ntuple	genpart_pid	std::vector<int32_t>
08_ttH_ntuple	process_index	int32_t
08_ttH_ntuple	gen_weight	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pass_selection	int32_t
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pass_4j3b_selection	int32_t
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pass_4j2b_selection	int32_t
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pass_boosted_trigger	int32_t
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	HT	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pfcand_sum_mass	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pfcand_sum_HT	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pfcand_sum_pt	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pfcand_sum_eta	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pfcand_sum_phi	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	pfcand_sum_energy	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_higgs1_pt	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_higgs1_eta	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_higgs1_phi	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_higgs1_mass	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_higgs2_pt	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_higgs2_eta	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_higgs2_phi	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_higgs2_mass	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_dihiggs_mass	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_dihiggs_HT	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_pt	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_eta	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_phi	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_energy	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_mass	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_hadronFlavor	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_partonFlavor	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_flavor	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_nparticles	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_sophonAK4_probB	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_sophonAK4_probC	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	jet_sophonAK4_probL	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_pt	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_eta	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_phi	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_energy	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_mass	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sdmass	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_trmass	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_nparticles	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sophon_probXbb	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sophon_probXcc	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sophon_probXqq	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sophon_probXbc	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sophon_probXcs	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sophon_probXbq	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sophon_probXcq	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sophon_probXbqq	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	fj_sophon_probQCD	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	lep_pt	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	lep_eta	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	lep_phi	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	lep_energy	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	lep_charge	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	lep_pid	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	lep_iso	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	met_pt	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	met_phi	float
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_label	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_fjlabel	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_px	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_py	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_pz	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_energy	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_mass	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_pt	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_eta	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_phi	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_charge	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_pid	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_d0val	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_d0err	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_dzval	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_dzerr	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_dr	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_deta	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	part_dphi	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_fromhh	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_px	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_py	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_pz	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_energy	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_mass	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_pt	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_eta	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_phi	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_charge	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_bhadron_pid	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	genpart_pt	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	genpart_eta	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	genpart_phi	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	genpart_energy	std::vector<float>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	genpart_pid	std::vector<int32_t>
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	process_index	int32_t
09_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	gen_weight	std::vector<float>
10_SingleHiggs_ntuple	event_no	int32_t
10_SingleHiggs_ntuple	event_class	int32_t
10_SingleHiggs_ntuple	pass_selection	int32_t
10_SingleHiggs_ntuple	pass_4j3b_selection	int32_t
10_SingleHiggs_ntuple	pass_4j2b_selection	int32_t
10_SingleHiggs_ntuple	pass_boosted_trigger	int32_t
10_SingleHiggs_ntuple	HT	float
10_SingleHiggs_ntuple	pfcand_sum_mass	float
10_SingleHiggs_ntuple	pfcand_sum_HT	float
10_SingleHiggs_ntuple	pfcand_sum_pt	float
10_SingleHiggs_ntuple	pfcand_sum_eta	float
10_SingleHiggs_ntuple	pfcand_sum_phi	float
10_SingleHiggs_ntuple	pfcand_sum_energy	float
10_SingleHiggs_ntuple	gen_higgs1_pt	float
10_SingleHiggs_ntuple	gen_higgs1_eta	float
10_SingleHiggs_ntuple	gen_higgs1_phi	float
10_SingleHiggs_ntuple	gen_higgs1_mass	float
10_SingleHiggs_ntuple	gen_higgs2_pt	float
10_SingleHiggs_ntuple	gen_higgs2_eta	float
10_SingleHiggs_ntuple	gen_higgs2_phi	float
10_SingleHiggs_ntuple	gen_higgs2_mass	float
10_SingleHiggs_ntuple	gen_dihiggs_mass	float
10_SingleHiggs_ntuple	gen_dihiggs_HT	float
10_SingleHiggs_ntuple	jet_pt	std::vector<float>
10_SingleHiggs_ntuple	jet_eta	std::vector<float>
10_SingleHiggs_ntuple	jet_phi	std::vector<float>
10_SingleHiggs_ntuple	jet_energy	std::vector<float>
10_SingleHiggs_ntuple	jet_mass	std::vector<float>
10_SingleHiggs_ntuple	jet_hadronFlavor	std::vector<int32_t>
10_SingleHiggs_ntuple	jet_partonFlavor	std::vector<int32_t>
10_SingleHiggs_ntuple	jet_flavor	std::vector<int32_t>
10_SingleHiggs_ntuple	jet_nparticles	std::vector<float>
10_SingleHiggs_ntuple	jet_sophonAK4_probB	std::vector<float>
10_SingleHiggs_ntuple	jet_sophonAK4_probC	std::vector<float>
10_SingleHiggs_ntuple	jet_sophonAK4_probL	std::vector<float>
10_SingleHiggs_ntuple	fj_pt	std::vector<float>
10_SingleHiggs_ntuple	fj_eta	std::vector<float>
10_SingleHiggs_ntuple	fj_phi	std::vector<float>
10_SingleHiggs_ntuple	fj_energy	std::vector<float>
10_SingleHiggs_ntuple	fj_mass	std::vector<float>
10_SingleHiggs_ntuple	fj_sdmass	std::vector<float>
10_SingleHiggs_ntuple	fj_trmass	std::vector<float>
10_SingleHiggs_ntuple	fj_nparticles	std::vector<float>
10_SingleHiggs_ntuple	fj_sophon_probXbb	std::vector<float>
10_SingleHiggs_ntuple	fj_sophon_probXcc	std::vector<float>
10_SingleHiggs_ntuple	fj_sophon_probXqq	std::vector<float>
10_SingleHiggs_ntuple	fj_sophon_probXbc	std::vector<float>
10_SingleHiggs_ntuple	fj_sophon_probXcs	std::vector<float>
10_SingleHiggs_ntuple	fj_sophon_probXbq	std::vector<float>
10_SingleHiggs_ntuple	fj_sophon_probXcq	std::vector<float>
10_SingleHiggs_ntuple	fj_sophon_probXbqq	std::vector<float>
10_SingleHiggs_ntuple	fj_sophon_probQCD	std::vector<float>
10_SingleHiggs_ntuple	lep_pt	std::vector<float>
10_SingleHiggs_ntuple	lep_eta	std::vector<float>
10_SingleHiggs_ntuple	lep_phi	std::vector<float>
10_SingleHiggs_ntuple	lep_energy	std::vector<float>
10_SingleHiggs_ntuple	lep_charge	std::vector<int32_t>
10_SingleHiggs_ntuple	lep_pid	std::vector<int32_t>
10_SingleHiggs_ntuple	lep_iso	std::vector<float>
10_SingleHiggs_ntuple	met_pt	float
10_SingleHiggs_ntuple	met_phi	float
10_SingleHiggs_ntuple	part_label	std::vector<int32_t>
10_SingleHiggs_ntuple	part_fjlabel	std::vector<int32_t>
10_SingleHiggs_ntuple	part_px	std::vector<float>
10_SingleHiggs_ntuple	part_py	std::vector<float>
10_SingleHiggs_ntuple	part_pz	std::vector<float>
10_SingleHiggs_ntuple	part_energy	std::vector<float>
10_SingleHiggs_ntuple	part_mass	std::vector<float>
10_SingleHiggs_ntuple	part_pt	std::vector<float>
10_SingleHiggs_ntuple	part_eta	std::vector<float>
10_SingleHiggs_ntuple	part_phi	std::vector<float>
10_SingleHiggs_ntuple	part_charge	std::vector<int32_t>
10_SingleHiggs_ntuple	part_pid	std::vector<int32_t>
10_SingleHiggs_ntuple	part_d0val	std::vector<float>
10_SingleHiggs_ntuple	part_d0err	std::vector<float>
10_SingleHiggs_ntuple	part_dzval	std::vector<float>
10_SingleHiggs_ntuple	part_dzerr	std::vector<float>
10_SingleHiggs_ntuple	part_dr	std::vector<float>
10_SingleHiggs_ntuple	part_deta	std::vector<float>
10_SingleHiggs_ntuple	part_dphi	std::vector<float>
10_SingleHiggs_ntuple	gen_bhadron_fromhh	std::vector<int32_t>
10_SingleHiggs_ntuple	gen_bhadron_px	std::vector<float>
10_SingleHiggs_ntuple	gen_bhadron_py	std::vector<float>
10_SingleHiggs_ntuple	gen_bhadron_pz	std::vector<float>
10_SingleHiggs_ntuple	gen_bhadron_energy	std::vector<float>
10_SingleHiggs_ntuple	gen_bhadron_mass	std::vector<float>
10_SingleHiggs_ntuple	gen_bhadron_pt	std::vector<float>
10_SingleHiggs_ntuple	gen_bhadron_eta	std::vector<float>
10_SingleHiggs_ntuple	gen_bhadron_phi	std::vector<float>
10_SingleHiggs_ntuple	gen_bhadron_charge	std::vector<int32_t>
10_SingleHiggs_ntuple	gen_bhadron_pid	std::vector<int32_t>
10_SingleHiggs_ntuple	genpart_pt	std::vector<float>
10_SingleHiggs_ntuple	genpart_eta	std::vector<float>
10_SingleHiggs_ntuple	genpart_phi	std::vector<float>
10_SingleHiggs_ntuple	genpart_energy	std::vector<float>
10_SingleHiggs_ntuple	genpart_pid	std::vector<int32_t>
10_SingleHiggs_ntuple	process_index	int32_t
10_SingleHiggs_ntuple	gen_weight	std::vector<float>
11_TW_ntuple	event_no	int32_t
11_TW_ntuple	event_class	int32_t
11_TW_ntuple	pass_selection	int32_t
11_TW_ntuple	pass_4j3b_selection	int32_t
11_TW_ntuple	pass_4j2b_selection	int32_t
11_TW_ntuple	pass_boosted_trigger	int32_t
11_TW_ntuple	HT	float
11_TW_ntuple	pfcand_sum_mass	float
11_TW_ntuple	pfcand_sum_HT	float
11_TW_ntuple	pfcand_sum_pt	float
11_TW_ntuple	pfcand_sum_eta	float
11_TW_ntuple	pfcand_sum_phi	float
11_TW_ntuple	pfcand_sum_energy	float
11_TW_ntuple	gen_higgs1_pt	float
11_TW_ntuple	gen_higgs1_eta	float
11_TW_ntuple	gen_higgs1_phi	float
11_TW_ntuple	gen_higgs1_mass	float
11_TW_ntuple	gen_higgs2_pt	float
11_TW_ntuple	gen_higgs2_eta	float
11_TW_ntuple	gen_higgs2_phi	float
11_TW_ntuple	gen_higgs2_mass	float
11_TW_ntuple	gen_dihiggs_mass	float
11_TW_ntuple	gen_dihiggs_HT	float
11_TW_ntuple	jet_pt	std::vector<float>
11_TW_ntuple	jet_eta	std::vector<float>
11_TW_ntuple	jet_phi	std::vector<float>
11_TW_ntuple	jet_energy	std::vector<float>
11_TW_ntuple	jet_mass	std::vector<float>
11_TW_ntuple	jet_hadronFlavor	std::vector<int32_t>
11_TW_ntuple	jet_partonFlavor	std::vector<int32_t>
11_TW_ntuple	jet_flavor	std::vector<int32_t>
11_TW_ntuple	jet_nparticles	std::vector<float>
11_TW_ntuple	jet_sophonAK4_probB	std::vector<float>
11_TW_ntuple	jet_sophonAK4_probC	std::vector<float>
11_TW_ntuple	jet_sophonAK4_probL	std::vector<float>
11_TW_ntuple	fj_pt	std::vector<float>
11_TW_ntuple	fj_eta	std::vector<float>
11_TW_ntuple	fj_phi	std::vector<float>
11_TW_ntuple	fj_energy	std::vector<float>
11_TW_ntuple	fj_mass	std::vector<float>
11_TW_ntuple	fj_sdmass	std::vector<float>
11_TW_ntuple	fj_trmass	std::vector<float>
11_TW_ntuple	fj_nparticles	std::vector<float>
11_TW_ntuple	fj_sophon_probXbb	std::vector<float>
11_TW_ntuple	fj_sophon_probXcc	std::vector<float>
11_TW_ntuple	fj_sophon_probXqq	std::vector<float>
11_TW_ntuple	fj_sophon_probXbc	std::vector<float>
11_TW_ntuple	fj_sophon_probXcs	std::vector<float>
11_TW_ntuple	fj_sophon_probXbq	std::vector<float>
11_TW_ntuple	fj_sophon_probXcq	std::vector<float>
11_TW_ntuple	fj_sophon_probXbqq	std::vector<float>
11_TW_ntuple	fj_sophon_probQCD	std::vector<float>
11_TW_ntuple	lep_pt	std::vector<float>
11_TW_ntuple	lep_eta	std::vector<float>
11_TW_ntuple	lep_phi	std::vector<float>
11_TW_ntuple	lep_energy	std::vector<float>
11_TW_ntuple	lep_charge	std::vector<int32_t>
11_TW_ntuple	lep_pid	std::vector<int32_t>
11_TW_ntuple	lep_iso	std::vector<float>
11_TW_ntuple	met_pt	float
11_TW_ntuple	met_phi	float
11_TW_ntuple	part_label	std::vector<int32_t>
11_TW_ntuple	part_fjlabel	std::vector<int32_t>
11_TW_ntuple	part_px	std::vector<float>
11_TW_ntuple	part_py	std::vector<float>
11_TW_ntuple	part_pz	std::vector<float>
11_TW_ntuple	part_energy	std::vector<float>
11_TW_ntuple	part_mass	std::vector<float>
11_TW_ntuple	part_pt	std::vector<float>
11_TW_ntuple	part_eta	std::vector<float>
11_TW_ntuple	part_phi	std::vector<float>
11_TW_ntuple	part_charge	std::vector<int32_t>
11_TW_ntuple	part_pid	std::vector<int32_t>
11_TW_ntuple	part_d0val	std::vector<float>
11_TW_ntuple	part_d0err	std::vector<float>
11_TW_ntuple	part_dzval	std::vector<float>
11_TW_ntuple	part_dzerr	std::vector<float>
11_TW_ntuple	part_dr	std::vector<float>
11_TW_ntuple	part_deta	std::vector<float>
11_TW_ntuple	part_dphi	std::vector<float>
11_TW_ntuple	gen_bhadron_fromhh	std::vector<int32_t>
11_TW_ntuple	gen_bhadron_px	std::vector<float>
11_TW_ntuple	gen_bhadron_py	std::vector<float>
11_TW_ntuple	gen_bhadron_pz	std::vector<float>
11_TW_ntuple	gen_bhadron_energy	std::vector<float>
11_TW_ntuple	gen_bhadron_mass	std::vector<float>
11_TW_ntuple	gen_bhadron_pt	std::vector<float>
11_TW_ntuple	gen_bhadron_eta	std::vector<float>
11_TW_ntuple	gen_bhadron_phi	std::vector<float>
11_TW_ntuple	gen_bhadron_charge	std::vector<int32_t>
11_TW_ntuple	gen_bhadron_pid	std::vector<int32_t>
11_TW_ntuple	genpart_pt	std::vector<float>
11_TW_ntuple	genpart_eta	std::vector<float>
11_TW_ntuple	genpart_phi	std::vector<float>
11_TW_ntuple	genpart_energy	std::vector<float>
11_TW_ntuple	genpart_pid	std::vector<int32_t>
11_TW_ntuple	process_index	int32_t
11_TW_ntuple	gen_weight	std::vector<float>
12_VBFH_ntuple	event_no	int32_t
12_VBFH_ntuple	event_class	int32_t
12_VBFH_ntuple	pass_selection	int32_t
12_VBFH_ntuple	pass_4j3b_selection	int32_t
12_VBFH_ntuple	pass_4j2b_selection	int32_t
12_VBFH_ntuple	pass_boosted_trigger	int32_t
12_VBFH_ntuple	HT	float
12_VBFH_ntuple	pfcand_sum_mass	float
12_VBFH_ntuple	pfcand_sum_HT	float
12_VBFH_ntuple	pfcand_sum_pt	float
12_VBFH_ntuple	pfcand_sum_eta	float
12_VBFH_ntuple	pfcand_sum_phi	float
12_VBFH_ntuple	pfcand_sum_energy	float
12_VBFH_ntuple	gen_higgs1_pt	float
12_VBFH_ntuple	gen_higgs1_eta	float
12_VBFH_ntuple	gen_higgs1_phi	float
12_VBFH_ntuple	gen_higgs1_mass	float
12_VBFH_ntuple	gen_higgs2_pt	float
12_VBFH_ntuple	gen_higgs2_eta	float
12_VBFH_ntuple	gen_higgs2_phi	float
12_VBFH_ntuple	gen_higgs2_mass	float
12_VBFH_ntuple	gen_dihiggs_mass	float
12_VBFH_ntuple	gen_dihiggs_HT	float
12_VBFH_ntuple	jet_pt	std::vector<float>
12_VBFH_ntuple	jet_eta	std::vector<float>
12_VBFH_ntuple	jet_phi	std::vector<float>
12_VBFH_ntuple	jet_energy	std::vector<float>
12_VBFH_ntuple	jet_mass	std::vector<float>
12_VBFH_ntuple	jet_hadronFlavor	std::vector<int32_t>
12_VBFH_ntuple	jet_partonFlavor	std::vector<int32_t>
12_VBFH_ntuple	jet_flavor	std::vector<int32_t>
12_VBFH_ntuple	jet_nparticles	std::vector<float>
12_VBFH_ntuple	jet_sophonAK4_probB	std::vector<float>
12_VBFH_ntuple	jet_sophonAK4_probC	std::vector<float>
12_VBFH_ntuple	jet_sophonAK4_probL	std::vector<float>
12_VBFH_ntuple	fj_pt	std::vector<float>
12_VBFH_ntuple	fj_eta	std::vector<float>
12_VBFH_ntuple	fj_phi	std::vector<float>
12_VBFH_ntuple	fj_energy	std::vector<float>
12_VBFH_ntuple	fj_mass	std::vector<float>
12_VBFH_ntuple	fj_sdmass	std::vector<float>
12_VBFH_ntuple	fj_trmass	std::vector<float>
12_VBFH_ntuple	fj_nparticles	std::vector<float>
12_VBFH_ntuple	fj_sophon_probXbb	std::vector<float>
12_VBFH_ntuple	fj_sophon_probXcc	std::vector<float>
12_VBFH_ntuple	fj_sophon_probXqq	std::vector<float>
12_VBFH_ntuple	fj_sophon_probXbc	std::vector<float>
12_VBFH_ntuple	fj_sophon_probXcs	std::vector<float>
12_VBFH_ntuple	fj_sophon_probXbq	std::vector<float>
12_VBFH_ntuple	fj_sophon_probXcq	std::vector<float>
12_VBFH_ntuple	fj_sophon_probXbqq	std::vector<float>
12_VBFH_ntuple	fj_sophon_probQCD	std::vector<float>
12_VBFH_ntuple	lep_pt	std::vector<float>
12_VBFH_ntuple	lep_eta	std::vector<float>
12_VBFH_ntuple	lep_phi	std::vector<float>
12_VBFH_ntuple	lep_energy	std::vector<float>
12_VBFH_ntuple	lep_charge	std::vector<int32_t>
12_VBFH_ntuple	lep_pid	std::vector<int32_t>
12_VBFH_ntuple	lep_iso	std::vector<float>
12_VBFH_ntuple	met_pt	float
12_VBFH_ntuple	met_phi	float
12_VBFH_ntuple	part_label	std::vector<int32_t>
12_VBFH_ntuple	part_fjlabel	std::vector<int32_t>
12_VBFH_ntuple	part_px	std::vector<float>
12_VBFH_ntuple	part_py	std::vector<float>
12_VBFH_ntuple	part_pz	std::vector<float>
12_VBFH_ntuple	part_energy	std::vector<float>
12_VBFH_ntuple	part_mass	std::vector<float>
12_VBFH_ntuple	part_pt	std::vector<float>
12_VBFH_ntuple	part_eta	std::vector<float>
12_VBFH_ntuple	part_phi	std::vector<float>
12_VBFH_ntuple	part_charge	std::vector<int32_t>
12_VBFH_ntuple	part_pid	std::vector<int32_t>
12_VBFH_ntuple	part_d0val	std::vector<float>
12_VBFH_ntuple	part_d0err	std::vector<float>
12_VBFH_ntuple	part_dzval	std::vector<float>
12_VBFH_ntuple	part_dzerr	std::vector<float>
12_VBFH_ntuple	part_dr	std::vector<float>
12_VBFH_ntuple	part_deta	std::vector<float>
12_VBFH_ntuple	part_dphi	std::vector<float>
12_VBFH_ntuple	gen_bhadron_fromhh	std::vector<int32_t>
12_VBFH_ntuple	gen_bhadron_px	std::vector<float>
12_VBFH_ntuple	gen_bhadron_py	std::vector<float>
12_VBFH_ntuple	gen_bhadron_pz	std::vector<float>
12_VBFH_ntuple	gen_bhadron_energy	std::vector<float>
12_VBFH_ntuple	gen_bhadron_mass	std::vector<float>
12_VBFH_ntuple	gen_bhadron_pt	std::vector<float>
12_VBFH_ntuple	gen_bhadron_eta	std::vector<float>
12_VBFH_ntuple	gen_bhadron_phi	std::vector<float>
12_VBFH_ntuple	gen_bhadron_charge	std::vector<int32_t>
12_VBFH_ntuple	gen_bhadron_pid	std::vector<int32_t>
12_VBFH_ntuple	genpart_pt	std::vector<float>
12_VBFH_ntuple	genpart_eta	std::vector<float>
12_VBFH_ntuple	genpart_phi	std::vector<float>
12_VBFH_ntuple	genpart_energy	std::vector<float>
12_VBFH_ntuple	genpart_pid	std::vector<int32_t>
12_VBFH_ntuple	process_index	int32_t
12_VBFH_ntuple	gen_weight	std::vector<float>
13_WminusH_ntuple	event_no	int32_t
13_WminusH_ntuple	event_class	int32_t
13_WminusH_ntuple	pass_selection	int32_t
13_WminusH_ntuple	pass_4j3b_selection	int32_t
13_WminusH_ntuple	pass_4j2b_selection	int32_t
13_WminusH_ntuple	pass_boosted_trigger	int32_t
13_WminusH_ntuple	HT	float
13_WminusH_ntuple	pfcand_sum_mass	float
13_WminusH_ntuple	pfcand_sum_HT	float
13_WminusH_ntuple	pfcand_sum_pt	float
13_WminusH_ntuple	pfcand_sum_eta	float
13_WminusH_ntuple	pfcand_sum_phi	float
13_WminusH_ntuple	pfcand_sum_energy	float
13_WminusH_ntuple	gen_higgs1_pt	float
13_WminusH_ntuple	gen_higgs1_eta	float
13_WminusH_ntuple	gen_higgs1_phi	float
13_WminusH_ntuple	gen_higgs1_mass	float
13_WminusH_ntuple	gen_higgs2_pt	float
13_WminusH_ntuple	gen_higgs2_eta	float
13_WminusH_ntuple	gen_higgs2_phi	float
13_WminusH_ntuple	gen_higgs2_mass	float
13_WminusH_ntuple	gen_dihiggs_mass	float
13_WminusH_ntuple	gen_dihiggs_HT	float
13_WminusH_ntuple	jet_pt	std::vector<float>
13_WminusH_ntuple	jet_eta	std::vector<float>
13_WminusH_ntuple	jet_phi	std::vector<float>
13_WminusH_ntuple	jet_energy	std::vector<float>
13_WminusH_ntuple	jet_mass	std::vector<float>
13_WminusH_ntuple	jet_hadronFlavor	std::vector<int32_t>
13_WminusH_ntuple	jet_partonFlavor	std::vector<int32_t>
13_WminusH_ntuple	jet_flavor	std::vector<int32_t>
13_WminusH_ntuple	jet_nparticles	std::vector<float>
13_WminusH_ntuple	jet_sophonAK4_probB	std::vector<float>
13_WminusH_ntuple	jet_sophonAK4_probC	std::vector<float>
