member_index	target_tag	dataset_split	source_root_path	source_root_sha256	local_root_path	local_root_sha256	source_local_sha256_equal	root_entries	expected_entries	builder_path	builder_sha256	policy_path	policy_sha256	explicit_policy_arguments	production_builder_invocations	stalled_production_attempts	candidate_path	candidate_sha256	candidate_rows	schema_columns	exact_column_order	finite_required_values	unique_event_keys	zero_row_schema_readable	validation_rerun_path	validation_rerun_sha256	deterministic_byte_checksum_equal	determinism_exact_schema_and_column_order	exact_event_ordering	exact_integer_and_string_values	matching_nonfinite_masks	floating_values_within_tolerance	floating_rtol	floating_atol	maximum_absolute_float_difference	deterministic_row_level_equal	technical_io_handler_override	classification
346	ttbar_100k_shard000	validation	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_100k_shard000_pythia8_delphes.root	a3b7755440323eb0e5212454046efbdfa443cd3a139ae64cdd0fc0365a9c1deb	/tmp/iturkmen/hh4b_ttbar27_recovery_20260727T220257Z/ttbar_100k_shard000_pythia8_delphes.root	a3b7755440323eb0e5212454046efbdfa443cd3a139ae64cdd0fc0365a9c1deb	True	10000	10000	scripts/delphes/reconstruct_hh4b_candidates_v2.py	4d7eb8e3400ec50c1c254744e6f3a2b11bd033a4525c13ec22e85247ecf59c57	configs/production/hh4b_rich_v2_reconstruction_policy_v1.yaml	4b2a951dba7ac8bd0e2e982e3447e998e07b86d63390c248600976b3f4912b68	"{""btag_min"":0.0,""higgs_ordering"":""pt"",""jet_eta_max"":2.5,""jet_pt_min"":30.0,""max_bjets_for_pairing"":8,""target_mass"":125.0}"	1	1	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/hh4b_ttbar27_canonical72_recovery_20260727_v1/runtime_candidates/ttbar_100k_shard000_pythia8_delphes_canonical72.parquet	ff2bed58c9a4a6ce5380b16324f18ff44bbd9a2a0f51f5990e390906086e7d09	29	72	True	True	True	True	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/hh4b_ttbar27_canonical72_recovery_20260727_v1/validation_rerun/ttbar_100k_shard000_pythia8_delphes_canonical72.parquet	ff2bed58c9a4a6ce5380b16324f18ff44bbd9a2a0f51f5990e390906086e7d09	True	True	True	True	True	True	0.0	1e-12	0.0	True	sitecustomize_sets_MultithreadedFileSource_num_workers_1	canonical72_reconstructed_from_retained_root
