production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	source_fold	precut_rows	postcut_rows	precut_yield	postcut_yield	precut_sumw2	postcut_sumw2	precut_absolute_weight_sum	postcut_absolute_weight_sum	precut_negative_weight_rows	postcut_negative_weight_rows	raw_efficiency	signed_physical_efficiency	absolute_weight_efficiency	postcut_effective_events
113	63e1239b3f2a4c8a53dbae19::background::129::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1162_seed1221162_bundle.tar.gz	63e1239b3f2a4c8a53dbae19	background	qcd_hardqcd	primary_physical_background	4	1430	380	648881963.6168731	172430172.14993834	294439022872230.4	78242537546466.81	648881963.6168731	172430172.14993834	0	0	0.26573426573426573	0.2657342657342658	0.2657342657342658	379.9999999999998
114	64e7772611d569e565da936f::background::56::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1066_seed1201066_bundle.tar.gz	64e7772611d569e565da936f	background	qcd_hardqcd	primary_physical_background	0	138	47	259340950.70640272	88326265.8202966	487374845748556.56	165989983696972.28	259340950.70640272	88326265.8202966	0	0	0.34057971014492755	0.3405797101449276	0.3405797101449276	46.999999999999986
115	66f7a8f538a41bb2bdcea168::background::70::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1086_seed1201086_bundle.tar.gz	66f7a8f538a41bb2bdcea168	background	qcd_hardqcd	primary_physical_background	0	109	46	202928740.96994534	85639652.15245397	377798843226121.06	159438043930289.53	202928740.96994534	85639652.15245397	0	0	0.42201834862385323	0.4220183486238531	0.4220183486238531	45.99999999999998
116	670bcfb31fc0bc05834f5639::background::132::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1167_seed1221167_bundle.tar.gz	670bcfb31fc0bc05834f5639	background	qcd_hardqcd	primary_physical_background	2	1478	404	670699096.8845606	183330470.32568505	304355398214996.75	83193221162962.6	670699096.8845606	183330470.32568505	0	0	0.2733423545331529	0.2733423545331529	0.2733423545331529	404.0
117	67adedb754dee181165dd546::background::181::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1862_seed1221862_bundle.tar.gz	67adedb754dee181165dd546	background	qcd_hardqcd	primary_physical_background	0	1306	324	592499890.5101218	146990784.4757117	268802542308198.06	66686082471559.086	592499890.5101218	146990784.4757117	0	0	0.24808575803981622	0.24808575803981625	0.24808575803981625	323.9999999999998
118	6898f98238d3c3fd31ffa828::background::52::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1059_seed1201059_bundle.tar.gz	6898f98238d3c3fd31ffa828	background	qcd_hardqcd	primary_physical_background	1	136	45	255430077.7226645	84517305.12882282	479739151510341.25	158737219249745.22	255430077.7226645	84517305.12882282	0	0	0.33088235294117646	0.33088235294117646	0.33088235294117646	45.000000000000036
119	68a731c70386d8901f37ecd5::background::201::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9792_seed1209792_bundle.tar.gz	68a731c70386d8901f37ecd5	background	qcd_hardqcd	primary_physical_background	0	131	51	245714430.17321786	95659816.32697795	460882299201138.6	179427459994336.4	245714430.17321786	95659816.32697795	0	0	0.3893129770992366	0.3893129770992367	0.3893129770992367	51.00000000000001
120	6da028860451de9aba8f1b92::background::92::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1115_seed1211115_bundle.tar.gz	6da028860451de9aba8f1b92	background	qcd_hardqcd	primary_physical_background	1	596	217	424196456.14587754	154447367.4222406	301917170145505.7	109926217989219.34	424196456.14587754	154447367.4222406	0	0	0.3640939597315436	0.36409395973154357	0.36409395973154357	216.99999999999994
121	6f598d53ae37f540978d9afd::background::143::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin05_pthat500to700_shard1180_seed1251180_bundle.tar.gz	6f598d53ae37f540978d9afd	background	qcd_hardqcd	primary_physical_background	1	5482	1091	11610841.944586068	2310731.2224632255	24591691109.47814	4894114374.396326	11610841.944586068	2310731.2224632255	0	0	0.1990149580445093	0.19901495804450933	0.19901495804450933	1091.0000000000002
122	701a4fd6225ecb01b2c72831::background::177::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1857_seed1211857_bundle.tar.gz	701a4fd6225ecb01b2c72831	background	qcd_hardqcd	primary_physical_background	1	419	129	296280699.4780688	91217685.51950091	209504183492156.78	64501287996391.97	296280699.4780688	91217685.51950091	0	0	0.30787589498806683	0.30787589498806683	0.30787589498806683	129.00000000000003
123	70ffb1b2cf387f87e7174ff2::background::99::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1125_seed1211125_bundle.tar.gz	70ffb1b2cf387f87e7174ff2	background	qcd_hardqcd	primary_physical_background	1	583	192	410293919.5970193	135122525.83641118	288749743496201.4	95094255147977.11	410293919.5970193	135122525.83641118	0	0	0.3293310463121784	0.3293310463121784	0.3293310463121784	192.00000000000003
124	73ec2f0e84fede5140d11b65::background::172::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1850_seed1211850_bundle.tar.gz	73ec2f0e84fede5140d11b65	background	qcd_hardqcd	primary_physical_background	4	591	207	420125228.23861176	147150460.6521026	298655173269958.7	104605111449884.0	420125228.23861176	147150460.6521026	0	0	0.350253807106599	0.350253807106599	0.350253807106599	207.00000000000003
125	7429c3d966fb7ecfabba6c41::background::185::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1867_seed1251867_bundle.tar.gz	7429c3d966fb7ecfabba6c41	background	qcd_hardqcd	primary_physical_background	0	5554	1182	11677170.452471718	2485130.622042055	24551010042.506042	5224935878.689619	11677170.452471718	2485130.622042055	0	0	0.2128195894850558	0.21281958948505583	0.21281958948505583	1182.0
126	74375f832cd500bff96c6a50::background::61::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1072_seed1201072_bundle.tar.gz	74375f832cd500bff96c6a50	background	qcd_hardqcd	primary_physical_background	1	148	58	277156437.8605374	108615360.78318359	519024939510418.5	203401665483812.62	277156437.8605374	108615360.78318359	0	0	0.3918918918918919	0.39189189189189194	0.39189189189189194	58.00000000000002
127	762a3b5ceac5de930f6c8d22::background::35::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1034_seed1201034_bundle.tar.gz	762a3b5ceac5de930f6c8d22	background	qcd_hardqcd	primary_physical_background	4	143	45	271672593.0473173	85491375.43447052	516125858832540.5	162417228303946.3	271672593.0473173	85491375.43447052	0	0	0.3146853146853147	0.3146853146853148	0.3146853146853148	45.00000000000003
128	768ba5ade33b7e9a446dcd42::background::72::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1090_seed1201090_bundle.tar.gz	768ba5ade33b7e9a446dcd42	background	qcd_hardqcd	primary_physical_background	2	142	57	267180037.63295132	107248324.96533962	502712482461586.56	201793038734580.53	267180037.63295132	107248324.96533962	0	0	0.4014084507042254	0.4014084507042254	0.4014084507042254	56.999999999999986
129	76e146dba8c117d75731904b::background::119::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1148_seed1211148_bundle.tar.gz	76e146dba8c117d75731904b	background	qcd_hardqcd	primary_physical_background	1	596	208	419295695.2356112	146297498.1091709	294988727246882.1	102898836312513.73	419295695.2356112	146297498.1091709	0	0	0.348993288590604	0.3489124733965209	0.3489124733965209	208.0000000000001
130	7a5430dd83c97c563fd3b214::background::57::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1067_seed1201067_bundle.tar.gz	7a5430dd83c97c563fd3b214	background	qcd_hardqcd	primary_physical_background	3	120	41	226039504.94394195	77230164.18918017	425782148294186.2	145475567333846.94	226039504.94394195	77230164.18918017	0	0	0.3416666666666667	0.3416666666666667	0.3416666666666667	41.000000000000014
131	7deeae1d1811de320a4ee017::background::95::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1120_seed1211120_bundle.tar.gz	7deeae1d1811de320a4ee017	background	qcd_hardqcd	primary_physical_background	4	558	215	394614380.5833751	152035867.94141698	279069810815688.6	107511186700930.19	394614380.5833751	152035867.94141698	0	0	0.38530465949820786	0.38527705887620195	0.38527705887620195	214.99999999999994
132	7e0cc4e9473e7528bf3f863c::background::202::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9794_seed1209794_bundle.tar.gz	7e0cc4e9473e7528bf3f863c	background	qcd_hardqcd	primary_physical_background	2	129	42	241415459.95168895	78600382.30985221	451793986850275.25	147095716648926.84	241415459.95168895	78600382.30985221	0	0	0.32558139534883723	0.3255813953488372	0.3255813953488372	42.00000000000001
133	7f3e4018480247a4a4f74d09::background::136::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_bundle.tar.gz	7f3e4018480247a4a4f74d09	background	qcd_hardqcd	primary_physical_background	2	1484	389	674723737.2263536	176864914.94680023	306773666830658.5	80414391103184.75	674723737.2263536	176864914.94680023	0	0	0.26212938005390835	0.26212938005390835	0.26212938005390835	389.00000000000017
134	80c7d2da2e1ad4813c224b91::background::127::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1159_seed1221159_bundle.tar.gz	80c7d2da2e1ad4813c224b91	background	qcd_hardqcd	primary_physical_background	0	1496	386	674145192.7053354	173943879.9360023	303791270620129.5	78384646028990.64	674145192.7053354	173943879.9360023	0	0	0.2580213903743315	0.2580213903743316	0.2580213903743316	386.0
135	80d4a63426959c0870cb3a41::background::126::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1157_seed1221157_bundle.tar.gz	80d4a63426959c0870cb3a41	background	qcd_hardqcd	primary_physical_background	0	1423	375	641729615.0814223	169113566.86966506	289400491126177.4	76265062665015.12	641729615.0814223	169113566.86966506	0	0	0.2635277582572031	0.2635277582572031	0.2635277582572031	375.00000000000006
136	82dc05d8b4f579c41c640664::background::123::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1152_seed1221152_bundle.tar.gz	82dc05d8b4f579c41c640664	background	qcd_hardqcd	primary_physical_background	4	1513	401	684302758.8349142	181365106.60462695	309497862358939.06	82028184273585.31	684302758.8349142	181365106.60462695	0	0	0.2650363516192994	0.2650363516192994	0.2650363516192994	400.9999999999999
137	83ab4076dbffbe744d66f11f::background::142::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin04_pthat300to500_shard1179_seed1241179_bundle.tar.gz	83ab4076dbffbe744d66f11f	background	qcd_hardqcd	primary_physical_background	3	4634	1056	144216765.71750647	32864243.547191806	4488233818303.441	1022782674175.3203	144216765.71750647	32864243.547191806	0	0	0.2278808804488563	0.22788088044885627	0.22788088044885627	1056.0
138	85e5d91a040c7d00e843c794::background::203::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9796_seed1209796_bundle.tar.gz	85e5d91a040c7d00e843c794	background	qcd_hardqcd	primary_physical_background	2	144	54	268135299.32468486	100550737.2467568	499281519055127.4	187230569645672.72	268135299.32468486	100550737.2467568	0	0	0.375	0.37499999999999994	0.37499999999999994	53.99999999999999
139	8685b4c4aad4333b8c26c4d6::background::94::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1117_seed1211117_bundle.tar.gz	8685b4c4aad4333b8c26c4d6	background	qcd_hardqcd	primary_physical_background	1	586	217	413349692.81380534	153066353.8235422	291566499230831.3	107969164390939.22	413349692.81380534	153066353.8235422	0	0	0.3703071672354949	0.3703071672354948	0.3703071672354948	217.00000000000006
140	88fb3e44603165ad294fcc51::background::167::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1845_seed1201845_bundle.tar.gz	88fb3e44603165ad294fcc51	background	qcd_hardqcd	primary_physical_background	2	114	37	214900400.9755698	69748375.75522877	405106862626847.8	131482051905205.05	214900400.9755698	69748375.75522877	0	0	0.32456140350877194	0.32456140350877183	0.32456140350877183	36.999999999999986
141	897007d036f86df65467037d::background::138::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1175_seed1221175_bundle.tar.gz	897007d036f86df65467037d	background	qcd_hardqcd	primary_physical_background	0	1429	397	643899660.7195638	178886049.89899707	290137699842385.75	80605085260620.81	643899660.7195638	178886049.89899707	0	0	0.27781665500349895	0.2778166550034989	0.2778166550034989	397.00000000000006
142	8a35e2b5d9d0d8b84c87cd87::background::140::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1177_seed1221177_bundle.tar.gz	8a35e2b5d9d0d8b84c87cd87	background	qcd_hardqcd	primary_physical_background	3	1451	406	662757583.076687	185444230.6885837	302720616075569.6	84703356393302.05	662757583.076687	185444230.6885837	0	0	0.27980702963473464	0.2798070296347347	0.2798070296347347	406.0000000000002
143	8f1741023310e29fd789cb2c::background::89::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1110_seed1211110_bundle.tar.gz	8f1741023310e29fd789cb2c	background	qcd_hardqcd	primary_physical_background	2	558	198	390132530.00061226	138388188.8982357	272782399850411.44	96723691043099.86	390132530.00061226	138388188.8982357	0	0	0.3548387096774194	0.35472096853348406	0.35472096853348406	197.99999999999994
144	8f830df6e5952caa261f5528::background::44::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1048_seed1201048_bundle.tar.gz	8f830df6e5952caa261f5528	background	qcd_hardqcd	primary_physical_background	3	121	37	226310141.07473597	69202274.54351428	423275040936089.8	129431210864754.73	226310141.07473597	69202274.54351428	0	0	0.30578512396694213	0.3057851239669421	0.3057851239669421	37.0
145	90665c0a0ef73250c60acae1::background::214::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9816_seed1229816_bundle.tar.gz	90665c0a0ef73250c60acae1	background	qcd_hardqcd	primary_physical_background	3	1490	395	671538730.3412578	178025368.1106019	302660581441844.6	80235523268140.03	671538730.3412578	178025368.1106019	0	0	0.2651006711409396	0.2651006711409396	0.2651006711409396	395.0
146	907c700c76e1a1be6c83d3d7::background::213::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9815_seed1229815_bundle.tar.gz	907c700c76e1a1be6c83d3d7	background	qcd_hardqcd	primary_physical_background	2	1452	411	661034642.0332978	187111045.3689293	300941320914662.5	85183803647332.19	661034642.0332978	187111045.3689293	0	0	0.2830578512396694	0.28305785123966937	0.28305785123966937	410.99999999999983
147	907f07fb1fdcd9957032e26b::background::152::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1825_seed1201825_bundle.tar.gz	907f07fb1fdcd9957032e26b	background	qcd_hardqcd	primary_physical_background	0	126	47	237903722.71664006	88755410.53951432	449192377992590.6	167607327039611.66	237903722.71664006	88755410.53951432	0	0	0.373015873015873	0.3730728108245209	0.3730728108245209	46.99987189805841
148	90adfb0b186bcf8a579b24a1::background::134::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1170_seed1221170_bundle.tar.gz	90adfb0b186bcf8a579b24a1	background	qcd_hardqcd	primary_physical_background	3	1422	380	649543998.669673	173577158.57558066	296700004365533.0	79286920997821.75	649543998.669673	173577158.57558066	0	0	0.2672292545710267	0.2672292545710267	0.2672292545710267	380.0000000000001
149	90b4350e43d99eae35ff9b1a::background::135::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1171_seed1221171_bundle.tar.gz	90b4350e43d99eae35ff9b1a	background	qcd_hardqcd	primary_physical_background	3	1421	396	648052036.2681658	180597189.55819404	295546405145190.75	82361982010904.66	648052036.2681658	180597189.55819404	0	0	0.27867698803659396	0.278676988036594	0.278676988036594	396.00000000000034
150	92ade417100c4544b618e4e5::background::105::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1133_seed1211133_bundle.tar.gz	92ade417100c4544b618e4e5	background	qcd_hardqcd	primary_physical_background	3	571	218	402678306.49968946	153732649.0116115	283975298056329.5	108411593450125.28	402678306.49968946	153732649.0116115	0	0	0.38178633975481613	0.38177534406544955	0.38177534406544955	218.0000000000002
151	93f46a2d1ab529e31dc1ec37::background::96::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1121_seed1211121_bundle.tar.gz	93f46a2d1ab529e31dc1ec37	background	qcd_hardqcd	primary_physical_background	2	567	195	398172221.1867137	136937536.38696504	279613964241201.5	96163532675545.5	398172221.1867137	136937536.38696504	0	0	0.3439153439153439	0.34391534391534395	0.34391534391534395	195.0
152	940c87ebae39515efac047b6::background::62::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1073_seed1201073_bundle.tar.gz	940c87ebae39515efac047b6	background	qcd_hardqcd	primary_physical_background	3	124	49	232842713.40809757	92010427.07255471	437223622477785.94	172773850817834.84	232842713.40809757	92010427.07255471	0	0	0.3951612903225806	0.39516129032258074	0.39516129032258074	49.00000000000001
153	96e08ae3b234c74b1c391b53::background::58::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1068_seed1201068_bundle.tar.gz	96e08ae3b234c74b1c391b53	background	qcd_hardqcd	primary_physical_background	0	137	49	257213604.77470714	91996106.81723101	482911229789775.4	172720074888313.8	257213604.77470714	91996106.81723101	0	0	0.35766423357664234	0.3576642335766423	0.3576642335766423	49.000000000000014
154	9a799be2c37d183aecd2bb36::background::109::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1137_seed1211137_bundle.tar.gz	9a799be2c37d183aecd2bb36	background	qcd_hardqcd	primary_physical_background	1	600	205	422589924.43922406	144378158.05120724	297637461398745.9	101683183035411.6	422589924.43922406	144378158.05120724	0	0	0.3416666666666667	0.34165073443905875	0.34165073443905875	205.00000000000003
155	9c61ba98080c71d6f467f759::background::91::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1114_seed1211114_bundle.tar.gz	9c61ba98080c71d6f467f759	background	qcd_hardqcd	primary_physical_background	1	561	213	394906863.59439886	149954554.25566697	277989009912175.5	105570521836377.17	394906863.59439886	149954554.25566697	0	0	0.37967914438502676	0.37972131679555304	0.37972131679555304	212.9985525397629
156	a14cd6acf4b6d5c65abe4e74::background::54::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1061_seed1201061_bundle.tar.gz	a14cd6acf4b6d5c65abe4e74	background	qcd_hardqcd	primary_physical_background	1	140	47	262821670.60107946	88232989.41607663	493394503839587.8	165639583431861.7	262821670.60107946	88232989.41607663	0	0	0.3357142857142857	0.3357142857142855	0.3357142857142855	46.99999999999995
157	a1a63ca4d089a39f366a6a8e::background::195::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9781_seed1209781_bundle.tar.gz	a1a63ca4d089a39f366a6a8e	background	qcd_hardqcd	primary_physical_background	1	147	53	271490432.9780737	97884305.76760478	501408538766135.6	180779949351055.75	271490432.9780737	97884305.76760478	0	0	0.36054421768707484	0.36054421768707473	0.36054421768707473	52.999999999999964
158	a2143f6e461b58252e90ce12::background::104::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1131_seed1211131_bundle.tar.gz	a2143f6e461b58252e90ce12	background	qcd_hardqcd	primary_physical_background	1	596	220	422416733.0094194	155935131.81470108	299391827481498.7	110527558655717.94	422416733.0094194	155935131.81470108	0	0	0.3691275167785235	0.369149987747346	0.369149987747346	219.9973077285578
159	a367aed4dfb7a75f2c7b67ce::background::112::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1141_seed1211141_bundle.tar.gz	a367aed4dfb7a75f2c7b67ce	background	qcd_hardqcd	primary_physical_background	1	598	218	419913130.3387859	153072607.89405072	294861544712487.44	107482675630668.84	419913130.3387859	153072607.89405072	0	0	0.36454849498327757	0.3645339877096764	0.3645339877096764	217.9999999999999
