signal_precut_yield	background_precut_yield	signal_postcut_yield	background_postcut_yield	signal_postcut_sumw2	background_postcut_sumw2	signal_precut_rows	background_precut_rows	signal_postcut_rows	background_postcut_rows	signal_physical_efficiency	background_physical_efficiency	signal_raw_efficiency	background_raw_efficiency	signal_over_background	signal_over_sqrt_background	asimov_significance_stat_only	signal_effective_events	background_effective_events	signal_mc_relative_uncertainty	background_mc_relative_uncertainty	replica
750.6191909728668	60930120649.37881	415.5293833233315	19444100604.66309	5.452034331274464	2.219970302249929e+16	90415	967449	47645	492062	0.5535821470068861	0.31912132123541637	0.5269590222861251	0.508618025342938	2.137046046880045e-08	0.002979941989357559	0.0029799419833935765	31669.769101528414	17030.545315902848	0.005619239613207522	0.007662768810567094	10
753.0453686807895	61924277009.14601	415.23112211626926	20008973595.21221	5.447231491621734	2.20403712444034e+16	90828	959671	47627	488764	0.5514025308245176	0.32312001950797026	0.5243647333421412	0.5093037092920386	2.0752244993497647e-08	0.0029354689531796716	0.0029354689369303437	31652.204434330855	18164.804026863232	0.005620798531242357	0.007419670883963098	11
757.5816611859034	63785943360.241104	416.9697198535001	20425079980.107964	5.474429139191221	2.2726658343933736e+16	91075	962086	47716	491943	0.5503957411017367	0.32021286985996467	0.523919846280538	0.511329548501901	2.041459422727294e-08	0.002917579071056837	0.0029175790719329284	31759.24701080204	18356.587487714092	0.005611318259543567	0.007380810001376593	12
752.3187433726088	60326648371.61564	415.9243721120124	19717496971.826942	5.464897136948994	2.273007680485302e+16	90396	953148	47449	486050	0.5528565860893528	0.3268455567159313	0.5249015443161201	0.5099417928800144	2.109417705027671e-08	0.0029620233531921997	0.0029620233446838924	31655.322869142296	17104.195915035256	0.005620521665869915	0.007646253086315942	13
757.7923270404455	62863627234.0019	418.9161992359176	20215082877.32886	5.508244780053441	2.294462726110503e+16	90676	954528	47574	488637	0.5528113498746984	0.3215704178519762	0.5246592262561207	0.5119147892990044	2.0722952350877103e-08	0.0029463842987255515	0.002946384286076127	31859.655659777054	17810.251222952036	0.005602468987697383	0.007493159502533403	14
757.2275300987036	58562533507.52226	419.19216899502544	18923147919.36951	5.509200815775895	2.2331814627740176e+16	90853	959496	47738	489148	0.5535881255405285	0.32312720755052143	0.5254421978360648	0.5097968099919125	2.2152348582866877e-08	0.003047308821039614	0.0030473088267214117	31896.109875603794	16034.770713774924	0.005599266528170185	0.007897117918955964	15
759.7684892785828	62544025271.34656	422.22047278037076	19976884112.843163	5.552559523355141	2.087797903128689e+16	91023	986522	48015	492840	0.5557225375078119	0.3194051554272958	0.5275040374410863	0.4995732482397757	2.1135451875046155e-08	0.0029872764323223854	0.002987276430744736	32105.937250207066	19114.680509063004	0.0055809396174537175	0.007232966910500458	16
756.3273694232229	57233224718.77014	416.9880397662993	19033771792.60321	5.479911062101616	2.3210063061869412e+16	90354	956916	47517	488525	0.5513327384731501	0.33256507712312977	0.5258981340062421	0.5105202546514009	2.1907798638646423e-08	0.0030224642280635796	0.003022464214670403	31730.264111523004	15608.939436622024	0.005613880405743005	0.008004114676529719	17
757.4052717296753	63343237119.79863	418.61013175003495	20703687997.86529	5.498746515864173	2.273047409612186e+16	90805	920690	47698	482992	0.5526897519396203	0.3268492255725612	0.5252794449644843	0.5245978559558592	2.021910935835185e-08	0.0029092823913068376	0.002909282369392084	31868.070640867158	18857.62236635811	0.005601729253815318	0.007282098226646243	18
757.3906992645366	63453547452.7431	417.6754973213201	20487013114.663723	5.485191014909336	2.2003912124629716e+16	90935	950598	47823	488469	0.5514663669977773	0.32286631618068923	0.5259031176114807	0.5138544368913042	2.0387330011633857e-08	0.0029180966744888773	0.0029180966913828045	31804.329254611304	19074.68562786157	0.005607339862055811	0.007240545807966195	19
