sample,version,event,mbb1,mbb2,mbb_avg,mass_distance_hh,in_hh_window_90_150
vbf_hh4b_smoke1000,AK4AK8,495,88.81829796187495,105.09881736005633,96.95855766096564,56.08288467806872,False
vbf_hh4b_smoke1000,AK4AK8,504,103.18645162027694,189.05936927801218,146.12291044914457,85.87291765773524,False
vbf_hh4b_smoke1000,AK4AK8,524,62.40898082241292,97.99014034295729,80.19956058268511,89.60087883462978,False
vbf_hh4b_smoke1000,AK4AK8,525,85.08014235723556,85.99338224436246,85.53676230079901,78.92647539840198,False
vbf_hh4b_smoke1000,AK4AK8,526,65.76414600530413,134.6153453663671,100.18974568583562,68.85119936106298,False
vbf_hh4b_smoke1000,AK4AK8,529,124.2818437942969,132.6566065522609,128.46922517327891,8.374762757964007,True
vbf_hh4b_smoke1000,AK4AK8,531,117.40569518012633,124.64529619337156,121.02549568674894,7.949008626502106,True
vbf_hh4b_smoke1000,AK4AK8,535,118.22576645981249,132.8415179741949,125.53364221700369,14.615751514382396,True
vbf_hh4b_smoke1000,AK4AK8,549,108.9444676051176,147.80436719611924,128.37441740061843,38.85989959100165,True
vbf_hh4b_smoke1000,AK4AK8,552,129.63415339255445,154.95385300914862,142.29400320085153,34.58800640170307,False
vbf_hh4b_smoke1000,AK4AK8,560,112.80661261487161,131.18757207931526,121.99709234709343,18.38095946444365,True
vbf_hh4b_smoke1000,AK4AK8,563,61.602919701681024,110.58238660546199,86.0926531535715,77.81469369285699,False
vbf_hh4b_smoke1000,AK4AK8,571,124.83060262684013,134.36248911081708,129.5965458688286,9.531886483976947,True
vbf_hh4b_smoke1000,AK4AK8,576,93.77802062318067,109.5198024928253,101.648911558003,46.70217688399403,True
vbf_hh4b_smoke1000,AK4AK8,596,98.28121272958097,111.76841641283787,105.02481457120942,39.95037085758116,True
vbf_hh4b_smoke1000,AK4AK8,601,169.91288948176052,258.92416872707406,214.4185291044173,178.83705820883458,False
vbf_hh4b_smoke1000,AK4AK8,605,89.43562360934713,124.12243407901812,106.77902884418262,36.44194231163475,False
vbf_hh4b_smoke1000,AK4AK8,620,99.06877143083,127.91645538171879,113.49261340627439,28.847683950888793,True
vbf_hh4b_smoke1000,AK4AK8,627,82.6082967563429,110.43880522284634,96.52355098959461,56.952898020810764,False
