tag,root_exists,root_size_GB,hepmc_exists,hepmc_size_GB,candidate_parquet_exists,event_parquet_exists,events,candidate_rows,cross_section_median_pb,events_with_ge4_selected_jets,events_with_ge4_selected_b_tagged_jets,median_mbb1,median_mbb2,median_avg_mbb,median_delta_mbb,median_mhh
ttbar_extra50k_ak4ak8_v1_shard000,True,0.8536441577598453,True,2.6081783827394247,True,True,10000,42,511.1163635253906,6417,42,129.44543201957322,126.31499255582938,123.22506646511954,52.02836894763138,408.7944195807172
ttbar_extra50k_ak4ak8_v1_shard001,True,0.8533840533345938,True,2.6070896182209253,True,True,10000,60,512.611328125,6419,60,129.41455469999352,112.01982791106303,123.26769873556601,38.33598631326897,389.59160768788536
ttbar_extra50k_ak4ak8_v1_shard002,True,0.8548338459804654,True,2.6115187844261527,True,True,10000,38,512.3019409179688,6422,38,133.18045327322767,122.62000731911945,131.74581959308316,51.704305132012955,396.94776810590065
ttbar_extra50k_ak4ak8_v1_shard003,True,0.8567253164947033,True,2.6167416321113706,True,True,10000,54,512.4491577148438,6417,54,132.00785829205464,109.2509659584476,121.67287656988424,41.892714952433664,389.17239900417746
ttbar_extra50k_ak4ak8_v1_shard004,True,0.8563914010301232,True,2.6173063898459077,True,True,10000,53,511.9331970214844,6444,53,139.8843664597061,105.05607468111756,127.11127300464305,60.01927605894532,458.67900083674704
TOTAL,True,4.274978774599731,True,13.060834807343781,True,True,50000,247,,32119,247,,,,,
