branch_name	observed_typename	observed_interpretation	branch_compatible	representative_count	member_indices_json	processes_or_modes_json	bundle_campaigns_json	status
Jet.BTag	uint32_t[]	AsJagged(AsDtype('>u4'))	True	54	[1, 15, 18, 98, 99, 108, 112, 113, 121, 123, 235, 278, 365, 366, 368, 369, 376, 377, 380, 384, 385, 391, 396, 398, 402, 403, 407, 408, 412, 413, 414, 428, 429, 443, 444, 518, 519, 526, 543, 544, 547, 548, 551, 554, 555, 559, 560, 561, 566, 567, 572, 575, 576, 577]	"[""bbh_hbb_4fs"", ""ggf_hh4b"", ""ggh_hbb"", ""qcd_bbbb_general"", ""qcd_bbbb_iht400to600"", ""qcd_hardqcd"", ""schannel_single_top"", ""tchannel_antitop"", ""tchannel_top"", ""ttbar_inclusive"", ""tth_hbb"", ""tttt"", ""ttw"", ""ttz_zbb"", ""tw_antitop"", ""tw_top"", ""vbf_hbb"", ""vbf_hh4b"", ""wh_hbb"", ""ww"", ""wwz_zbb"", ""wz_zbb"", ""wzz_zbb"", ""zbbbb"", ""zzz_zbb""]"	"[""bbh_hbb_4fs_pilot10k_20260722_v1"", ""bbh_hbb_4fs_scaleout40k_20260722_v1"", ""final_background_triboson_zbb_pilot10k_20260722_v1"", ""final_background_triboson_zbb_scaleout40k_20260722_v1"", ""ggf_hh4b_ml_ext20k_frozen_v2_20260716"", ""ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1"", ""ggh_hbb_pilot10k_20260722_v1"", ""ggh_hbb_scaleout90k_20260722_v1"", ""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"", ""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"", ""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"", ""unified_background_5m_single_top_pilot50k_20260722_v1"", ""unified_background_5m_single_top_scaleout280k_20260722_v1"", ""unified_background_5m_wavea_pilots_20260720_retry1"", ""unified_background_5m_wavea_proven111_20260720_v1"", ""unified_background_5m_wavea_zbbbb_remaining15_20260721_v1"", ""unified_background_5m_waveb_priority_pilots10k_20260721_v1"", ""unified_background_5m_waveb_priority_scale400k_20260721_v1"", ""unified_background_5m_wavec1_pilot40k_20260721_v1"", ""unified_background_5m_wavec1_scaleout180k_20260721_v2"", ""vbf_hh4b_sm_pilot10k_20260722_v1"", ""vbf_hh4b_sm_scaleout90k_20260722_v1""]"	pass
Jet.Eta	float[]	AsJagged(AsDtype('>f4'))	True	54	[1, 15, 18, 98, 99, 108, 112, 113, 121, 123, 235, 278, 365, 366, 368, 369, 376, 377, 380, 384, 385, 391, 396, 398, 402, 403, 407, 408, 412, 413, 414, 428, 429, 443, 444, 518, 519, 526, 543, 544, 547, 548, 551, 554, 555, 559, 560, 561, 566, 567, 572, 575, 576, 577]	"[""bbh_hbb_4fs"", ""ggf_hh4b"", ""ggh_hbb"", ""qcd_bbbb_general"", ""qcd_bbbb_iht400to600"", ""qcd_hardqcd"", ""schannel_single_top"", ""tchannel_antitop"", ""tchannel_top"", ""ttbar_inclusive"", ""tth_hbb"", ""tttt"", ""ttw"", ""ttz_zbb"", ""tw_antitop"", ""tw_top"", ""vbf_hbb"", ""vbf_hh4b"", ""wh_hbb"", ""ww"", ""wwz_zbb"", ""wz_zbb"", ""wzz_zbb"", ""zbbbb"", ""zzz_zbb""]"	"[""bbh_hbb_4fs_pilot10k_20260722_v1"", ""bbh_hbb_4fs_scaleout40k_20260722_v1"", ""final_background_triboson_zbb_pilot10k_20260722_v1"", ""final_background_triboson_zbb_scaleout40k_20260722_v1"", ""ggf_hh4b_ml_ext20k_frozen_v2_20260716"", ""ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1"", ""ggh_hbb_pilot10k_20260722_v1"", ""ggh_hbb_scaleout90k_20260722_v1"", ""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"", ""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"", ""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"", ""unified_background_5m_single_top_pilot50k_20260722_v1"", ""unified_background_5m_single_top_scaleout280k_20260722_v1"", ""unified_background_5m_wavea_pilots_20260720_retry1"", ""unified_background_5m_wavea_proven111_20260720_v1"", ""unified_background_5m_wavea_zbbbb_remaining15_20260721_v1"", ""unified_background_5m_waveb_priority_pilots10k_20260721_v1"", ""unified_background_5m_waveb_priority_scale400k_20260721_v1"", ""unified_background_5m_wavec1_pilot40k_20260721_v1"", ""unified_background_5m_wavec1_scaleout180k_20260721_v2"", ""vbf_hh4b_sm_pilot10k_20260722_v1"", ""vbf_hh4b_sm_scaleout90k_20260722_v1""]"	pass
Jet.Flavor	uint32_t[]	AsJagged(AsDtype('>u4'))	True	54	[1, 15, 18, 98, 99, 108, 112, 113, 121, 123, 235, 278, 365, 366, 368, 369, 376, 377, 380, 384, 385, 391, 396, 398, 402, 403, 407, 408, 412, 413, 414, 428, 429, 443, 444, 518, 519, 526, 543, 544, 547, 548, 551, 554, 555, 559, 560, 561, 566, 567, 572, 575, 576, 577]	"[""bbh_hbb_4fs"", ""ggf_hh4b"", ""ggh_hbb"", ""qcd_bbbb_general"", ""qcd_bbbb_iht400to600"", ""qcd_hardqcd"", ""schannel_single_top"", ""tchannel_antitop"", ""tchannel_top"", ""ttbar_inclusive"", ""tth_hbb"", ""tttt"", ""ttw"", ""ttz_zbb"", ""tw_antitop"", ""tw_top"", ""vbf_hbb"", ""vbf_hh4b"", ""wh_hbb"", ""ww"", ""wwz_zbb"", ""wz_zbb"", ""wzz_zbb"", ""zbbbb"", ""zzz_zbb""]"	"[""bbh_hbb_4fs_pilot10k_20260722_v1"", ""bbh_hbb_4fs_scaleout40k_20260722_v1"", ""final_background_triboson_zbb_pilot10k_20260722_v1"", ""final_background_triboson_zbb_scaleout40k_20260722_v1"", ""ggf_hh4b_ml_ext20k_frozen_v2_20260716"", ""ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1"", ""ggh_hbb_pilot10k_20260722_v1"", ""ggh_hbb_scaleout90k_20260722_v1"", ""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"", ""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"", ""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"", ""unified_background_5m_single_top_pilot50k_20260722_v1"", ""unified_background_5m_single_top_scaleout280k_20260722_v1"", ""unified_background_5m_wavea_pilots_20260720_retry1"", ""unified_background_5m_wavea_proven111_20260720_v1"", ""unified_background_5m_wavea_zbbbb_remaining15_20260721_v1"", ""unified_background_5m_waveb_priority_pilots10k_20260721_v1"", ""unified_background_5m_waveb_priority_scale400k_20260721_v1"", ""unified_background_5m_wavec1_pilot40k_20260721_v1"", ""unified_background_5m_wavec1_scaleout180k_20260721_v2"", ""vbf_hh4b_sm_pilot10k_20260722_v1"", ""vbf_hh4b_sm_scaleout90k_20260722_v1""]"	pass
Jet.Mass	float[]	AsJagged(AsDtype('>f4'))	True	54	[1, 15, 18, 98, 99, 108, 112, 113, 121, 123, 235, 278, 365, 366, 368, 369, 376, 377, 380, 384, 385, 391, 396, 398, 402, 403, 407, 408, 412, 413, 414, 428, 429, 443, 444, 518, 519, 526, 543, 544, 547, 548, 551, 554, 555, 559, 560, 561, 566, 567, 572, 575, 576, 577]	"[""bbh_hbb_4fs"", ""ggf_hh4b"", ""ggh_hbb"", ""qcd_bbbb_general"", ""qcd_bbbb_iht400to600"", ""qcd_hardqcd"", ""schannel_single_top"", ""tchannel_antitop"", ""tchannel_top"", ""ttbar_inclusive"", ""tth_hbb"", ""tttt"", ""ttw"", ""ttz_zbb"", ""tw_antitop"", ""tw_top"", ""vbf_hbb"", ""vbf_hh4b"", ""wh_hbb"", ""ww"", ""wwz_zbb"", ""wz_zbb"", ""wzz_zbb"", ""zbbbb"", ""zzz_zbb""]"	"[""bbh_hbb_4fs_pilot10k_20260722_v1"", ""bbh_hbb_4fs_scaleout40k_20260722_v1"", ""final_background_triboson_zbb_pilot10k_20260722_v1"", ""final_background_triboson_zbb_scaleout40k_20260722_v1"", ""ggf_hh4b_ml_ext20k_frozen_v2_20260716"", ""ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1"", ""ggh_hbb_pilot10k_20260722_v1"", ""ggh_hbb_scaleout90k_20260722_v1"", ""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"", ""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"", ""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"", ""unified_background_5m_single_top_pilot50k_20260722_v1"", ""unified_background_5m_single_top_scaleout280k_20260722_v1"", ""unified_background_5m_wavea_pilots_20260720_retry1"", ""unified_background_5m_wavea_proven111_20260720_v1"", ""unified_background_5m_wavea_zbbbb_remaining15_20260721_v1"", ""unified_background_5m_waveb_priority_pilots10k_20260721_v1"", ""unified_background_5m_waveb_priority_scale400k_20260721_v1"", ""unified_background_5m_wavec1_pilot40k_20260721_v1"", ""unified_background_5m_wavec1_scaleout180k_20260721_v2"", ""vbf_hh4b_sm_pilot10k_20260722_v1"", ""vbf_hh4b_sm_scaleout90k_20260722_v1""]"	pass
Jet.PT	float[]	AsJagged(AsDtype('>f4'))	True	54	[1, 15, 18, 98, 99, 108, 112, 113, 121, 123, 235, 278, 365, 366, 368, 369, 376, 377, 380, 384, 385, 391, 396, 398, 402, 403, 407, 408, 412, 413, 414, 428, 429, 443, 444, 518, 519, 526, 543, 544, 547, 548, 551, 554, 555, 559, 560, 561, 566, 567, 572, 575, 576, 577]	"[""bbh_hbb_4fs"", ""ggf_hh4b"", ""ggh_hbb"", ""qcd_bbbb_general"", ""qcd_bbbb_iht400to600"", ""qcd_hardqcd"", ""schannel_single_top"", ""tchannel_antitop"", ""tchannel_top"", ""ttbar_inclusive"", ""tth_hbb"", ""tttt"", ""ttw"", ""ttz_zbb"", ""tw_antitop"", ""tw_top"", ""vbf_hbb"", ""vbf_hh4b"", ""wh_hbb"", ""ww"", ""wwz_zbb"", ""wz_zbb"", ""wzz_zbb"", ""zbbbb"", ""zzz_zbb""]"	"[""bbh_hbb_4fs_pilot10k_20260722_v1"", ""bbh_hbb_4fs_scaleout40k_20260722_v1"", ""final_background_triboson_zbb_pilot10k_20260722_v1"", ""final_background_triboson_zbb_scaleout40k_20260722_v1"", ""ggf_hh4b_ml_ext20k_frozen_v2_20260716"", ""ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1"", ""ggh_hbb_pilot10k_20260722_v1"", ""ggh_hbb_scaleout90k_20260722_v1"", ""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"", ""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"", ""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"", ""unified_background_5m_single_top_pilot50k_20260722_v1"", ""unified_background_5m_single_top_scaleout280k_20260722_v1"", ""unified_background_5m_wavea_pilots_20260720_retry1"", ""unified_background_5m_wavea_proven111_20260720_v1"", ""unified_background_5m_wavea_zbbbb_remaining15_20260721_v1"", ""unified_background_5m_waveb_priority_pilots10k_20260721_v1"", ""unified_background_5m_waveb_priority_scale400k_20260721_v1"", ""unified_background_5m_wavec1_pilot40k_20260721_v1"", ""unified_background_5m_wavec1_scaleout180k_20260721_v2"", ""vbf_hh4b_sm_pilot10k_20260722_v1"", ""vbf_hh4b_sm_scaleout90k_20260722_v1""]"	pass
Jet.Phi	float[]	AsJagged(AsDtype('>f4'))	True	54	[1, 15, 18, 98, 99, 108, 112, 113, 121, 123, 235, 278, 365, 366, 368, 369, 376, 377, 380, 384, 385, 391, 396, 398, 402, 403, 407, 408, 412, 413, 414, 428, 429, 443, 444, 518, 519, 526, 543, 544, 547, 548, 551, 554, 555, 559, 560, 561, 566, 567, 572, 575, 576, 577]	"[""bbh_hbb_4fs"", ""ggf_hh4b"", ""ggh_hbb"", ""qcd_bbbb_general"", ""qcd_bbbb_iht400to600"", ""qcd_hardqcd"", ""schannel_single_top"", ""tchannel_antitop"", ""tchannel_top"", ""ttbar_inclusive"", ""tth_hbb"", ""tttt"", ""ttw"", ""ttz_zbb"", ""tw_antitop"", ""tw_top"", ""vbf_hbb"", ""vbf_hh4b"", ""wh_hbb"", ""ww"", ""wwz_zbb"", ""wz_zbb"", ""wzz_zbb"", ""zbbbb"", ""zzz_zbb""]"	"[""bbh_hbb_4fs_pilot10k_20260722_v1"", ""bbh_hbb_4fs_scaleout40k_20260722_v1"", ""final_background_triboson_zbb_pilot10k_20260722_v1"", ""final_background_triboson_zbb_scaleout40k_20260722_v1"", ""ggf_hh4b_ml_ext20k_frozen_v2_20260716"", ""ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1"", ""ggh_hbb_pilot10k_20260722_v1"", ""ggh_hbb_scaleout90k_20260722_v1"", ""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"", ""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"", ""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"", ""unified_background_5m_single_top_pilot50k_20260722_v1"", ""unified_background_5m_single_top_scaleout280k_20260722_v1"", ""unified_background_5m_wavea_pilots_20260720_retry1"", ""unified_background_5m_wavea_proven111_20260720_v1"", ""unified_background_5m_wavea_zbbbb_remaining15_20260721_v1"", ""unified_background_5m_waveb_priority_pilots10k_20260721_v1"", ""unified_background_5m_waveb_priority_scale400k_20260721_v1"", ""unified_background_5m_wavec1_pilot40k_20260721_v1"", ""unified_background_5m_wavec1_scaleout180k_20260721_v2"", ""vbf_hh4b_sm_pilot10k_20260722_v1"", ""vbf_hh4b_sm_scaleout90k_20260722_v1""]"	pass
