member_index	sample_class	process_or_mode	dataset_split	candidate_rows	zero_row_4b_candidate_file	resolution_method	layout_rule	bundle_campaign	schema_stratum_key	representative_selection_reasons	remote_bundle_path	root_container_member	root_archive_member	root_basename	archive_depth	local_bundle_size_bytes	local_root_size_bytes	local_root_sha256	root_open_status	top_level_keys_json	delphes_tree_present	delphes_tree_cycle	delphes_num_entries	expected_generated_events	entry_count_match	branch_count	required_branches_present_json	missing_required_branches_json	required_branch_typenames_json	required_branch_interpretations_json	incompatible_required_branches_json	audit_status	failure_reason
403	background	wzz_zbb	train	9	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	final_background_triboson_zbb_scaleout40k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""final_background_triboson_zbb_scaleout40k_20260722_v1"",""wzz_zbb""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9911_3300_bundle.tar.gz		root/wzz_zbb_run2_frozen_v2_train_shard9911_3300_delphes.root	wzz_zbb_run2_frozen_v2_train_shard9911_3300_delphes.root	1	291764214	279171722	c004c4abc8e0e0b32c35b46d09526c4c427e63ec861ef589f1e9fa899aae0f46	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	3300	3300	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
407	background	wzz_zbb	validation	13	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	final_background_triboson_zbb_pilot10k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""final_background_triboson_zbb_pilot10k_20260722_v1"",""wzz_zbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_pilot10k_20260722_v1/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_bundle.tar.gz		root/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_delphes.root	wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_delphes.root	1	291219832	278629421	7f001981c857c342a802a3e7352841e43d6cde1200fd6fc3d9cb3d68f801cf3c	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	3300	3300	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
408	background	zzz_zbb	train	12	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	final_background_triboson_zbb_scaleout40k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""final_background_triboson_zbb_scaleout40k_20260722_v1"",""zzz_zbb""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz		root/zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes.root	zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes.root	1	131197947	127105264	36f069e04ed96481aa39879c09d60a84303081f58acb61dd28d8f9ff15f84c9b	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	1500	1500	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
412	background	zzz_zbb	validation	15	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	final_background_triboson_zbb_pilot10k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""final_background_triboson_zbb_pilot10k_20260722_v1"",""zzz_zbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_pilot10k_20260722_v1/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_bundle.tar.gz		root/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_delphes.root	zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_delphes.root	1	130964009	126848772	009645335e0b04798ef5a3ba57c14352a6beb744582e0682a084e548122c752e	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	1500	1500	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
413	background	qcd_bbbb_general	train	334	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_pilots_20260720_retry1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_pilots_20260720_retry1"",""qcd_bbbb_general""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz		root/qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	1	867076826	880255823	6427a58847e7016d8ee3d3010088106f1192421b49596f722bdbc61ceec6302b	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
414	background	qcd_bbbb_general	train	382	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_general""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz		root/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	1	858006894	870890574	bfa6c8ee053b94b8843fa40f93fa1f24c2556954e71169bbf72a3c9896ec29c1	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
428	background	qcd_bbbb_iht400to600	train	1481	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_pilots_20260720_retry1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_pilots_20260720_retry1"",""qcd_bbbb_iht400to600""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz		root/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	1	961579902	976722042	264080bbcae0e007a78a9052355c87d80ea6dd77aa2643fa1209930736f92b95	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
429	background	qcd_bbbb_iht400to600	train	1490	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz		root/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	1	958106595	973134555	b42d48fc0a6f55238971b33312b8fbf0b4b90e552773ea8ac2e9c91a33953b88	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
443	background	ttbar_inclusive	train	36	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_pilots_20260720_retry1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_pilots_20260720_retry1"",""ttbar_inclusive""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	1	903935916	919109343	bbacdadaddc590df5ba09ca4edb3cbc87f7c563accbd5582337c4218c1b852d2	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
444	background	ttbar_inclusive	train	41	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	1	909282663	924652710	f59a58e22442b9e084a24c7b9171728cfe2ba5e95dcf49f515ff00a31698fd53	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
518	background	zbbbb	train	314	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_pilots_20260720_retry1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_pilots_20260720_retry1"",""zbbbb""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz		root/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_delphes.root	1	846981639	858659842	1931aff918a9cfd8345aba4e7bb3a03cab1a11cbf4c46538a7de456ac445d250	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
519	background	zbbbb	train	295	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""zbbbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz		root/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	1	850787671	862619412	ca853d9e5ca7cdc1d17bf649f3637de030258c9730cd80acdec081d696b8137b	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
526	background	zbbbb	train	272	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_zbbbb_remaining15_20260721_v1"",""zbbbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_bundle.tar.gz		root/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_delphes.root	zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_delphes.root	1	854468021	866425020	4372fb54fa78b954559db9670cb7018d5e84949621d68934493993ce7c2cf87d	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
543	background	tth_hbb	train	1189	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_waveb_priority_pilots10k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_waveb_priority_pilots10k_20260721_v1"",""tth_hbb""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_bundle.tar.gz		root/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_delphes.root	tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_delphes.root	1	1012172139	1028053629	aeb350531512813665e98932590fa6883c52f3df2957821964316e6847f2b839	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
544	background	tth_hbb	train	1246	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_waveb_priority_scale400k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_waveb_priority_scale400k_20260721_v1"",""tth_hbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_bundle.tar.gz		root/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_delphes.root	tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_delphes.root	1	1012173681	1028072249	5281b8b43b5a5ead9c708214fba16480c609a59643ce3fe92c06a3d7d458b60f	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
547	background	tttt	train	1853	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_waveb_priority_pilots10k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_waveb_priority_pilots10k_20260721_v1"",""tttt""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_bundle.tar.gz		root/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_delphes.root	tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_delphes.root	1	1164973491	1185025946	5b3e48399f3bd75a08a45f4ebbe34c64aedd280f0dbd94266ab602eb0e5979cf	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
