member_index	sample_class	process_or_mode	dataset_split	candidate_rows	zero_row_4b_candidate_file	resolution_method	layout_rule	bundle_campaign	schema_stratum_key	representative_selection_reasons	remote_bundle_path	root_container_member	root_archive_member	root_basename	archive_depth	local_bundle_size_bytes	local_root_size_bytes	local_root_sha256	root_open_status	top_level_keys_json	delphes_tree_present	delphes_tree_cycle	delphes_num_entries	expected_generated_events	entry_count_match	branch_count	required_branches_present_json	missing_required_branches_json	required_branch_typenames_json	required_branch_interpretations_json	incompatible_required_branches_json	audit_status	failure_reason
235	background	qcd_hardqcd	train	0	True	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_20260717_0022"",""qcd_hardqcd""]"	"[""primary_schema_stratum"",""zero_row_background_campaign_coverage""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_bundle.tar.gz		root/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_delphes.root	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_delphes.root	1	1618275041	788155996	3271b54a30867e66cb305b4153df3157dfbcc632fbc1aeb1ed6ef4b1fafb76d4	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
278	background	qcd_hardqcd	train	0	True	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717"",""qcd_hardqcd""]"	"[""primary_schema_stratum"",""zero_row_background_campaign_coverage""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz		root/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_delphes.root	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_delphes.root	1	1604481039	781543412	c0696101fcaac52476011e418dba9f913a96a8c09153638a48ea5e0bffa9fd0d	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
365	background	schannel_single_top	train	8	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_pilot50k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_pilot50k_20260722_v1"",""schannel_single_top""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_bundle.tar.gz		root/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_delphes.root	schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_delphes.root	1	780640923	793167294	8eb74ee3d2f8f4fab711ff216972fd15aa4815dad33b83415dfc9e5d7bce0e94	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
366	background	schannel_single_top	train	4	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""schannel_single_top""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_bundle.tar.gz		root/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_delphes.root	schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_delphes.root	1	779365500	791880628	5b753c0b5fc7e850adc84e800708751359d53320a5ab20bd9e2e9d02dacecf3e	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
368	background	tchannel_antitop	train	8	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_pilot50k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_pilot50k_20260722_v1"",""tchannel_antitop""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_bundle.tar.gz		root/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_delphes.root	tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_delphes.root	1	781762307	793981335	2d30ec99fcfb7255862de5d0967ac8a07bca8707fb8d4cd879bdc2e3e2e652f2	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
369	background	tchannel_antitop	train	1	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_antitop""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_bundle.tar.gz		root/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_delphes.root	tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_delphes.root	1	775673980	787745787	980e13cf5fb2e6e3cea61a7361bd1b9a7dd4c461d339a49b490e37b5d83a5bef	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
376	background	tchannel_top	train	7	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_pilot50k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_pilot50k_20260722_v1"",""tchannel_top""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_bundle.tar.gz		root/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_delphes.root	tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_delphes.root	1	791506809	804174352	81f8ded63940644cbcaaaef975f1964946d6f52ff13f8ab86367896efd0ed7a5	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
377	background	tchannel_top	train	7	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_top""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_bundle.tar.gz		root/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_delphes.root	tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_delphes.root	1	790733540	803366850	7d685e63c751937cdec80dbfae60897d6ac4a36a3a8c63fb759b44cd5d1c995b	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
380	background	tchannel_top	train	0	True	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tchannel_top""]"	"[""zero_row_background_campaign_coverage""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4304_10kevt_bundle.tar.gz		root/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4304_10kevt_delphes.root	tchannel_top_run2_frozen_v2_single_top_scaleout_shard4304_10kevt_delphes.root	1	781931806	794289849	3d8dae2d9b2a3b9c73a5f3aaf82e05b5ef4bb5c25aae5d660ce8eb671b4fe918	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
384	background	tw_antitop	train	18	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_pilot50k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_pilot50k_20260722_v1"",""tw_antitop""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_bundle.tar.gz		root/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_delphes.root	tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_delphes.root	1	848633845	862364589	ebf21ac565d8a8d2183195b0bb2a2abb2f806d4c7ad21f94a29e1642c2a993d2	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
385	background	tw_antitop	train	17	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tw_antitop""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_bundle.tar.gz		root/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_delphes.root	tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_delphes.root	1	852990950	866908252	95fe469f7f49e5f698be6d261e70fa1982dddf165da55e6db6a754842ce8415d	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
391	background	tw_top	train	9	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_scaleout280k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_scaleout280k_20260722_v1"",""tw_top""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_bundle.tar.gz		root/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_delphes.root	tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_delphes.root	1	843393738	857017285	3c6b433b0ef919cd732bdb375989123b3a9f87a710c341512e56f1c98cab69f1	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
396	background	tw_top	validation	19	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_single_top_pilot50k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_single_top_pilot50k_20260722_v1"",""tw_top""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_bundle.tar.gz		root/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_delphes.root	tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_delphes.root	1	847823885	861608444	662212fe21544f028e8df7e99abcecf1736e7cd1a32880ab9dabc420bc306e57	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
398	background	wwz_zbb	train	9	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	final_background_triboson_zbb_scaleout40k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""final_background_triboson_zbb_scaleout40k_20260722_v1"",""wwz_zbb""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz		root/wwz_zbb_run2_frozen_v2_train_shard9901_5200_delphes.root	wwz_zbb_run2_frozen_v2_train_shard9901_5200_delphes.root	1	472106981	434555810	3498922a5e4441e0094efc32c8c229f50d8944806df774f23f12a86a96e631e6	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	5200	5200	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
402	background	wwz_zbb	validation	14	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	final_background_triboson_zbb_pilot10k_20260722_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""final_background_triboson_zbb_pilot10k_20260722_v1"",""wwz_zbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_pilot10k_20260722_v1/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_bundle.tar.gz		root/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_delphes.root	wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_delphes.root	1	474353085	436866570	cfefbbc80b097141da7c8f1fd0f2a5cf9e0e42c381d3dfceec173cc683f13d93	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	5200	5200	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
