member_index	remote_bundle_path	remote_bundle_uri	expected_bundle_size_bytes	xrdcp_attempted	xrdcp_return_code	xrdcp_status	xrdcp_failure_text	local_bundle_size_bytes	bundle_size_match	outer_archive_members_inspected	outer_requested_member	outer_exact_matches	nested_archive_used	nested_archive_members_inspected	nested_requested_member	nested_exact_matches	root_file_extracted	root_file_deleted	nested_archive_deleted	outer_bundle_deleted	temporary_files_remaining	extraction_status
547	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_bundle.tar.gz	1164973491	True	0	pass		1164973491	True	23	root/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_delphes.root	1	False	0		0	True	True	True	True	0	pass
548	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_bundle.tar.gz	1165198481	True	0	pass		1165198481	True	23	root/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_delphes.root	1	False	0		0	True	True	True	True	0	pass
551	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_bundle.tar.gz	998430208	True	0	pass		998430208	True	23	root/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_delphes.root	1	False	0		0	True	True	True	True	0	pass
554	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	995033631	True	0	pass		995033631	True	23	root/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_delphes.root	1	False	0		0	True	True	True	True	0	pass
555	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_bundle.tar.gz	794296132	True	0	pass		794296132	True	23	root/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_delphes.root	1	False	0		0	True	True	True	True	0	pass
559	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_bundle.tar.gz	791038433	True	0	pass		791038433	True	23	root/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_delphes.root	1	False	0		0	True	True	True	True	0	pass
560	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_bundle.tar.gz	900359881	True	0	pass		900359881	True	23	root/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_delphes.root	1	False	0		0	True	True	True	True	0	pass
561	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_bundle.tar.gz	896621135	True	0	pass		896621135	True	23	root/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_delphes.root	1	False	0		0	True	True	True	True	0	pass
566	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_bundle.tar.gz	773016067	True	0	pass		773016067	True	23	root/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_delphes.root	1	False	0		0	True	True	True	True	0	pass
567	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_bundle.tar.gz	772629511	True	0	pass		772629511	True	23	root/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_delphes.root	1	False	0		0	True	True	True	True	0	pass
572	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_bundle.tar.gz	721126187	True	0	pass		721126187	True	23	root/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_delphes.root	1	False	0		0	True	True	True	True	0	pass
575	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_bundle.tar.gz	719774097	True	0	pass		719774097	True	23	root/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_delphes.root	1	False	0		0	True	True	True	True	0	pass
576	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz	754415624	True	0	pass		754415624	True	23	root/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_delphes.root	1	False	0		0	True	True	True	True	0	pass
577	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_bundle.tar.gz	760265475	True	0	pass		760265475	True	23	root/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_delphes.root	1	False	0		0	True	True	True	True	0	pass
