replica	category_id	selected_structure_id	threshold_variable	threshold_value	supporting_outer_fold_count	supporting_outer_folds_json	is_nominal_structure
0	exact3tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	177.26047706604	2	[1,2]	True
0	exact3tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	36.845249668601895	2	[1,2]	True
0	ge4tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	196.13399505615232	3	[0,2,4]	False
0	ge4tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	35.05446654991432	3	[0,2,4]	False
1	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	19.076922917202257	2	[0,3]	False
1	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	1195.411600407152	2	[0,3]	False
1	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	4.766829126003969	2	[0,3]	False
1	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	195.19564056396482	2	[1,4]	False
1	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_abs_mbb_minus_125	38.405353755584606	2	[1,4]	False
1	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3.042276577387326	2	[1,4]	False
2	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb1_minus_125	19.394592134806576	2	[0,2]	False
2	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb2_minus_125	997.3982052645523	2	[0,2]	False
2	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	mhh	147.17043766773048	2	[0,2]	False
2	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	28.221464948358747	2	[1,3]	False
2	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	90.111447491939	2	[1,3]	False
2	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	2.9218338281273475	2	[1,3]	False
3	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_h_delta_eta	7.670986609339533	2	[0,4]	False
3	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb1_minus_125	19.18294201285782	2	[0,4]	False
3	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb2_minus_125	997.3982052645523	2	[0,4]	False
3	ge4tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	187.4812660217285	2	[0,1]	False
3	ge4tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	34.48893565849475	2	[0,1]	False
4	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	33.12436305962605	2	[0,4]	False
4	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	376.48439474732356	2	[0,4]	False
4	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	182.88134574890134	2	[0,4]	False
4	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	171.6592445373535	2	[3,4]	False
4	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_abs_mbb_minus_125	35.10948822171725	2	[3,4]	False
4	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3.5278094809139033	2	[3,4]	False
5	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb1_minus_125	1021.5366553716673	1	[4]	False
5	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb2_minus_125	35.17114776728037	1	[4]	False
5	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	211.81828308105466	1	[4]	False
5	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3.0390908836749393	1	[4]	False
5	ge4tag	radial_mass__category__plus_mhh	mhh	215.7303079407609	2	[0,3]	False
5	ge4tag	radial_mass__category__plus_mhh	r_hh_125_125	34.0010093572017	2	[0,3]	False
6	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	19.02965999302791	2	[1,2]	False
6	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	1195.411600407152	2	[1,2]	False
6	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	140.44009780883786	2	[1,2]	False
6	ge4tag	radial_mass__category__plus_h2_pt	h2_pt	14.146489084109692	2	[0,4]	False
6	ge4tag	radial_mass__category__plus_h2_pt	r_hh_125_125	36.04294420660245	2	[0,4]	False
7	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_h_delta_eta	7.576934088635984	3	[0,3,4]	False
7	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb1_minus_125	19.17137702875556	3	[0,3,4]	False
7	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb2_minus_125	799.3848101219526	3	[0,3,4]	False
7	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	32.69834571787549	2	[0,4]	False
7	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	40.782951218367	2	[0,4]	False
7	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	222.19258308410642	2	[0,4]	False
8	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb1_minus_125	19.17750327042818	1	[2]	False
8	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb2_minus_125	799.3848101219526	1	[2]	False
8	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	mhh	179.34894690232184	1	[2]	False
8	ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	h2_pt	8.114527853999354	2	[0,3]	False
8	ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	max_drbb	3.4964359631313475	2	[0,3]	False
8	ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	r_hh_125_125	37.21544238823543	2	[0,3]	False
9	exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	180.79620552062985	2	[1,3]	False
9	exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	max_abs_mbb_minus_125	33.69478673538462	2	[1,3]	False
9	ge4tag	symmetric_rectangular_mass__category__mass_only	max_abs_mbb_minus_125	30.88984953222076	2	[0,1]	False
10	exact3tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	184.63222885131833	3	[0,2,4]	True
10	exact3tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	36.94481393463384	3	[0,2,4]	True
10	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	21.64047931547893	3	[1,2,4]	False
10	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	44.39938397834519	3	[1,2,4]	False
11	exact3tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	184.76450347900388	2	[1,4]	True
11	exact3tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	36.89339477775931	2	[1,4]	True
11	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	187.36515808105466	3	[0,1,2]	False
11	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3.033907140221396	3	[0,1,2]	False
11	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	r_hh_125_125	41.21087479558251	3	[0,1,2]	False
12	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	19.11137422145274	3	[0,2,3]	False
12	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	1195.411600407152	3	[0,2,3]	False
12	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	4.8368026200013245	3	[0,2,3]	False
12	ge4tag	radial_mass__category__plus_h2_pt	h2_pt	5.453954469218081	2	[1,2]	False
12	ge4tag	radial_mass__category__plus_h2_pt	r_hh_125_125	34.294066927518024	2	[1,2]	False
13	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_h_delta_eta	7.670986609339533	2	[0,4]	False
13	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb1_minus_125	19.107827332394233	2	[0,4]	False
13	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb2_minus_125	799.3848101219526	2	[0,4]	False
13	ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	abs_h_delta_eta	6.809818891966871	1	[3]	False
13	ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	abs_mbb1_minus_125	17.55294212550503	1	[3]	False
13	ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	abs_mbb2_minus_125	412.44612388528975	1	[3]	False
