source_uid	process_or_mode	source_role	generated_events	resolved_exact3_ge4_rows	exact3_rows	ge4_rows	resolved_exact3_ge4_expected_yield	rhh34_selected_rows	selected_yield	selected_sumw2	selected_neff	typical_selected_weight	maximum_absolute_selected_weight	selected_fraction_of_resolved	fraction_total_selected_physical_qcd	campaign	pthat_min_GeV	pthat_max_GeV	sigma_gen_pb	normalization_denominator_type	normalization_denominator	production_mixture_fraction	run2_yield_coefficient_per_generator_weight
b9abf836ae7368479c8f77e6::background::88::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1109_seed1211109_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3082686.4248523554	shard_sum_event_weights	10001.695304642417	0.01666119624056768	708665.01961210067
8f1741023310e29fd789cb2c::background::89::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1110_seed1211110_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	1	1	0	698930.2469607865	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3040149.0140843652	shard_sum_event_weights	10001.066196718246	0.01666119624056768	698930.24696078664
41afb3ef62ff0a95f27b7b11::background::90::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1113_seed1211113_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3071242.5073075341	shard_sum_event_weights	10001.67454022333	0.01666119624056768	706035.6942924906
9c61ba98080c71d6f467f759::background::91::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1114_seed1211114_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	3	3	0	2111657.839126999	2	1407771.8927513326	990910851010.3347	2.0	703885.9463756663	703885.9463756663	0.6666666666666666	0.030305366620034867	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3061935.0538980672	shard_sum_event_weights	10001.817976156266	0.01666119624056768	703885.9463756663
6da028860451de9aba8f1b92::background::92::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1115_seed1211115_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	4	4	0	2846956.0815159567	1	711739.0203789892	506572433130.04315	1.0	711739.0203789892	711739.0203789892	0.25	0.015321737890514733	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3096055.6332110669	shard_sum_event_weights	10001.686688452781	0.01666119624056768	711739.02037898917
e9aef2a6443a5dc54ae14090::background::93::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	1	1	0	703868.9957405571	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3061607.1670233039	shard_sum_event_weights	10000.987771785023	0.01666119624056768	703868.99574055709
8685b4c4aad4333b8c26c4d6::background::94::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1117_seed1211117_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	3	3	0	2116124.7072379105	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3068205.2606092198	shard_sum_event_weights	10001.143830654435	0.01666119624056768	705374.90241263702
7deeae1d1811de320a4ee017::background::95::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1120_seed1211120_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	3	2	1	2121430.7154616322	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3076121.7240715739	shard_sum_event_weights	10001.869528460929	0.01666119624056768	707143.57182054408
93f46a2d1ab529e31dc1ec37::background::96::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1121_seed1211121_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3054540.062871316	shard_sum_event_weights	10000.994599695387	0.01666119624056768	702243.77634341025
e16babb476785f9c7bba08d7::background::97::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3065583.701928365	shard_sum_event_weights	10001.953520007615	0.01666119624056768	704715.15725012333
224e8975cd1789c339195c41::background::98::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1123_seed1211123_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1410932.6820799913	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3068874.8809858467	shard_sum_event_weights	10002.029954423879	0.01666119624056768	705466.34103999566
70ffb1b2cf387f87e7174ff2::background::99::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1125_seed1211125_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1407526.3107959498	2	1407526.3107959498	990565157791.4283	2.0	703763.1553979749	703763.1553979749	1.0	0.030300079931735818	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3061240.4723745524	shard_sum_event_weights	10001.293822340285	0.01666119624056768	703763.15539797489
af33534011b01672fe8f2b5c::background::100::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1126_seed1211126_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1415049.9246364282	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3077591.1046938566	shard_sum_event_weights	10001.253081194574	0.01666119624056768	707524.96231821412
51e48b6b65534c3e081aa2c8::background::101::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1127_seed1211127_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3078620.3516866784	shard_sum_event_weights	10001.976881132145	0.01666119624056768	707710.36412268423
4fa0b8f81b9772eb078d3c0b::background::102::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3071985.3191652084	shard_sum_event_weights	10000	0.01666119624056768	706324.71346041176
a9c40db2fcde0d303492c52a::background::103::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1130_seed1211130_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3082997.6589269913	shard_sum_event_weights	10000	0.01666119624056768	708856.72026338824
a2143f6e461b58252e90ce12::background::104::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1131_seed1211131_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	4	4	0	2834514.0062625655	1	708628.5015656414	502154353231.1662	1.0	708628.5015656414	708628.5015656414	0.25	0.015254777175144297	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3082805.7104780604	shard_sum_event_weights	10002.597765184935	0.01666119624056768	708628.50156564137
92ade417100c4544b618e4e5::background::105::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1133_seed1211133_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1410391.275335885	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3067568.6339372802	shard_sum_event_weights	10001.610497964697	0.01666119624056768	705195.63766794244
b9270d974d2ec08a4fe9d08b::background::106::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1134_seed1211134_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1398709.1543078418	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3041675.2133145384	shard_sum_event_weights	10000.015730614361	0.01666119624056768	699354.57715392089
5f4a77010b81f56c455a25c5::background::107::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1135_seed1211135_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1416470.7973826223	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3080604.666551033	shard_sum_event_weights	10001.00410085731	0.01666119624056768	708235.39869131113
1b967c0b64f53b628384c424::background::108::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1136_seed1211136_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3081360.515279741	shard_sum_event_weights	10001.649193801541	0.01666119624056768	708363.4779498654
9a799be2c37d183aecd2bb36::background::109::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1137_seed1211137_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1408567.395621534	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3063591.3942839005	shard_sum_event_weights	10001.57673108806	0.01666119624056768	704283.69781076699
2c2137bd1a11d29566552454::background::110::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1139_seed1211139_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1408694.357787288	1	704347.178893644	496104948415.43494	1.0	704347.178893644	704347.178893644	0.5	0.015162612347971928	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3064022.0715054814	shard_sum_event_weights	10002.081200435825	0.01666119624056768	704347.17889364401
f64b9ebbb63ed7fdc54ac20f::background::111::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	1	1	0	708528.6955912926	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3082127.4839554611	shard_sum_event_weights	10001.80585656706	0.01666119624056768	708528.69559129258
a367aed4dfb7a75f2c7b67ce::background::112::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1141_seed1211141_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	3	3	0	2106503.778358496	1	702167.9261194987	493039796470.95776	1.0	702167.9261194987	702167.9261194987	0.3333333333333333	0.015115699169339606	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3054217.456179522	shard_sum_event_weights	10001.018562382702	0.01666119624056768	702167.92611949868
dd372cba4e2fd782a567777a::background::113::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1142_seed1211142_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1420103.8552104193	1	710051.9276052096	504173739895.87384	1.0	710051.9276052096	710051.9276052096	0.5	0.015285419531486072	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3088826.9177333978	shard_sum_event_weights	10002.043260729311	0.01666119624056768	710051.92760520964
4cb37ad30a944e05dde81444::background::114::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	1	1	0	704887.9154240625	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3065762.0847081318	shard_sum_event_weights	10000.084040522781	0.01666119624056768	704887.91542406264
1bee4336cb3685c3fab75c05::background::115::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1144_seed1211144_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1415025.6006492288	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3077374.4030038966	shard_sum_event_weights	10000.72077263621	0.01666119624056768	707512.80032461439
a5162e429f56e50ac80408f2::background::116::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1145_seed1211145_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	2	2	0	1415838.44638306	2	1415838.44638306	1002299253128.1985	2.0	707919.22319153	707919.22319153	1.0	0.03047901681608467	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3079402.3767204806	shard_sum_event_weights	10001.565907173343	0.01666119624056768	707919.22319152998
5b34e7d7c8b92209ca4ab29d::background::117::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1146_seed1211146_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3061834.9165747557	shard_sum_event_weights	10001.774466155875	0.01666119624056768	703865.98850009707
fdcedb704faf9317373e629f::background::118::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1147_seed1211147_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	1	1	0	700727.2189815221	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3048024.9143529981	shard_sum_event_weights	10001.261691935109	0.01666119624056768	700727.21898152214
76e146dba8c117d75731904b::background::119::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1148_seed1211148_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	5	5	0	3516766.7814704543	3	2110060.0688822726	1484117831430.4868	3.0000000000000004	703353.3562940909	703353.3562940909	0.6	0.045423654433672286	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3059763.4185958155	shard_sum_event_weights	10002.292484825313	0.01666119624056768	703353.35629409086
426a61c13fb8814690689d5e::background::120::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1149_seed1211149_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	75	100	3049995.9756736634	shard_sum_event_weights	10001.132886471616	0.01666119624056768	701189.38767710619
eb0da04f9b6641022289637e::background::121::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	6	5	1	2726596.6964545124	1	454432.7827424187	206509154031.0183	1.0	454432.7827424187	454432.7827424187	0.16666666666666666	0.009782658793006802	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1249930.5408977398	shard_sum_event_weights	10000	0.026345393376241196	454432.7827424187
5c4621b09ef7a6bc49957556::background::122::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1151_seed1221151_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	5	5	0	2274231.555430704	3	1364538.9332584224	620655500126.0111	3.0	454846.3110861408	454846.3110861408	0.6	0.029374682683064698	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1251067.9625934763	shard_sum_event_weights	10000	0.026345393376241196	454846.31108614075
82dc05d8b4f579c41c640664::background::123::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1152_seed1221152_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	8	7	1	3618256.490865376	1	452282.061358172	204559063026.39725	1.0	452282.061358172	452282.061358172	0.125	0.00973635981489625	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1244014.919390619	shard_sum_event_weights	10000	0.026345393376241196	452282.06135817204
11a8cc9e20b8e73dae12f48e::background::124::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1154_seed1221154_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	4	4	0	1805707.8924497713	1	451426.9731124428	203786312053.4622	1.0	451426.9731124428	451426.9731124428	0.25	0.009717952171646135	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1241662.9743855745	shard_sum_event_weights	10000	0.026345393376241196	451426.97311244282
fdc4deca706f521f7e178cb0::background::125::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	5	5	0	2255853.9887352567	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1240958.3566176922	shard_sum_event_weights	10000	0.026345393376241196	451170.79774705134
80d4a63426959c0870cb3a41::background::126::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1157_seed1221157_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	6	6	0	2705817.0699146413	3	1352908.5349573204	610120501320.1211	2.9999999999999996	450969.5116524401	450969.5116524402	0.5	0.02912431294186815	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1240404.7133800846	shard_sum_event_weights	10000	0.026345393376241196	450969.51165244018
80c7d2da2e1ad4813c224b91::background::127::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1159_seed1221159_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	4	4	0	1802527.2532228217	1	450631.81330570544	203069031163.18817	1.0	450631.81330570544	450631.81330570544	0.25	0.0097008346190165	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1239475.8642890328	shard_sum_event_weights	10000	0.026345393376241196	450631.81330570544
af9489b346e19d2f9b40a96e::background::128::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1161_seed1221161_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	7	6	1	3184489.7321421555	1	454927.10459173645	206958670492.22073	1.0	454927.10459173645	454927.10459173645	0.14285714285714285	0.009793300151133786	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1251290.187472458	shard_sum_event_weights	10000	0.026345393376241196	454927.10459173651
63e1239b3f2a4c8a53dbae19::background::129::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1162_seed1221162_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	4	4	0	1815054.4436835619	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1248089.9644063418	shard_sum_event_weights	10000	0.026345393376241196	453763.61092089047
ab36407e677f871864b59862::background::130::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1163_seed1221163_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	5	4	1	2261805.2305537597	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1244232.1692420035	shard_sum_event_weights	10000	0.026345393376241196	452361.04611075204
ca5dd2d91915701f2db3c250::background::131::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1166_seed1221166_bundle.tar.gz	qcd_hardqcd	importance_tail_physical	10000	3	3	0	1345760.4453086765	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	100	200	1233851.0374568847	shard_sum_event_weights	10000	0.026345393376241196	448586.81510289217
