qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_sqrtB_10pct_syst,n_signal_test_rows,n_background_test_rows,neff_background_rows
0.625,0.85,23.601466979502504,214558.0033737635,0.0001100004036595,0.0509526338347977,0.0010997477842871,17,126,21.71199391363257
0.625,0.875,14.233719696562291,202275.97474269936,7.036782155996517e-05,0.0316479991111959,0.0007035043399296,14,112,19.46535285986582
0.625,0.9,13.885041699367225,167030.49110573708,8.312878449586446e-05,0.0339742054968587,0.0008310391134962,12,83,13.64324652527702
0.625,0.925,10.58812027312295,138725.4919232505,7.632425826235887e-05,0.0284276349040639,0.0007629676402956,10,58,9.623576484415654
0.625,0.95,6.7681818510860765,70062.92922352908,9.660146850972844e-05,0.0255698319500892,0.0009653260314554,5,32,5.01717189821982
0.65,0.5,70.45572294131244,495879.50842318527,0.0001420823440866,0.1000525575376398,0.0014206801995592,49,397,76.59979333188483
0.65,0.525,67.33314051366571,470735.7008206218,0.0001430381005653,0.0981387004406132,0.0014302290994829,48,379,70.9087976714954
0.65,0.55,66.98446251647063,447699.1895499173,0.0001496193517433,0.1001107979120603,0.0014960264473388,46,357,64.89013805561568
0.65,0.575,60.56495866257963,432089.4062531027,0.0001401676546244,0.0921371163438606,0.0014015143768792,43,335,61.74143018807396
0.65,0.6,56.91935923914027,417730.77112112514,0.0001362584783648,0.0880667092574008,0.0013624217192675,39,318,58.11594703264002
0.65,0.625,53.0994208171034,395168.2395984675,0.0001343716814667,0.0844692752431614,0.0013435468286076,34,298,53.41952689286322
0.65,0.65,49.80249939085914,373060.0024338258,0.0001334972901569,0.0815383266428899,0.001334794015523,32,274,48.89259373885999
0.65,0.675,46.50557796461485,346153.40678536444,0.0001343496179815,0.0790443333424713,0.001343302161046,30,254,44.13022771162183
0.65,0.7,46.50557796461485,332801.63499814033,0.0001397396318827,0.0806143432973899,0.0013971864217995,30,229,41.03301753594724
0.65,0.725,43.03431753977305,302156.9150853884,0.0001424237387637,0.078288622411942,0.0014240017676834,27,206,35.63762393890761
0.65,0.75,33.317892259637766,286609.0184528837,0.0001162485829632,0.0622346990231764,0.0011622830827468,22,185,32.89827752969868
0.65,0.775,33.14355326104023,241445.6672747051,0.0001372712694957,0.067451149966046,0.0013724285137471,21,163,25.978582068168716
0.65,0.8,29.672292836198437,214068.9421982814,0.0001386109191342,0.0641319248334697,0.001385785551739,18,136,21.23193015848464
0.65,0.825,26.549710408551704,193949.17384231143,0.0001368900412545,0.0602859100712751,0.0013685476471117,17,120,18.06641903176015
0.65,0.85,23.25278898230744,182671.19089993316,0.0001272931372908,0.0544051510458331,0.0012725830944052,15,104,16.146599886141036
0.65,0.875,13.885041699367225,172112.56669655576,8.0674188793241e-05,0.0334688582932967,0.000806507625401,12,91,14.441037079869204
